rep1	rep2	rep3
ENSMUSG00000076578	0	0	0
ENSMUSG00000094356	0	0	0
ENSMUSG00000096560	0	0	0
ENSMUSG00000076580	0	0	0
ENSMUSG00000076581	0	0	0
ENSMUSG00000105727	0	0	0
ENSMUSG00000094930	0	0	0
ENSMUSG00000076583	0	0	0
ENSMUSG00000105432	0	0	0
ENSMUSG00000095630	0	0	0
ENSMUSG00000106080	0	0	0.827300985754883
ENSMUSG00000079230	0	0	0
ENSMUSG00000105668	0	0	0
ENSMUSG00000076586	0	0	0
ENSMUSG00000105114	0	0	0
ENSMUSG00000076587	0	0	0
ENSMUSG00000096594	0	0	0
ENSMUSG00000076589	0	0	0
ENSMUSG00000106031	0	0	0
ENSMUSG00000095794	0	0	0
ENSMUSG00000076591	0	0	0
ENSMUSG00000106428	0	0	0
ENSMUSG00000094797	0	0	0
ENSMUSG00000106624	0	0	0
ENSMUSG00000072477	0	0	0
ENSMUSG00000105687	7.87387858355041	6.42252605731747	11.5822138005684
ENSMUSG00000096844	0	0	0
ENSMUSG00000104643	2.24967959530012	1.07042100955291	0.827300985754883
ENSMUSG00000076594	0	0	0
ENSMUSG00000105305	0	0	0.827300985754883
ENSMUSG00000106315	0	0	0
ENSMUSG00000104692	0	0	0
ENSMUSG00000105862	0	0	0
ENSMUSG00000094117	0	0	0
ENSMUSG00000105499	0	0	0
ENSMUSG00000076596	0	0	0
ENSMUSG00000095338	0	0	0
ENSMUSG00000104760	0	0	0
ENSMUSG00000076598	0	0	0
ENSMUSG00000106667	0	0	0
ENSMUSG00000095335	0	0	0
ENSMUSG00000096715	0	0	0
ENSMUSG00000094478	0	0	0
ENSMUSG00000095351	0	0	0
ENSMUSG00000095682	0	0	0
ENSMUSG00000105646	0	0	0
ENSMUSG00000076604	0	0	0
ENSMUSG00000076605	0	0	0
ENSMUSG00000076606	0	0	0
ENSMUSG00000076607	0	0	0
ENSMUSG00000076608	0	0	0
ENSMUSG00000076609	0	0	0
ENSMUSG00000053604	847.004367630494	879.886069852493	819.855276883089
ENSMUSG00000031668	1742.37684655994	1711.60319427511	1753.0507888146
ENSMUSG00000065750	2.24967959530012	0	0
ENSMUSG00000105776	8.99871838120047	4.28168403821165	10.7549128148135
ENSMUSG00000051896	0	0	0
ENSMUSG00000055874	120.357858348556	124.168837108138	137.331963635311
ENSMUSG00000077369	0	0	0
ENSMUSG00000107446	0	0	0
ENSMUSG00000068396	88.8623440143547	88.8449437928917	114.994837019929
ENSMUSG00000054474	78.7387858355041	103.830837926632	92.6577104045469
ENSMUSG00000108206	0	1.07042100955291	0.827300985754883
ENSMUSG00000054422	0	0	0
ENSMUSG00000055027	97.8610623955551	79.2111547069155	82.7300985754883
ENSMUSG00000098623	0	0	0
ENSMUSG00000053012	856.003086011695	887.379016919364	962.151046432929
ENSMUSG00000107749	26.9961551436014	23.5492622101641	43.0196512592539
ENSMUSG00000073018	179.974367624009	143.43641528009	211.78905235325
ENSMUSG00000053044	3.37451939295018	0	0.827300985754883
ENSMUSG00000107855	0	0	0
ENSMUSG00000107959	0	0	0
ENSMUSG00000108289	0	0	0
ENSMUSG00000108132	5.62419898825029	7.49294706687038	0.827300985754883
ENSMUSG00000053977	0	1.07042100955291	0
ENSMUSG00000002222	8654.51740311955	8327.87545432165	8036.40177562293
ENSMUSG00000108211	25.8713153459514	14.9858941337408	18.2006216866074
ENSMUSG00000108213	1.12483979765006	1.07042100955291	0
ENSMUSG00000107460	4.49935919060024	6.42252605731747	3.30920394301953
ENSMUSG00000052656	113.608819562656	139.154731241878	122.440545891723
ENSMUSG00000108278	1.12483979765006	1.07042100955291	0.827300985754883
ENSMUSG00000107406	0	1.07042100955291	1.65460197150977
ENSMUSG00000053119	5079.77652618767	5039.54211297511	5175.59496688255
ENSMUSG00000053470	26536.0956663625	26011.2305321357	26515.8238944297
ENSMUSG00000108772	19.122276560051	5.35210504776456	2.48190295726465
ENSMUSG00000108496	1.12483979765006	0	1.65460197150977
ENSMUSG00000108813	2.24967959530012	4.28168403821165	0
ENSMUSG00000052852	1707.50681283279	1640.95540764461	1681.90290403968
ENSMUSG00000108802	12.3732377741506	23.5492622101641	23.1644276011367
ENSMUSG00000108594	8.99871838120047	2.14084201910582	4.9638059145293
ENSMUSG00000052962	3442.00978080918	3598.75543411689	3697.20810533857
ENSMUSG00000108466	4.49935919060024	1.07042100955291	1.65460197150977
ENSMUSG00000052337	17403.5213492417	17768.9887585783	17471.7695181574
ENSMUSG00000108681	71.9897470496038	73.8590496591509	80.2481956182236
ENSMUSG00000063884	11918.8024959	11730.7438436904	11726.1641720897
ENSMUSG00000080465	10.1235581788505	7.49294706687038	14.064116757833
ENSMUSG00000049553	15023.3603374142	15266.3444382436	15098.2429900266
ENSMUSG00000108305	3.37451939295018	0	1.65460197150977
ENSMUSG00000097133	96.7362225979051	69.5773656209392	67.0113798461455
ENSMUSG00000108356	5.62419898825029	5.35210504776456	2.48190295726465
ENSMUSG00000108344	0	0	0
ENSMUSG00000108355	0	0	0
ENSMUSG00000056091	148.478853289808	201.239149795947	191.933828695133
ENSMUSG00000101823	10.1235581788505	3.21126302865873	9.92761182905859
ENSMUSG00000108709	0	2.14084201910582	0
ENSMUSG00000108371	0	0	0
ENSMUSG00000037621	6.74903878590035	2.14084201910582	1.65460197150977
ENSMUSG00000056370	1.12483979765006	4.28168403821165	0.827300985754883
ENSMUSG00000056305	5817.6714334461	5736.38619019405	5690.17618002208
ENSMUSG00000108435	7.87387858355041	3.21126302865873	9.10031084330371
ENSMUSG00000058706	1627.64318719964	1630.25119754908	1535.47062956106
ENSMUSG00000055912	356.574215855069	340.393881037826	416.959696820461
ENSMUSG00000055850	7994.23644189897	8264.72061475803	8327.61172260865
ENSMUSG00000073002	4.49935919060024	4.28168403821165	8.27300985754883
ENSMUSG00000050732	429.688802702323	525.57671569048	448.397134279146
ENSMUSG00000053460	886.373760548246	835.998808460824	855.429219270549
ENSMUSG00000053907	28026.5083982489	27292.5244805706	27367.9439097573
ENSMUSG00000108591	40.4942327154021	19.2675781719524	18.2006216866074
ENSMUSG00000052631	2.24967959530012	0	0.827300985754883
ENSMUSG00000056737	671.529359197085	626.196290588453	676.732206347494
ENSMUSG00000056698	491.554991573076	529.858399728691	524.508824968596
ENSMUSG00000056666	975.236104562601	1092.89985075352	1047.36304796568
ENSMUSG00000108368	17.9974367624009	17.1267361528466	26.4736315441563
ENSMUSG00000056429	7896.37537950341	7734.86221502934	7542.50308712727
ENSMUSG00000092386	0	0	0
ENSMUSG00000055799	8176.46048911828	8321.45292826433	8407.85991822687
ENSMUSG00000072999	11.2483979765006	10.7042100955291	13.2368157720781
ENSMUSG00000102577	42.7439123107022	70.6477866304922	63.702175903126
ENSMUSG00000102931	41.6190725130522	34.2534723056932	25.6463305584014
ENSMUSG00000102983	5.62419898825029	4.28168403821165	5.79110690028418
ENSMUSG00000079524	0	0	0
ENSMUSG00000104501	5.62419898825029	2.14084201910582	0.827300985754883
ENSMUSG00000055239	6024.64195621372	6124.94901666176	6129.47300345793
ENSMUSG00000107610	10.1235581788505	12.8450521146349	14.8914177435879
ENSMUSG00000097569	29.2458347389015	18.1971571623995	17.3733207008525
ENSMUSG00000079523	13348.4738787133	13731.3607105447	14565.4611552005
ENSMUSG00000107661	0	0	0
ENSMUSG00000107546	0	0	0
ENSMUSG00000052861	6.74903878590035	2.14084201910582	0
ENSMUSG00000065072	0	0	0
ENSMUSG00000107440	3.37451939295018	2.14084201910582	0.827300985754883
ENSMUSG00000052738	6228.23795958838	6149.56869988148	6179.93836358897
ENSMUSG00000107931	0	0	0
ENSMUSG00000093965	0	0	0
ENSMUSG00000108032	0	0	0
ENSMUSG00000107408	0	0	0
ENSMUSG00000056197	0	0	0
ENSMUSG00000107639	5.62419898825029	2.14084201910582	2.48190295726465
ENSMUSG00000107441	1.12483979765006	2.14084201910582	0.827300985754883
ENSMUSG00000107646	0	0	0
ENSMUSG00000093964	0	0	0
ENSMUSG00000064408	0	0	0
ENSMUSG00000096282	0	0	0
ENSMUSG00000107467	0	0	0
ENSMUSG00000097957	0	0	0
ENSMUSG00000107951	545.547301860279	463.492297136411	568.355777213604
ENSMUSG00000107918	0	0	0
ENSMUSG00000107830	0	0	0
ENSMUSG00000080824	6.74903878590035	4.28168403821165	11.5822138005684
ENSMUSG00000107880	0	0	0
ENSMUSG00000107685	0	1.07042100955291	1.65460197150977
ENSMUSG00000106544	0	0	0
ENSMUSG00000064490	0	0	0
ENSMUSG00000107770	65.2407082637034	47.0985244203281	44.6742532307637
ENSMUSG00000107612	0	0	0
ENSMUSG00000072476	5.62419898825029	9.6337890859762	8.27300985754883
ENSMUSG00000107651	0	0	0
ENSMUSG00000063063	6.74903878590035	35.3238933152461	26.4736315441563
ENSMUSG00000060780	2.24967959530012	4.28168403821165	0
ENSMUSG00000108057	0	0	0.827300985754883
ENSMUSG00000108077	0	0	0
ENSMUSG00000108005	0	0	0
ENSMUSG00000107512	0	0	0
ENSMUSG00000107917	0	0	0.827300985754883
ENSMUSG00000107947	0	0	0
ENSMUSG00000107707	0	0	0
ENSMUSG00000107483	0	0	0
ENSMUSG00000108102	1.12483979765006	1.07042100955291	0.827300985754883
ENSMUSG00000107473	0	0	0
ENSMUSG00000097964	0	0	0
ENSMUSG00000108045	17.9974367624009	14.9858941337408	14.064116757833
ENSMUSG00000071356	0	0	0
ENSMUSG00000068341	0	0	0
ENSMUSG00000079516	0	0	0
ENSMUSG00000023140	526.425025300228	533.06966275735	612.202729458613
ENSMUSG00000059654	0	0	1.65460197150977
ENSMUSG00000030017	0	0	1.65460197150977
ENSMUSG00000097940	0	0	0
ENSMUSG00000108073	0	0	0
ENSMUSG00000094980	0	0	0
ENSMUSG00000101720	0	0	0
ENSMUSG00000108072	551.171500848529	595.154081311419	563.391971299075
ENSMUSG00000107772	0	0	0.827300985754883
ENSMUSG00000107618	0	0	0
ENSMUSG00000108027	8.99871838120047	7.49294706687038	12.4095147863232
ENSMUSG00000096887	0	1.07042100955291	3.30920394301953
ENSMUSG00000086739	0	0	0
ENSMUSG00000052581	0	0	0
ENSMUSG00000107498	0	0	0
ENSMUSG00000107996	6.74903878590035	4.28168403821165	5.79110690028418
ENSMUSG00000107905	0	0	0
ENSMUSG00000108264	0	0	0
ENSMUSG00000107840	0	2.14084201910582	0.827300985754883
ENSMUSG00000108088	0	0	0
ENSMUSG00000107826	0	1.07042100955291	0
ENSMUSG00000108173	258.713153459514	193.746202729077	234.953479954387
ENSMUSG00000108040	0	0	1.65460197150977
ENSMUSG00000107691	0	0	0
ENSMUSG00000065212	0	0	0
ENSMUSG00000107419	0	0	0
ENSMUSG00000089445	0	0	0
ENSMUSG00000108202	0	4.28168403821165	0.827300985754883
ENSMUSG00000107817	0	0	0
ENSMUSG00000108194	0	4.28168403821165	1.65460197150977
ENSMUSG00000106154	0	0	0
ENSMUSG00000106253	0	0	0
ENSMUSG00000101404	2.24967959530012	0	0
ENSMUSG00000035125	859.377605404645	1057.57595743828	947.259628689341
ENSMUSG00000030045	3920.06669481046	3707.93837709129	3642.60624027875
ENSMUSG00000107412	0	0	0
ENSMUSG00000108288	5.62419898825029	6.42252605731747	9.10031084330371
ENSMUSG00000035104	66.3655480613535	71.7182076400451	64.5294768888809
ENSMUSG00000087136	0	0	0
ENSMUSG00000108224	0	0	0
ENSMUSG00000107809	2.24967959530012	0	0.827300985754883
ENSMUSG00000030043	22.4967959530012	14.9858941337408	7.44570887179395
ENSMUSG00000030042	6439.70784154659	6245.90659074124	6059.97972065452
ENSMUSG00000107453	2.24967959530012	3.21126302865873	0
ENSMUSG00000000628	27780.1684825635	28342.607490942	27831.23246178
ENSMUSG00000090293	23.6216357506512	12.8450521146349	19.0279226723623
ENSMUSG00000109556	0	0	0
ENSMUSG00000108015	1.12483979765006	3.21126302865873	4.9638059145293
ENSMUSG00000100291	17.9974367624009	21.4084201910582	16.5460197150977
ENSMUSG00000107401	3.37451939295018	4.28168403821165	1.65460197150977
ENSMUSG00000109076	0	0	0
ENSMUSG00000000627	138.355295110957	126.309679127244	148.914177435879
ENSMUSG00000030041	640.033844862883	582.309029196784	500.517096381704
ENSMUSG00000107701	0	0	0.827300985754883
ENSMUSG00000107829	2.24967959530012	2.14084201910582	0
ENSMUSG00000107599	10.1235581788505	11.774631105082	19.0279226723623
ENSMUSG00000068335	331.827740306767	287.943251569733	301.964859800532
ENSMUSG00000000693	26.9961551436014	39.6055773534577	30.6101364729307
ENSMUSG00000099035	0	0	0
ENSMUSG00000068329	802.010775724492	914.139542158186	856.256520256304
ENSMUSG00000068328	1860.4850253132	1950.3070794054	2002.06838552682
ENSMUSG00000009145	136.105615515657	111.323784993503	108.37642913389
ENSMUSG00000068327	0	4.28168403821165	10.7549128148135
ENSMUSG00000103189	6.74903878590035	0	4.13650492877441
ENSMUSG00000069678	362.198414843319	382.140300410389	400.413677105363
ENSMUSG00000034968	2.24967959530012	2.14084201910582	0
ENSMUSG00000095323	0	0	0
ENSMUSG00000107499	2.24967959530012	4.28168403821165	1.65460197150977
ENSMUSG00000079511	16.8725969647509	18.1971571623995	23.1644276011367
ENSMUSG00000087578	4.49935919060024	4.28168403821165	9.10031084330371
ENSMUSG00000030037	1.12483979765006	2.14084201910582	2.48190295726465
ENSMUSG00000030036	2749.10846545674	2921.1789350699	2907.13566394266
ENSMUSG00000030035	990.983861729702	1034.02669522811	962.151046432929
ENSMUSG00000030034	676.028718387685	697.914498228498	653.567778746357
ENSMUSG00000108109	1.12483979765006	5.35210504776456	6.61840788603906
ENSMUSG00000034930	397.068448570471	434.590929878482	370.630841618188
ENSMUSG00000030032	159.727251266308	178.760308595336	186.970022780604
ENSMUSG00000030030	38.244553120102	34.2534723056932	47.1561561880283
ENSMUSG00000031865	5336.24000005188	5690.35808678328	5558.63532328706
ENSMUSG00000085782	10.1235581788505	4.28168403821165	9.10031084330371
ENSMUSG00000068323	2043.83391233016	2029.51823411232	2057.49755157239
ENSMUSG00000005667	7608.416391305	7868.66484122345	7396.07081264865
ENSMUSG00000108053	60.7413490731032	51.3802084585398	46.3288552022734
ENSMUSG00000043131	7925.62121424232	7487.59496182262	7689.76266259164
ENSMUSG00000045160	626.535767291083	655.097657846382	699.896633948631
ENSMUSG00000034832	386.94489039162	484.900717327469	474.043464837548
ENSMUSG00000099045	0	0	0
ENSMUSG00000108780	2.24967959530012	6.42252605731747	2.48190295726465
ENSMUSG00000051844	0	0	0
ENSMUSG00000014554	745.768785841989	769.632705868543	800.000053224972
ENSMUSG00000059430	0	1.07042100955291	1.65460197150977
ENSMUSG00000006906	434.188161892923	402.478299591895	395.449871190834
ENSMUSG00000108484	66.3655480613535	49.2393664394339	38.0558453447246
ENSMUSG00000108660	103.485261383805	100.619574897974	67.0113798461455
ENSMUSG00000088031	0	0	0
ENSMUSG00000108609	5.62419898825029	2.14084201910582	1.65460197150977
ENSMUSG00000014542	0	0	0
ENSMUSG00000034783	4.49935919060024	1.07042100955291	0.827300985754883
ENSMUSG00000085794	609.663170326332	634.759658664876	613.030030444368
ENSMUSG00000099263	0	0	0
ENSMUSG00000098591	0	0	0
ENSMUSG00000098848	0	0	0
ENSMUSG00000034777	336.327099497368	313.633355799003	300.310257829022
ENSMUSG00000087995	0	0	0
ENSMUSG00000006269	4.49935919060024	6.42252605731747	5.79110690028418
ENSMUSG00000099354	5.62419898825029	8.56336807642329	3.30920394301953
ENSMUSG00000014747	11.2483979765006	18.1971571623995	4.9638059145293
ENSMUSG00000014748	3660.22870155329	3599.82585512644	3693.89890139555
ENSMUSG00000108525	0	1.07042100955291	1.65460197150977
ENSMUSG00000034744	501.678549751926	587.661134244548	575.801486085398
ENSMUSG00000045896	7119.11107932722	6969.51119319901	7065.97771933245
ENSMUSG00000077332	0	0	0
ENSMUSG00000108107	7.87387858355041	1.07042100955291	5.79110690028418
ENSMUSG00000107644	0	1.07042100955291	2.48190295726465
ENSMUSG00000030016	15539.6618045356	14888.4858218714	14711.0661286933
ENSMUSG00000108750	7.87387858355041	5.35210504776456	3.30920394301953
ENSMUSG00000079501	0	0	0
ENSMUSG00000107991	4.49935919060024	4.28168403821165	2.48190295726465
ENSMUSG00000107534	17.9974367624009	16.0563151432937	9.10031084330371
ENSMUSG00000033788	277.835430019565	227.99967503477	259.772509527033
ENSMUSG00000107682	0	0	0
ENSMUSG00000108142	1.12483979765006	1.07042100955291	5.79110690028418
ENSMUSG00000087001	0	0	0
ENSMUSG00000107538	0	0	0
ENSMUSG00000107797	0	0	0
ENSMUSG00000107926	0	0	0
ENSMUSG00000063415	13.4980775718007	8.56336807642329	12.4095147863232
ENSMUSG00000033769	8357.55969653994	8215.4812483186	8421.92403498471
ENSMUSG00000098142	6.74903878590035	7.49294706687038	5.79110690028418
ENSMUSG00000108012	0	0	0
ENSMUSG00000107629	0	2.14084201910582	1.65460197150977
ENSMUSG00000088849	0	0	0.827300985754883
ENSMUSG00000081669	78.7387858355041	90.9857858119975	105.894526176625
ENSMUSG00000107409	0	0	0
ENSMUSG00000107536	0	0	0
ENSMUSG00000107925	0	0	0.827300985754883
ENSMUSG00000072952	19.122276560051	13.9154731241878	18.2006216866074
ENSMUSG00000107769	0	0	0
ENSMUSG00000033735	2939.2063912596	3204.84050260142	3143.74374586855
ENSMUSG00000072950	0	0	0
ENSMUSG00000107922	4.49935919060024	2.14084201910582	0.827300985754883
ENSMUSG00000089262	0	0	0
ENSMUSG00000068303	28.1209949412515	26.7605252388228	30.6101364729307
ENSMUSG00000033726	6.74903878590035	8.56336807642329	5.79110690028418
ENSMUSG00000033720	329.578060711467	318.985460846768	346.639113031296
ENSMUSG00000051343	5001.03774035216	4880.04938255172	4981.17923523015
ENSMUSG00000076012	0	0	0
ENSMUSG00000068302	0	0	0
ENSMUSG00000033706	7322.70708270188	7815.14379074581	7837.02223805601
ENSMUSG00000030008	708.649072519537	733.238391543744	738.77978027911
ENSMUSG00000030007	40125.2852617729	40079.7738606897	40435.1629797557
ENSMUSG00000047013	138.355295110957	105.971679945738	118.304040962948
ENSMUSG00000071341	0	4.28168403821165	3.30920394301953
ENSMUSG00000107410	0	0	0
ENSMUSG00000063810	5038.15745367461	4770.86643957733	4759.46257104784
ENSMUSG00000107370	8.99871838120047	17.1267361528466	9.10031084330371
ENSMUSG00000107278	157.477571671008	202.3095708055	158.014488279183
ENSMUSG00000089694	0	0	0.827300985754883
ENSMUSG00000090256	3.37451939295018	6.42252605731747	1.65460197150977
ENSMUSG00000051262	15.7477571671008	6.42252605731747	4.13650492877441
ENSMUSG00000098691	0	0	0
ENSMUSG00000090098	0	0	0.827300985754883
ENSMUSG00000105002	0	0	0
ENSMUSG00000079495	0	0	0
ENSMUSG00000079494	0	0	0
ENSMUSG00000030004	0	0	0.827300985754883
ENSMUSG00000040078	1700.75777404689	1573.51888404278	1621.50993207957
ENSMUSG00000033634	0	0	0
ENSMUSG00000106784	0	0	0
ENSMUSG00000068299	60.7413490731032	58.8731555254101	51.2926611168027
ENSMUSG00000057103	24.7464755483013	27.8309462483757	14.8914177435879
ENSMUSG00000054226	1374.55423272837	1339.09668295069	1355.94631565225
ENSMUSG00000106965	6.74903878590035	4.28168403821165	2.48190295726465
ENSMUSG00000089634	0	0	0
ENSMUSG00000107203	2.24967959530012	0	2.48190295726465
ENSMUSG00000030002	7928.99573363527	7642.80600820779	7565.6675147284
ENSMUSG00000107230	204.720843172311	198.027886767289	218.407460239289
ENSMUSG00000106791	4.49935919060024	2.14084201910582	1.65460197150977
ENSMUSG00000030001	0	0	0
ENSMUSG00000030000	6.74903878590035	2.14084201910582	0
ENSMUSG00000107927	7.87387858355041	10.7042100955291	9.92761182905859
ENSMUSG00000107842	0	0	0
ENSMUSG00000107857	0	0	0
ENSMUSG00000029999	57.366829680153	65.2956815827276	47.1561561880283
ENSMUSG00000107745	0	0	0
ENSMUSG00000098175	1.12483979765006	1.07042100955291	0
ENSMUSG00000072940	1547.77956156648	1681.63140600762	1764.63300261516
ENSMUSG00000107819	0	0	0
ENSMUSG00000057497	7396.94650934679	7499.3695929277	7327.404830831
ENSMUSG00000057278	5094.39944355712	4843.65506822692	5202.89589941246
ENSMUSG00000107509	102.360421586155	88.8449437928917	91.0031084330371
ENSMUSG00000029998	3818.83111302195	3881.34658063886	3801.44802954369
ENSMUSG00000071337	3551.11924118124	3476.72743902786	3417.58037215342
ENSMUSG00000107539	0	0	0
ENSMUSG00000046679	508.427588537827	540.56260982422	566.701175242095
ENSMUSG00000085589	1.12483979765006	0	7.44570887179395
ENSMUSG00000101655	53.9923102872028	64.2252605731747	60.3929719601064
ENSMUSG00000107876	7.87387858355041	0	1.65460197150977
ENSMUSG00000101210	39.3693929177521	50.3097874489868	38.8831463304795
ENSMUSG00000100174	0	1.07042100955291	6.61840788603906
ENSMUSG00000107689	25.8713153459514	14.9858941337408	14.064116757833
ENSMUSG00000051695	28120.9949412515	28036.4670822099	28743.7454490677
ENSMUSG00000097048	586.041534575681	582.309029196784	695.760129019856
ENSMUSG00000093162	0	0	0
ENSMUSG00000108059	8.99871838120047	13.9154731241878	19.0279226723623
ENSMUSG00000033508	49.4929510966026	21.4084201910582	31.4374374586855
ENSMUSG00000001156	281.209949412515	277.239041474204	277.973131213641
ENSMUSG00000108291	0	4.28168403821165	0
ENSMUSG00000001158	2166.44145027401	2124.78570396253	2116.23592156099
ENSMUSG00000108197	0	0	0.827300985754883
ENSMUSG00000001157	2521.89082633143	2337.79948486356	2300.72404138433
ENSMUSG00000107961	5.62419898825029	0	3.30920394301953
ENSMUSG00000029994	555.670860039129	581.238608187231	522.854222997086
ENSMUSG00000100164	52.8674704895528	87.7745227833388	64.5294768888809
ENSMUSG00000057230	2332.91774032622	2297.12348650055	2401.65476164642
ENSMUSG00000108216	10.1235581788505	10.7042100955291	17.3733207008525
ENSMUSG00000108152	2.24967959530012	4.28168403821165	2.48190295726465
ENSMUSG00000107576	4.49935919060024	0	1.65460197150977
ENSMUSG00000107688	0	0	0
ENSMUSG00000029993	4736.7003879044	4878.97896154217	5034.12649831846
ENSMUSG00000029992	3271.03413156637	2943.65777627051	2899.68995507086
ENSMUSG00000090891	2.24967959530012	4.28168403821165	4.9638059145293
ENSMUSG00000033420	172.100489040459	153.070204366066	147.259575464369
ENSMUSG00000108195	0	0	0
ENSMUSG00000107436	0	1.07042100955291	0
ENSMUSG00000107865	0	2.14084201910582	0
ENSMUSG00000108006	0	0	0
ENSMUSG00000084613	0	0	0
ENSMUSG00000107780	0	0	0
ENSMUSG00000108143	2.24967959530012	0	0
ENSMUSG00000030050	0	0	0
ENSMUSG00000030049	0	0	0
ENSMUSG00000030048	0	0	0
ENSMUSG00000030046	0	4.28168403821165	4.9638059145293
ENSMUSG00000030047	0	0	1.65460197150977
ENSMUSG00000108184	0	0	0
ENSMUSG00000049409	13.4980775718007	14.9858941337408	18.2006216866074
ENSMUSG00000108118	0	0	0
ENSMUSG00000030051	996.608060717952	1013.68869604661	1061.42716472351
ENSMUSG00000107593	3.37451939295018	5.35210504776456	4.13650492877441
ENSMUSG00000071332	5.62419898825029	5.35210504776456	7.44570887179395
ENSMUSG00000089997	2.24967959530012	0	0.827300985754883
ENSMUSG00000108079	0	0	0
ENSMUSG00000068263	8.99871838120047	11.774631105082	7.44570887179395
ENSMUSG00000068262	8.99871838120047	21.4084201910582	18.2006216866074
ENSMUSG00000107849	0	0	0
ENSMUSG00000030054	0	0	0
ENSMUSG00000030055	14.6229173694508	25.6901042292699	23.9917285868916
ENSMUSG00000107928	0	2.14084201910582	0
ENSMUSG00000108064	10.1235581788505	10.7042100955291	8.27300985754883
ENSMUSG00000108120	0	2.14084201910582	2.48190295726465
ENSMUSG00000030056	2013.46323779361	1911.7719230615	1949.94842342426
ENSMUSG00000108042	53.9923102872028	47.0985244203281	57.9110690028418
ENSMUSG00000030057	40729.324233111	40115.0977540049	39315.8247460293
ENSMUSG00000107798	2.24967959530012	0	1.65460197150977
ENSMUSG00000030058	13541.9463239091	13636.0932406945	13681.9037024143
ENSMUSG00000097763	1.12483979765006	0	0.827300985754883
ENSMUSG00000030060	9053.83553128532	9097.50816019019	9026.68105557153
ENSMUSG00000068689	4.49935919060024	2.14084201910582	0
ENSMUSG00000044927	311.580623949066	316.844618827662	321.820083458649
ENSMUSG00000084950	24.7464755483013	68.5069446113863	40.5377483019893
ENSMUSG00000106591	0	0	0
ENSMUSG00000108049	33.7451939295018	18.1971571623995	23.9917285868916
ENSMUSG00000108227	0	2.14084201910582	0
ENSMUSG00000079477	13790.5359191897	13359.9246202299	13878.8013370239
ENSMUSG00000108268	13.4980775718007	19.2675781719524	17.3733207008525
ENSMUSG00000030062	16352.9209782366	16476.990600048	16246.5367582544
ENSMUSG00000099095	0	0	0
ENSMUSG00000108010	0	0	0
ENSMUSG00000015053	330.702900509117	352.168512142908	287.900743042699
ENSMUSG00000107776	0	0	0
ENSMUSG00000048206	0	0	0
ENSMUSG00000047046	0	0	0
ENSMUSG00000033216	2322.79418214737	2251.09538308977	2222.13044773762
ENSMUSG00000107472	0	1.07042100955291	0
ENSMUSG00000084582	0	0	1.65460197150977
ENSMUSG00000107561	0	2.14084201910582	0
ENSMUSG00000030079	5950.40252956881	5921.56902484671	5989.65913686535
ENSMUSG00000030082	14570.0498989612	14932.3730832631	15165.2543698728
ENSMUSG00000107659	0	0	0
ENSMUSG00000107698	6.74903878590035	12.8450521146349	8.27300985754883
ENSMUSG00000033182	42.7439123107022	42.8168403821165	47.9834571737832
ENSMUSG00000097730	0	2.14084201910582	1.65460197150977
ENSMUSG00000033174	103.485261383805	115.605469031714	98.4488173048311
ENSMUSG00000107624	0	0	0
ENSMUSG00000107835	0	0	0
ENSMUSG00000107719	0	0	0
ENSMUSG00000107966	0	0	0
ENSMUSG00000030083	2515.14178754553	2749.91157354143	2636.60824160081
ENSMUSG00000033152	11.2483979765006	21.4084201910582	17.3733207008525
ENSMUSG00000085828	1.12483979765006	2.14084201910582	2.48190295726465
ENSMUSG00000107432	47.2432715013025	49.2393664394339	54.6018650598223
ENSMUSG00000002870	34007.2816023542	34323.0496713141	34807.0343736652
ENSMUSG00000002871	516.301467121377	570.534398091702	545.191349612468
ENSMUSG00000107676	2.24967959530012	0	0
ENSMUSG00000055403	0	14.9858941337408	9.10031084330371
ENSMUSG00000090254	0	0	0
ENSMUSG00000090013	0	0	0
ENSMUSG00000108221	0	0	0
ENSMUSG00000060416	0	0	0
ENSMUSG00000087799	0	0	0
ENSMUSG00000107732	0	0	0
ENSMUSG00000107622	38.244553120102	21.4084201910582	31.4374374586855
ENSMUSG00000097816	4.49935919060024	19.2675781719524	15.7187187293428
ENSMUSG00000030084	8470.04367630494	8619.02996892004	8831.43802293337
ENSMUSG00000107570	2.24967959530012	7.49294706687038	4.9638059145293
ENSMUSG00000030086	754.76750422319	733.238391543744	732.988673378826
ENSMUSG00000107680	0	1.07042100955291	0
ENSMUSG00000000811	469.058195620075	526.647136700032	531.127232854635
ENSMUSG00000100128	0	0	0
ENSMUSG00000096051	0	0	0
ENSMUSG00000094586	0	0	0
ENSMUSG00000092311	0	0	0
ENSMUSG00000092237	0	0	0
ENSMUSG00000068232	0	0	0
ENSMUSG00000068231	0	0	0
ENSMUSG00000068234	0	0	0
ENSMUSG00000092228	0	0	0
ENSMUSG00000044248	2.24967959530012	0	0
ENSMUSG00000061653	0	0	0
ENSMUSG00000092303	0	0	0
ENSMUSG00000060724	11.2483979765006	8.56336807642329	9.92761182905859
ENSMUSG00000057592	2.24967959530012	0	0
ENSMUSG00000092450	0	0	0
ENSMUSG00000092588	0	0	0
ENSMUSG00000095932	0	0	0
ENSMUSG00000094553	0	0	0
ENSMUSG00000062818	1.12483979765006	3.21126302865873	1.65460197150977
