orth_id	hESC_rep1	hESC_rep1.UT	hESC_rep2	hESC_rep2.UT	hESC_rep3	hESC_rep3.UT	mESC_rep1	mESC_rep1.UT	mESC_rep2	mESC_rep2.UT	mESC_rep3	mESC_rep3.UT
ENSG00000006652__ENSMUSG00000001627	3212	1257	2559	1381	5594	1591	985	1093	1099	1756	1216	1635
ENSG00000181016__ENSMUSG00000071342	25	9	16	17	73	23	0	0	0	0	0	0
ENSG00000146802__ENSMUSG00000029569	560	427	325	385	1198	458	607	670	710	789	792	790
ENSG00000164603__ENSMUSG00000042742	155	105	115	106	346	125	223	384	303	450	372	429
ENSG00000164604__ENSMUSG00000048216	27	6	8	3	17	2	28	23	49	50	58	54
ENSG00000214194__ENSMUSG00000052419	1813	749	1612	705	2240	830	389	320	379	424	388	411
ENSG00000154415__ENSMUSG00000042717	0	0	1	1	0	1	0	0	0	0	0	0
ENSG00000128573__ENSMUSG00000029563	5	7	4	7	8	1	0	0	0	0	1	0
ENSG00000135272__ENSMUSG00000041390	458	270	325	295	1090	324	417	564	549	709	603	735
ENSG00000105967__ENSMUSG00000029553	6	0	2	2	10	1	0	1	0	0	0	0
ENSG00000135269__ENSMUSG00000090102	2818	696	2030	691	4342	754	0	0	0	0	0	0
ENSG00000135269__ENSMUSG00000029552	2818	696	2030	691	4342	754	950	1008	1042	1530	850	1058
ENSG00000135269__ENSMUSG00000068113	2818	696	2030	691	4342	754	0	0	0	0	0	0
ENSG00000105971__ENSMUSG00000000058	183	49	176	47	389	39	1	0	3	3	0	1
ENSG00000105974__ENSMUSG00000007655	1360	397	1390	361	3330	340	0	0	0	0	0	0
ENSG00000105976__ENSMUSG00000009376	822	515	466	469	1474	504	80	70	79	83	145	97
ENSG00000198898__ENSMUSG00000015733	3099	2021	2191	2116	5666	2356	2414	2637	2949	3532	3257	3548
ENSG00000004866__ENSMUSG00000029534	1227	385	1358	432	1358	490	82	85	61	72	97	95
ENSG00000105989__ENSMUSG00000010797	2	1	4	0	1	0	0	0	0	0	0	0
ENSG00000154438__ENSMUSG00000010796	0	0	0	0	0	0	12	8	6	12	14	16
ENSG00000001626__ENSMUSG00000041301	40	18	28	31	100	36	2	2	1	1	1	1
ENSG00000077063__ENSMUSG00000000416	1311	727	1191	653	2131	845	147	195	109	125	67	76
ENSG00000128534__ENSMUSG00000044155	1695	1009	1519	1059	2654	1021	935	923	988	1062	1141	1148
ENSG00000271739__ENSMUSG00000089342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184408__ENSMUSG00000060882	395	305	237	373	579	372	0	1	0	0	0	0
ENSG00000106025__ENSMUSG00000029669	521	254	389	285	923	310	9	10	13	12	12	5
ENSG00000071243__ENSMUSG00000029670	652	436	416	625	1350	479	411	340	414	448	510	522
ENSG00000106034__ENSMUSG00000062980	12	2	6	4	10	3	1	0	0	1	1	0
ENSG00000002745__ENSMUSG00000029671	14	6	9	7	21	6	0	2	1	3	0	0
ENSG00000196937__ENSMUSG00000029672	1790	1186	1286	1370	4025	1364	917	783	1106	1230	1130	1272
ENSG00000106278__ENSMUSG00000068748	9022	9543	4276	8630	19696	9358	1	6	5	11	5	7
ENSG00000008311__ENSMUSG00000029695	9271	10283	6483	9828	17927	9767	0	2	2	0	6	7
ENSG00000128610__ENSMUSG00000029697	13	25	21	32	27	20	0	2	2	0	1	2
ENSG00000081803__ENSMUSG00000017978	962	615	491	646	1702	675	17	12	10	10	9	6
ENSG00000188050__ENSMUSG00000051956	2	3	0	0	4	0	0	0	0	0	0	0
ENSG00000235631__ENSMUSG00000078179	3	2	5	2	10	0	0	0	0	0	0	0
ENSG00000128519__ENSMUSG00000043865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081800__ENSMUSG00000029700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164675__ENSMUSG00000046192	22	11	23	16	32	16	5	7	16	6	12	17
ENSG00000207338__ENSMUSG00000088620	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000128609__ENSMUSG00000023089	2235	1388	1772	1529	3733	1580	560	427	487	515	483	515
ENSG00000146809__ENSMUSG00000029685	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170807__ENSMUSG00000029683	6	2	2	0	4	0	0	0	0	0	0	0
ENSG00000106299__ENSMUSG00000029684	2693	1377	1744	1604	4782	1797	1314	1265	1471	1608	1680	1578
ENSG00000201104__ENSMUSG00000064653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106302__ENSMUSG00000029680	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000106304__ENSMUSG00000029678	2	5	4	6	14	4	0	0	0	0	0	0
ENSG00000106304__ENSMUSG00000029682	2	5	4	6	14	4	0	0	0	0	0	0
ENSG00000234224__ENSMUSG00000048022	47	13	32	11	40	10	1	1	5	0	7	3
ENSG00000207214__ENSMUSG00000075903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170775__ENSMUSG00000039904	522	113	356	114	394	116	0	0	0	0	1	0
ENSG00000128513__ENSMUSG00000029676	954	578	616	544	1623	647	1012	887	897	979	1113	991
ENSG00000128513__ENSMUSG00000024174	954	578	616	544	1623	647	346	423	449	565	464	585
ENSG00000179603__ENSMUSG00000024211	127	49	90	55	168	58	5	1	2	5	3	2
ENSG00000207692__ENSMUSG00000076067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048405__ENSMUSG00000039841	166	99	97	114	400	117	67	123	106	136	163	177
ENSG00000179562__ENSMUSG00000029708	2208	668	2207	797	2525	853	413	315	440	393	417	405
ENSG00000004059__ENSMUSG00000020440	7251	1595	7309	1836	5499	2048	1823	1274	1690	1553	1816	1604
ENSG00000106328__ENSMUSG00000029707	6	5	5	1	1	2	0	0	0	1	0	2
ENSG00000106331__ENSMUSG00000029706	9	1	9	0	10	3	0	0	0	0	0	0
ENSG00000197157__ENSMUSG00000001424	26083	7272	25559	7902	19877	8643	5829	4360	5576	5345	5992	5090
ENSG00000128594__ENSMUSG00000049939	770	281	1109	421	1131	376	6	7	3	5	13	8
ENSG00000207705__ENSMUSG00000065469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174697__ENSMUSG00000059201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106344__ENSMUSG00000029701	4049	2089	3776	1947	5242	2084	2030	2278	1912	2524	2544	3068
ENSG00000224940__ENSMUSG00000079654	22	7	51	17	35	8	14	13	25	17	22	18
ENSG00000106348__ENSMUSG00000003500	3142	875	3737	1055	2766	1133	380	341	450	564	490	492
ENSG00000135245__ENSMUSG00000043421	1448	465	1377	521	1132	535	176	140	180	174	241	214
ENSG00000165055__ENSMUSG00000020691	2140	723	2063	663	2073	764	789	701	722	811	866	920
ENSG00000205085__ENSMUSG00000079652	3	1	5	2	9	8	8	15	5	7	13	11
ENSG00000135248__ENSMUSG00000039742	487	221	377	98	577	95	2	0	1	3	2	3
ENSG00000128595__ENSMUSG00000029767	14136	6264	11113	6883	18805	7237	10331	9437	10053	9529	12267	10648
ENSG00000128617__ENSMUSG00000058831	57	44	27	44	60	51	1	0	0	2	1	0
ENSG00000128596__ENSMUSG00000029769	1539	880	1541	697	1829	786	274	304	298	325	389	399
ENSG00000128591__ENSMUSG00000068699	4361	684	6346	1011	7709	971	59	43	88	46	102	48
ENSG00000135253__ENSMUSG00000059022	193	102	224	66	163	68	9	8	13	13	13	16
ENSG00000128524__ENSMUSG00000004285	3063	657	3150	790	2375	869	1384	1025	1338	1285	1566	1385
ENSG00000272899__ENSMUSG00000090685	3	2	3	2	3	0	1	0	0	1	0	0
ENSG00000128604__ENSMUSG00000029771	17	3	19	8	14	8	3	1	5	3	6	9
ENSG00000064419__ENSMUSG00000012535	9228	4014	7946	4359	11312	5026	3530	3347	3403	4078	4152	4686
ENSG00000230626__ENSMUSG00000035027	11	4	19	4	11	6	1529	1205	1591	1654	1552	1421
ENSG00000158457__ENSMUSG00000001763	2629	636	2754	745	1910	799	31	20	26	35	36	50
ENSG00000128602__ENSMUSG00000001761	7077	1901	6824	2035	5194	2225	177	150	134	134	284	217
ENSG00000158467__ENSMUSG00000029772	1490	720	1225	656	1460	760	618	586	674	762	776	854
ENSG00000128578__ENSMUSG00000039629	483	406	539	415	824	424	51	40	59	44	73	73
ENSG00000199846__ENSMUSG00000064859	0	4	1	3	3	4	0	0	0	0	0	0
ENSG00000106459__ENSMUSG00000058440	1550	528	1614	489	1384	512	1291	1056	1244	1367	1358	1410
ENSG00000199158__ENSMUSG00000065586	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207691__ENSMUSG00000065619	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186591__ENSMUSG00000039159	5712	2321	4681	2426	7067	2609	727	680	815	834	820	940
ENSG00000091732__ENSMUSG00000039130	2748	753	3063	897	2576	1019	1660	1324	1800	1929	1874	1981
ENSG00000128607__ENSMUSG00000029775	1735	605	1110	493	2036	776	1384	1121	1217	1408	1482	1563
ENSG00000146842__ENSMUSG00000029782	896	609	831	677	1649	694	2037	1870	1895	2088	2327	2407
ENSG00000165120__ENSMUSG00000029784	0	0	0	0	0	0	4	5	8	9	9	10
ENSG00000158516__ENSMUSG00000071553	10	7	15	3	7	3	22	8	17	17	17	16
ENSG00000128510__ENSMUSG00000039070	0	0	6	1	2	0	9	3	11	3	24	3
ENSG00000158525__ENSMUSG00000029788	7	2	3	1	2	0	0	0	0	0	0	0
ENSG00000091704__ENSMUSG00000054446	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000106477__ENSMUSG00000029790	845	337	846	321	1058	382	163	175	204	183	227	221
ENSG00000106484__ENSMUSG00000051855	9180	4292	7895	4811	12886	5241	292	122	290	187	263	141
ENSG00000199043__ENSMUSG00000065501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158623__ENSMUSG00000025607	3067	1051	2611	1087	2881	1233	2191	1925	2087	2163	2755	2678
ENSG00000213265__ENSMUSG00000039032	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000128585__ENSMUSG00000025609	1907	1280	1244	1294	4073	1423	1323	1673	1522	1912	2029	2246
ENSG00000128567__ENSMUSG00000025608	86714	34067	101643	36103	103985	41176	680	486	813	1086	829	918
ENSG00000221866__ENSMUSG00000029765	224	58	248	79	244	85	2	4	3	8	9	7
ENSG00000106554__ENSMUSG00000053768	10026	2943	9577	3733	10131	3971	1804	1526	1604	1854	1960	2016
ENSG00000131558__ENSMUSG00000029763	4551	1743	3816	1813	4239	1943	4049	3849	3384	3314	4722	4393
ENSG00000155530__ENSMUSG00000056215	133	82	100	85	163	85	45	34	26	35	36	29
ENSG00000205060__ENSMUSG00000018999	3344	1628	2594	1701	4316	1884	393	344	356	441	435	399
ENSG00000085662__ENSMUSG00000001642	13972	3246	13784	3737	10772	3922	1688	1445	1580	1829	1602	1822
ENSG00000198074__ENSMUSG00000029762	3	0	3	2	5	0	35	30	38	22	35	27
ENSG00000198074__ENSMUSG00000061758	3	0	3	2	5	0	126	124	146	106	187	127
ENSG00000198074__ENSMUSG00000052131	3	0	3	2	5	0	3	3	0	0	2	7
ENSG00000172331__ENSMUSG00000038871	1107	408	835	443	1410	554	231	250	241	230	221	225
ENSG00000122786__ENSMUSG00000029761	14012	7228	8816	6895	41397	7182	519	577	604	501	683	540
ENSG00000146856__ENSMUSG00000038836	122	71	115	72	172	62	15	10	8	9	20	15
ENSG00000122783__ENSMUSG00000046806	1545	518	1697	549	1544	560	49	52	39	34	53	44
ENSG00000146859__ENSMUSG00000057137	677	280	649	256	568	249	34	15	18	10	34	23
ENSG00000105875__ENSMUSG00000058486	1256	393	1338	383	1148	419	590	540	606	562	704	596
ENSG00000146857__ENSMUSG00000029848	2	0	3	0	4	0	10	9	9	13	9	18
ENSG00000080802__ENSMUSG00000038784	1173	546	1467	614	2042	685	577	544	633	697	663	651
ENSG00000155561__ENSMUSG00000038759	18085	7997	10569	7835	21527	8716	3755	3503	4226	5071	4631	5316
ENSG00000164707__ENSMUSG00000029843	289	124	233	58	210	72	10	10	4	12	8	10
ENSG00000189320__ENSMUSG00000047420	2	0	0	0	2	0	0	0	0	0	0	0
ENSG00000105887__ENSMUSG00000029840	4177	1896	3063	2219	6158	2322	3018	3093	2918	3379	3556	3890
ENSG00000181072__ENSMUSG00000045613	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000207597__ENSMUSG00000070075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105894__ENSMUSG00000029838	1088	564	960	768	1873	843	0	0	0	0	0	0
ENSG00000157680__ENSMUSG00000038665	45	24	39	35	100	36	6	1	8	2	9	4
ENSG00000182158__ENSMUSG00000038648	3739	1655	3559	1495	5041	1744	940	994	917	1022	1032	1000
ENSG00000122787__ENSMUSG00000038641	9	7	12	0	17	3	0	0	0	0	1	0
ENSG00000222514__ENSMUSG00000084439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122779__ENSMUSG00000029833	7647	4867	5651	5667	14633	6440	2457	2896	2493	3238	2639	3036
ENSG00000157703__ENSMUSG00000029830	60	35	70	20	52	33	0	0	1	2	0	1
ENSG00000105929__ENSMUSG00000038600	52	40	99	22	60	24	69	51	174	180	150	125
ENSG00000214128__ENSMUSG00000029829	6	9	7	8	10	8	3	4	3	2	3	2
ENSG00000122778__ENSMUSG00000063455	2026	896	1931	923	2220	998	230	212	328	315	393	363
ENSG00000146858__ENSMUSG00000047749	180	109	167	103	348	108	648	519	661	786	712	705
ENSG00000105939__ENSMUSG00000029826	3428	1847	2572	1589	4927	1880	2595	1678	2922	2762	3134	2685
ENSG00000105948__ENSMUSG00000056832	478	250	294	253	757	283	330	315	387	402	406	397
ENSG00000157741__ENSMUSG00000038538	1248	1081	623	838	2599	1091	912	990	1001	1205	1272	1405
ENSG00000164898__ENSMUSG00000019689	191	33	188	57	130	48	263	221	284	264	310	255
ENSG00000146963__ENSMUSG00000029823	1292	626	1154	728	1886	759	1998	2914	2502	3485	3153	3974
ENSG00000269955__ENSMUSG00000029823	1	0	0	0	0	1	1998	2914	2502	3485	3153	3974
ENSG00000188883__ENSMUSG00000071537	1342	330	1206	294	1064	419	10	5	10	8	14	10
ENSG00000236279__ENSMUSG00000079598	14	4	12	3	12	4	12	5	6	6	7	6
ENSG00000064393__ENSMUSG00000061436	3158	1545	2206	1206	3471	1402	251	171	301	341	308	365
ENSG00000059377__ENSMUSG00000029925	32	23	55	17	54	13	0	0	0	1	1	0
ENSG00000059378__ENSMUSG00000038507	468	161	579	139	425	152	265	93	203	100	293	165
ENSG00000006459__ENSMUSG00000042599	811	539	337	388	1614	437	286	436	383	472	571	601
ENSG00000199283__ENSMUSG00000065795	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000199283__ENSMUSG00000065040	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000146955__ENSMUSG00000029923	99	34	124	46	112	31	14	14	18	22	27	24
ENSG00000133606__ENSMUSG00000029922	6942	2367	6736	2602	6567	2706	5948	3995	5684	5152	6157	4811
ENSG00000146966__ENSMUSG00000038456	1031	220	987	188	801	234	934	636	679	644	826	613
ENSG00000201354__ENSMUSG00000088825	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133597__ENSMUSG00000046947	587	131	551	160	475	177	194	134	128	106	206	128
ENSG00000090266__ENSMUSG00000002416	4265	926	4233	1090	3404	1115	336	259	303	345	375	345
ENSG00000157764__ENSMUSG00000002413	1117	513	893	478	1719	585	607	762	689	968	882	1160
ENSG00000090263__ENSMUSG00000029918	2210	575	1977	707	1994	761	290	230	351	297	333	296
ENSG00000223212__ENSMUSG00000093025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261115__ENSMUSG00000057716	1709	905	1265	904	1940	824	0	1	3	0	1	1
ENSG00000006530__ENSMUSG00000029916	2829	1062	2501	966	2952	1028	741	660	749	819	715	730
ENSG00000257093__ENSMUSG00000037172	2898	1785	1987	1579	3977	1808	77	98	88	133	138	131
ENSG00000214102__ENSMUSG00000037159	2	2	5	2	14	0	0	1	0	0	0	0
ENSG00000106028__ENSMUSG00000029911	9868	3328	8940	3922	10145	3930	877	896	1034	1250	1159	1294
ENSG00000127362__ENSMUSG00000052850	4	4	2	6	4	4	0	0	0	0	0	0
ENSG00000127364__ENSMUSG00000037140	3	11	2	1	20	4	1	0	0	0	1	0
ENSG00000165076__ENSMUSG00000029909	0	1	0	0	3	0	0	0	0	0	0	0
ENSG00000257335__ENSMUSG00000068587	7	7	2	3	12	7	0	0	0	1	0	0
ENSG00000258083__ENSMUSG00000045514	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000258227__ENSMUSG00000029915	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000257138__ENSMUSG00000058250	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000258223__ENSMUSG00000051936	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226660__ENSMUSG00000076463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211710__ENSMUSG00000076465	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000211745__ENSMUSG00000076465	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000211720__ENSMUSG00000076471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211746__ENSMUSG00000076475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211747__ENSMUSG00000076476	4	1	2	0	1	0	0	0	0	0	0	0
ENSG00000211749__ENSMUSG00000076479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211749__ENSMUSG00000076478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211753__ENSMUSG00000076480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232869__ENSMUSG00000076481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237254__ENSMUSG00000076499	6	2	6	1	4	0	0	0	0	0	0	0
ENSG00000106123__ENSMUSG00000029869	1196	433	1265	468	1043	505	154	168	208	201	182	137
ENSG00000165125__ENSMUSG00000029868	61	35	56	7	35	18	0	0	1	1	1	0
ENSG00000127412__ENSMUSG00000036899	1	3	1	0	1	1	4	3	0	0	5	2
ENSG00000165131__ENSMUSG00000029867	2	2	1	0	0	2	0	0	0	0	0	0
ENSG00000197993__ENSMUSG00000029866	63	64	31	30	46	30	0	0	0	0	0	0
ENSG00000179468__ENSMUSG00000045479	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000159763__ENSMUSG00000058499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236398__ENSMUSG00000047102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221937__ENSMUSG00000051917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197448__ENSMUSG00000029864	1387	415	1522	414	1157	439	25	15	16	37	35	23
ENSG00000178826__ENSMUSG00000071506	92	29	76	29	52	24	16	14	20	24	19	22
ENSG00000106144__ENSMUSG00000029863	2431	1031	3144	1088	3087	1123	661	631	677	819	852	803
ENSG00000188037__ENSMUSG00000029862	126	22	131	22	81	28	36	47	43	62	101	91
ENSG00000159784__ENSMUSG00000029861	4656	1053	4567	1025	3764	1151	0	3	0	0	0	1
ENSG00000159840__ENSMUSG00000029860	19375	3500	28312	5430	25237	6208	247	124	125	97	254	159
ENSG00000146904__ENSMUSG00000029859	15580	4478	17378	3978	13235	4917	31	26	18	9	32	16
ENSG00000185899__ENSMUSG00000056203	2	1	3	2	3	0	0	0	0	0	0	0
ENSG00000221855__ENSMUSG00000048284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271079__ENSMUSG00000021000	0	0	0	0	0	0	1175	1277	1429	2064	1463	1862
ENSG00000170379__ENSMUSG00000029851	9	5	3	0	2	1	26	16	38	25	29	17
ENSG00000271321__ENSMUSG00000021000	3	3	3	3	11	4	1175	1277	1429	2064	1463	1862
ENSG00000198420__ENSMUSG00000036667	794	488	609	628	1503	500	82	114	75	68	106	83
ENSG00000221813__ENSMUSG00000049168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221836__ENSMUSG00000043119	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221933__ENSMUSG00000045708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221858__ENSMUSG00000073111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221938__ENSMUSG00000073110	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225932__ENSMUSG00000021000	0	0	0	0	0	0	1175	1277	1429	2064	1463	1862
ENSG00000243896__ENSMUSG00000043605	10	16	13	13	26	10	0	0	0	0	0	0
ENSG00000244693__ENSMUSG00000021000	11	13	7	8	30	8	1175	1277	1429	2064	1463	1862
ENSG00000050327__ENSMUSG00000033542	861	273	956	383	861	364	124	104	106	104	130	102
ENSG00000106410__ENSMUSG00000029736	0	0	1	0	0	0	5	2	1	2	2	5
ENSG00000196511__ENSMUSG00000029735	136	50	93	47	136	54	389	359	378	395	440	484
ENSG00000174469__ENSMUSG00000039419	3506	2582	2275	2483	5637	2518	110	109	114	160	94	140
ENSG00000055130__ENSMUSG00000029686	6267	3382	4599	3800	9558	4225	1799	1752	2157	2489	2119	2169
ENSG00000106462__ENSMUSG00000029687	3144	1822	2884	1863	4635	1968	3460	3214	3912	4527	3876	4733
ENSG00000202354__ENSMUSG00000064945	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000155660__ENSMUSG00000025823	23434	8311	26164	8967	24683	9766	6630	5903	5991	6545	5695	5894
ENSG00000202528__ENSMUSG00000064928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197362__ENSMUSG00000051499	878	342	1013	322	1104	424	59	41	68	55	62	48
ENSG00000197024__ENSMUSG00000062519	4123	2410	3698	2415	4705	2566	130	98	102	88	123	113
ENSG00000170265__ENSMUSG00000025821	3504	958	4004	1137	3434	1264	249	166	195	196	213	156
ENSG00000170260__ENSMUSG00000052763	1486	425	1811	583	1506	644	617	378	543	493	540	462
ENSG00000196453__ENSMUSG00000071477	1078	324	1357	433	984	447	564	408	503	483	625	446
ENSG00000181220__ENSMUSG00000057691	1548	405	1762	441	1483	476	400	316	379	324	419	349
ENSG00000133619__ENSMUSG00000042810	1020	327	1078	322	975	313	469	453	562	603	675	633
ENSG00000181444__ENSMUSG00000068551	2	3	12	2	7	0	4	3	1	6	4	11
ENSG00000197558__ENSMUSG00000029797	1	1	5	1	5	1	2	1	1	0	6	7
ENSG00000171130__ENSMUSG00000039347	710	197	872	275	823	288	294	189	279	241	310	291
ENSG00000106526__ENSMUSG00000056367	43	27	39	17	55	27	188	112	227	244	310	292
ENSG00000127399__ENSMUSG00000073096	2017	557	2003	665	1321	679	114	77	81	89	143	111
ENSG00000106538__ENSMUSG00000009281	6233	1823	6512	1537	4890	1983	0	0	5	1	0	0
ENSG00000214022__ENSMUSG00000052751	6338	1894	6769	1914	5247	2147	211	160	178	140	260	243
ENSG00000196456__ENSMUSG00000030469	1488	612	1657	601	1331	693	277	296	405	344	340	278
ENSG00000196456__ENSMUSG00000092416	1488	612	1657	601	1331	693	657	1223	1011	1607	1103	1597
ENSG00000196456__ENSMUSG00000042063	1488	612	1657	601	1331	693	109	219	200	261	192	205
ENSG00000171115__ENSMUSG00000064262	1	1	1	1	1	0	1	0	1	0	1	2
ENSG00000179144__ENSMUSG00000043931	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000133574__ENSMUSG00000054435	1	7	5	11	8	8	0	1	0	0	0	0
ENSG00000133561__ENSMUSG00000047867	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000213203__ENSMUSG00000090019	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000106565__ENSMUSG00000029810	29	10	25	7	19	8	1	1	0	2	2	0
ENSG00000002933__ENSMUSG00000023367	21	6	8	3	13	7	0	1	2	3	5	4
ENSG00000002726__ENSMUSG00000029813	30	15	46	10	38	9	0	0	0	0	0	0
ENSG00000002726__ENSMUSG00000068536	30	15	46	10	38	9	0	0	0	0	0	0
ENSG00000002726__ENSMUSG00000039215	30	15	46	10	38	9	0	0	0	0	0	0
ENSG00000002726__ENSMUSG00000029811	30	15	46	10	38	9	0	0	1	1	2	0
ENSG00000055118__ENSMUSG00000038319	456	152	476	146	342	168	106	92	130	152	174	172
ENSG00000164867__ENSMUSG00000028978	247	50	260	62	226	79	9	6	7	14	12	19
ENSG00000181652__ENSMUSG00000038295	115	45	111	41	116	35	150	195	207	223	231	207
ENSG00000197150__ENSMUSG00000028973	1573	494	1630	494	1270	555	803	591	810	744	844	754
ENSG00000213199__ENSMUSG00000038276	13	10	17	3	22	3	11	11	14	7	17	20
ENSG00000164885__ENSMUSG00000028969	712	213	827	266	654	305	631	548	566	565	628	552
ENSG00000164889__ENSMUSG00000028962	4762	1269	4835	1400	4018	1673	705	504	656	614	602	423
ENSG00000164896__ENSMUSG00000028959	2173	647	2059	603	1783	755	1433	1265	1382	1449	1540	1476
ENSG00000164897__ENSMUSG00000028958	1106	303	1309	371	1077	444	150	94	119	123	114	99
ENSG00000133612__ENSMUSG00000023353	2837	849	2844	668	2398	840	821	617	758	756	844	685
ENSG00000164900__ENSMUSG00000067724	1	0	3	0	3	0	16	21	10	33	20	24
ENSG00000146926__ENSMUSG00000038204	0	0	0	0	0	0	6	2	4	3	9	17
ENSG00000033050__ENSMUSG00000028953	8270	2136	8499	2379	7401	2838	3214	2521	3193	3698	3130	3511
ENSG00000033100__ENSMUSG00000038181	1948	561	2096	517	1608	637	329	177	307	156	328	129
ENSG00000082014__ENSMUSG00000028949	173	60	159	49	120	58	164	168	113	156	143	185
ENSG00000013374__ENSMUSG00000028954	2639	1134	2337	1216	3213	1387	1523	1145	1396	1422	1614	1416
ENSG00000187260__ENSMUSG00000055235	472	102	374	113	258	154	122	118	56	97	93	117
ENSG00000127377__ENSMUSG00000038135	20	13	43	14	35	10	4	5	8	4	5	7
ENSG00000106615__ENSMUSG00000028945	5532	1925	5790	2120	6017	2314	1290	1167	1353	1514	1568	1614
ENSG00000106617__ENSMUSG00000028944	970	306	783	357	1375	348	725	593	604	599	760	661
ENSG00000106648__ENSMUSG00000028938	5	1	2	2	2	1	0	0	0	0	0	0
ENSG00000178234__ENSMUSG00000038072	1706	503	1717	493	1775	531	465	390	431	376	522	349
ENSG00000055609__ENSMUSG00000038056	1596	1315	712	1130	2620	1159	1587	1619	2180	2107	2571	2248
ENSG00000196584__ENSMUSG00000028933	1457	1465	989	1258	3125	1382	567	487	604	546	732	606
ENSG00000133627__ENSMUSG00000056367	1996	645	2041	599	1929	713	188	112	227	244	310	292
ENSG00000130226__ENSMUSG00000061576	474	170	487	247	392	255	703	734	415	471	627	559
ENSG00000157212__ENSMUSG00000002221	2197	1210	1668	1277	2802	1257	2040	1974	2082	2402	2044	2002
ENSG00000157219__ENSMUSG00000039106	6	1	3	1	3	1	29	49	13	24	14	13
ENSG00000186480__ENSMUSG00000045294	9474	2582	5279	2429	7236	2223	1646	2235	2241	4527	1997	4683
ENSG00000164778__ENSMUSG00000039095	0	0	0	0	0	0	165	169	159	221	170	224
ENSG00000146910__ENSMUSG00000044681	1	1	2	0	0	0	661	1440	634	1287	927	1532
ENSG00000184863__ENSMUSG00000048271	3436	1687	3028	1717	4256	1873	1740	1895	1764	2206	2332	2683
ENSG00000164690__ENSMUSG00000002633	7	0	4	1	5	1	2	2	0	2	0	0
ENSG00000105982__ENSMUSG00000029130	90	47	69	33	122	36	175	141	176	177	233	205
ENSG00000105983__ENSMUSG00000010721	2582	1533	1756	1657	3926	1750	329	354	307	356	357	363
ENSG00000146909__ENSMUSG00000001569	2608	1421	2572	1374	3189	1415	667	650	771	884	806	861
ENSG00000130675__ENSMUSG00000001566	4	0	0	0	2	0	7	10	5	24	9	24
