orth_id	hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000089693__ENSMUSG00000030120	16029	16597	13721	5765	5389	5744
ENSG00000089692__ENSMUSG00000030124	65	97	68	35	35	49
ENSG00000010610__ENSMUSG00000023274	337	227	181	15	27	17
ENSG00000250510__ENSMUSG00000038390	134	150	80	48	63	63
ENSG00000110811__ENSMUSG00000023191	2077	2460	1632	31	58	49
ENSG00000111664__ENSMUSG00000023439	109	90	76	1	0	2
ENSG00000111665__ENSMUSG00000023505	2322	2497	2092	2959	3470	3423
ENSG00000111667__ENSMUSG00000038429	11445	11557	8768	3379	3500	3458
ENSG00000111669__ENSMUSG00000023456	54828	52352	39397	5056	6022	4916
ENSG00000111671__ENSMUSG00000038451	753	775	616	121	126	132
ENSG00000010626__ENSMUSG00000030125	123	130	94	0	3	2
ENSG00000111674__ENSMUSG00000004267	4451	4728	3862	56	47	134
ENSG00000111676__ENSMUSG00000004263	5511	7466	6971	984	984	946
ENSG00000111678__ENSMUSG00000072772	1766	1719	1407	161	180	207
ENSG00000111679__ENSMUSG00000004266	1205	1180	965	405	570	487
ENSG00000126749__ENSMUSG00000004268	5701	6032	4754	2134	2224	2145
ENSG00000207713__ENSMUSG00000065462	0	0	0	0	0	0
ENSG00000215021__ENSMUSG00000004264	25860	26175	19403	4680	4617	4269
ENSG00000238795__ENSMUSG00000088835	7	17	11	0	1	1
ENSG00000111684__ENSMUSG00000004270	3798	3799	3683	3490	2737	2960
ENSG00000182326__ENSMUSG00000079343	892	773	934	19	17	15
ENSG00000182326__ENSMUSG00000038521	892	773	934	276	225	265
ENSG00000159403__ENSMUSG00000055172	337	394	333	0	3	1
ENSG00000139178__ENSMUSG00000038527	496	530	498	126	123	103
ENSG00000139182__ENSMUSG00000008153	2579	2653	2384	384	259	313
ENSG00000139197__ENSMUSG00000005069	4048	4050	3318	2035	1875	1856
ENSG00000215009__ENSMUSG00000047026	0	0	0	0	0	0
ENSG00000177575__ENSMUSG00000008845	3	3	4	0	0	0
ENSG00000111701__ENSMUSG00000040613	0	0	1	227	167	307
ENSG00000184344__ENSMUSG00000030117	657	778	663	2442	2595	2320
ENSG00000187569__ENSMUSG00000046323	40	21	58	711	1326	936
ENSG00000198178__ENSMUSG00000043832	7	4	7	0	2	0
ENSG00000198178__ENSMUSG00000030148	7	4	7	0	0	0
ENSG00000198178__ENSMUSG00000067767	7	4	7	0	0	0
ENSG00000198178__ENSMUSG00000059639	7	4	7	0	0	1
ENSG00000198178__ENSMUSG00000030147	7	4	7	0	0	0
ENSG00000111704__ENSMUSG00000012396	2501	2436	2581	12810	16640	16231
ENSG00000199912__ENSMUSG00000088825	7	9	6	0	0	0
ENSG00000065970__ENSMUSG00000003154	934	957	905	242	242	276
ENSG00000171860__ENSMUSG00000040552	0	0	0	0	1	0
ENSG00000089818__ENSMUSG00000030327	2058	2078	2281	1759	1875	2037
ENSG00000111729__ENSMUSG00000049037	5	9	14	24	24	26
ENSG00000205846__ENSMUSG00000023349	12	7	12	0	0	0
ENSG00000166527__ENSMUSG00000030144	8	7	25	0	0	0
ENSG00000166523__ENSMUSG00000030142	3	2	4	1	1	0
ENSG00000238943__ENSMUSG00000088825	0	0	0	0	0	0
ENSG00000111732__ENSMUSG00000040627	2	3	5	0	1	1
ENSG00000197614__ENSMUSG00000030116	25	17	35	10	18	22
ENSG00000166532__ENSMUSG00000040649	2186	1856	4720	560	774	982
ENSG00000111752__ENSMUSG00000040669	31133	33238	30811	4025	4131	5120
ENSG00000003056__ENSMUSG00000007458	4898	5485	5063	4843	4877	5235
ENSG00000139187__ENSMUSG00000030114	199	176	240	0	0	0
ENSG00000175899__ENSMUSG00000030111	9	3	8	207	1013	1162
ENSG00000111796__ENSMUSG00000030361	2	3	1	0	0	0
ENSG00000111796__ENSMUSG00000079298	2	3	1	0	0	0
ENSG00000111796__ENSMUSG00000030154	2	3	1	3	4	3
ENSG00000111796__ENSMUSG00000079299	2	3	1	0	0	0
ENSG00000111796__ENSMUSG00000030325	2	3	1	0	0	0
ENSG00000212345__ENSMUSG00000089168	0	0	0	0	0	0
ENSG00000069493__ENSMUSG00000030365	41	25	73	1	0	1
ENSG00000069493__ENSMUSG00000030364	41	25	73	0	0	0
ENSG00000069493__ENSMUSG00000000248	41	25	73	0	0	0
ENSG00000069493__ENSMUSG00000030155	41	25	73	0	0	0
ENSG00000069493__ENSMUSG00000030157	41	25	73	1	3	3
ENSG00000110848__ENSMUSG00000030156	1	0	1	0	0	1
ENSG00000172322__ENSMUSG00000053063	0	0	0	1	1	0
ENSG00000165682__ENSMUSG00000030159	0	0	0	0	0	0
ENSG00000256660__ENSMUSG00000030158	0	0	1	0	0	0
ENSG00000197992__ENSMUSG00000046080	0	0	0	0	0	0
ENSG00000150048__ENSMUSG00000033082	8	7	13	0	0	0
ENSG00000223042__ENSMUSG00000089382	0	0	0	0	0	0
ENSG00000223042__ENSMUSG00000089280	0	0	0	0	0	0
ENSG00000172243__ENSMUSG00000079293	3	1	7	0	0	0
ENSG00000173391__ENSMUSG00000030162	0	1	0	0	0	0
ENSG00000165685__ENSMUSG00000030160	0	0	1	0	0	0
ENSG00000139112__ENSMUSG00000030161	4859	5441	4436	1626	1519	2126
ENSG00000134539__ENSMUSG00000030165	1	0	0	0	0	0
ENSG00000213809__ENSMUSG00000030149	1	0	0	0	0	0
ENSG00000180574__ENSMUSG00000035150	546	401	695	3497	3894	4486
ENSG00000111196__ENSMUSG00000030188	1214	1196	1767	250	297	294
ENSG00000060140__ENSMUSG00000032899	118	112	205	4	4	1
ENSG00000060138__ENSMUSG00000030189	15992	19978	17498	6179	6299	7000
ENSG00000121377__ENSMUSG00000054497	0	0	0	0	0	0
ENSG00000121318__ENSMUSG00000063478	0	1	2	0	0	0
ENSG00000121318__ENSMUSG00000061977	0	1	2	0	0	0
ENSG00000121318__ENSMUSG00000051153	0	1	2	0	0	0
ENSG00000121318__ENSMUSG00000057754	0	1	2	0	0	0
ENSG00000121318__ENSMUSG00000053389	0	1	2	0	0	0
ENSG00000212128__ENSMUSG00000071150	0	0	0	0	0	0
ENSG00000212128__ENSMUSG00000056901	0	0	0	0	0	0
ENSG00000212128__ENSMUSG00000060412	0	0	0	0	0	0
ENSG00000212127__ENSMUSG00000030194	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000057381	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000059410	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000030196	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000056926	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000062952	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000071149	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000063762	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000062528	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000058349	14	10	24	0	0	0
ENSG00000212127__ENSMUSG00000071147	14	10	24	0	0	0
ENSG00000256537__ENSMUSG00000072704	10	10	18	210	268	268
ENSG00000186136__ENSMUSG00000057699	0	0	1	0	0	0
ENSG00000139083__ENSMUSG00000030199	1537	1402	1784	1263	1060	1096
ENSG00000121380__ENSMUSG00000030200	88	78	92	108	176	162
ENSG00000070018__ENSMUSG00000030201	3616	1863	7000	1338	1460	1723
ENSG00000111261__ENSMUSG00000032718	337	381	337	81	47	80
ENSG00000165714__ENSMUSG00000042992	463	418	398	141	142	187
ENSG00000111266__ENSMUSG00000030203	3085	2340	3500	640	704	940
ENSG00000111269__ENSMUSG00000032652	1199	879	1795	267	276	384
ENSG00000183150__ENSMUSG00000032641	618	634	779	481	469	606
ENSG00000111276__ENSMUSG00000003031	859	773	1186	1218	1410	1905
ENSG00000178878__ENSMUSG00000090698	23	29	52	24	18	13
ENSG00000213782__ENSMUSG00000030204	32	24	46	2103	1827	1951
ENSG00000013588__ENSMUSG00000046733	22	30	37	792	525	495
ENSG00000111291__ENSMUSG00000030205	12	30	23	0	0	1
ENSG00000221611__ENSMUSG00000084422	0	0	0	2	8	2
ENSG00000013583__ENSMUSG00000042770	1210	1340	1186	204	173	266
ENSG00000084444__ENSMUSG00000030207	1778	1626	1743	301	259	406
ENSG00000111305__ENSMUSG00000030206	88	67	71	0	1	0
ENSG00000134531__ENSMUSG00000030208	60	87	176	761	302	368
ENSG00000273079__ENSMUSG00000030209	163	116	241	0	1	0
ENSG00000200475__ENSMUSG00000084439	0	0	0	0	0	0
ENSG00000171681__ENSMUSG00000030213	4472	2889	6904	1883	1761	2104
ENSG00000121316__ENSMUSG00000030214	1803	2026	1629	29	49	76
ENSG00000070019__ENSMUSG00000042638	100	77	102	0	2	3
ENSG00000197837__ENSMUSG00000061482	27	29	58	10	7	7
ENSG00000246705__ENSMUSG00000060032	1086	1220	1013	677	693	775
ENSG00000182993__ENSMUSG00000047515	110	130	195	11	11	10
ENSG00000179256__ENSMUSG00000043298	5	8	7	3	5	5
ENSG00000111339__ENSMUSG00000030217	0	0	0	3	1	7
ENSG00000111341__ENSMUSG00000030218	0	0	1	0	0	1
ENSG00000139055__ENSMUSG00000030219	0	0	1	0	1	0
ENSG00000111348__ENSMUSG00000030220	132	119	105	6	3	2
ENSG00000139053__ENSMUSG00000064330	0	0	0	0	0	3
ENSG00000134533__ENSMUSG00000030222	39	45	64	159	103	123
ENSG00000151490__ENSMUSG00000030223	130	105	216	0	0	4
ENSG00000151491__ENSMUSG00000015766	116	103	256	456	290	456
ENSG00000023734__ENSMUSG00000030224	14083	14138	19756	2696	2806	3116
ENSG00000023697__ENSMUSG00000030225	891	868	922	552	542	549
ENSG00000188991__ENSMUSG00000044378	2	0	0	0	0	0
ENSG00000008394__ENSMUSG00000008540	15407	11498	17357	6	5	5
ENSG00000048540__ENSMUSG00000030226	146	117	207	0	0	0
ENSG00000212358__ENSMUSG00000088480	0	0	0	0	0	0
ENSG00000111404__ENSMUSG00000092164	0	0	0	0	0	0
ENSG00000139144__ENSMUSG00000030228	3	1	0	0	1	0
ENSG00000139151__ENSMUSG00000030230	1	1	3	0	0	0
ENSG00000177938__ENSMUSG00000041791	0	0	1	0	0	0
ENSG00000052126__ENSMUSG00000030231	2194	1323	5521	542	606	862
ENSG00000139154__ENSMUSG00000030232	1004	651	2546	1897	2408	2651
ENSG00000200247__ENSMUSG00000087782	0	0	0	0	0	0
ENSG00000172572__ENSMUSG00000041741	81	57	206	3	1	0
ENSG00000139155__ENSMUSG00000030235	5	3	10	0	0	0
ENSG00000111700__ENSMUSG00000030236	0	0	0	2	5	7
ENSG00000257046__ENSMUSG00000030236	0	0	0	2	5	7
ENSG00000205754__ENSMUSG00000030236	0	0	0	2	5	7
ENSG00000257062__ENSMUSG00000030236	0	0	0	2	5	7
ENSG00000134538__ENSMUSG00000030236	7	3	6	2	5	7
ENSG00000084453__ENSMUSG00000079263	209	78	307	0	0	0
ENSG00000084453__ENSMUSG00000084927	209	78	307	1	0	3
ENSG00000084453__ENSMUSG00000079262	209	78	307	0	0	0
ENSG00000084453__ENSMUSG00000030237	209	78	307	0	0	0
ENSG00000084453__ENSMUSG00000063975	209	78	307	0	1	0
ENSG00000084453__ENSMUSG00000041698	209	78	307	0	0	0
ENSG00000121351__ENSMUSG00000041681	0	0	1	0	0	0
ENSG00000121350__ENSMUSG00000041671	173	158	398	97	90	120
ENSG00000004700__ENSMUSG00000030243	1266	734	3122	466	478	545
ENSG00000111711__ENSMUSG00000030245	1804	1386	3053	1296	1339	1404
ENSG00000134548__ENSMUSG00000071112	28	28	49	5	5	4
ENSG00000111713__ENSMUSG00000030244	1	7	6	0	0	1
ENSG00000111716__ENSMUSG00000030246	83407	55333	98383	8272	7702	10298
ENSG00000121361__ENSMUSG00000030247	15	26	19	0	0	0
ENSG00000069431__ENSMUSG00000030249	2	2	1	0	0	0
ENSG00000111726__ENSMUSG00000030282	3823	3169	4598	1226	1078	1160
ENSG00000111728__ENSMUSG00000030283	44	48	47	12	27	22
ENSG00000111731__ENSMUSG00000030279	2015	1028	4584	1414	1267	1546
ENSG00000139163__ENSMUSG00000030275	1438	863	2995	4711	5131	5883
ENSG00000134532__ENSMUSG00000041540	14	6	31	2	3	7
ENSG00000060982__ENSMUSG00000030268	18518	9861	32230	10829	8598	9331
ENSG00000118308__ENSMUSG00000030263	5	4	20	140	103	103
ENSG00000118307__ENSMUSG00000043541	5	2	16	8	3	11
ENSG00000205707__ENSMUSG00000040370	159	166	264	178	206	294
ENSG00000133703__ENSMUSG00000030265	2806	1865	6031	1751	1953	2330
ENSG00000201439__ENSMUSG00000093137	0	0	0	0	0	0
ENSG00000152936__ENSMUSG00000054966	0	0	1	0	0	1
ENSG00000222950__ENSMUSG00000084694	0	0	0	1	0	0
ENSG00000123094__ENSMUSG00000030259	1081	543	2470	214	258	325
ENSG00000123095__ENSMUSG00000030256	93	125	131	136	112	260
ENSG00000123096__ENSMUSG00000030255	20	8	45	4	6	18
ENSG00000123104__ENSMUSG00000030287	3288	1308	6489	45	37	97
ENSG00000064102__ENSMUSG00000040250	2885	1629	4632	1043	1394	1346
ENSG00000111790__ENSMUSG00000040242	830	637	1827	667	755	942
ENSG00000064115__ENSMUSG00000040234	4397	4958	5243	3474	3305	4092
ENSG00000152944__ENSMUSG00000030291	1778	1308	2646	458	499	502
ENSG00000214700__ENSMUSG00000040163	0	0	2	0	0	0
ENSG00000211455__ENSMUSG00000001630	2533	1269	5531	482	518	542
ENSG00000029153__ENSMUSG00000040187	830	538	1410	22	37	37
ENSG00000165935__ENSMUSG00000030292	5	1	11	1	0	0
ENSG00000110841__ENSMUSG00000016487	2206	1474	3353	583	781	933
ENSG00000174236__ENSMUSG00000040121	5	2	12	1	2	2
ENSG00000061794__ENSMUSG00000040112	4598	3819	6104	832	833	1011
ENSG00000205693__ENSMUSG00000072662	1	1	0	27	30	44
ENSG00000087448__ENSMUSG00000040102	1763	1269	3168	1066	1128	1293
ENSG00000087494__ENSMUSG00000048776	3	6	16	0	1	1
ENSG00000123106__ENSMUSG00000030301	711	455	1339	209	238	286
ENSG00000064763__ENSMUSG00000030303	1005	706	1344	15	16	31
ENSG00000087502__ENSMUSG00000030304	1051	734	1899	739	910	992
ENSG00000133687__ENSMUSG00000030306	1324	1038	1686	91	93	129
ENSG00000133704__ENSMUSG00000040029	3916	2070	5956	1650	1798	1872
ENSG00000110888__ENSMUSG00000030309	1641	1159	3663	589	621	888
ENSG00000110900__ENSMUSG00000030351	236	347	171	0	0	0
ENSG00000013573__ENSMUSG00000035842	6247	6892	5575	774	785	878
ENSG00000139146__ENSMUSG00000039985	25975	21946	29328	2142	2338	2748
ENSG00000170456__ENSMUSG00000030313	980	683	1757	149	147	198
ENSG00000139160__ENSMUSG00000039958	67	68	98	68	74	86
ENSG00000151743__ENSMUSG00000068250	242	173	276	115	102	153
ENSG00000188375__ENSMUSG00000016559	320	343	351	9965	10236	11421
ENSG00000174718__ENSMUSG00000032712	3079	1332	8013	1100	1475	2015
ENSG00000151746__ENSMUSG00000003452	1643	1359	2543	61	75	83
ENSG00000139132__ENSMUSG00000022788	839	443	2832	321	473	491
ENSG00000253063__ENSMUSG00000064919	0	0	2	1	2	4
ENSG00000087470__ENSMUSG00000022789	3286	2054	7136	2293	2757	3286
ENSG00000139131__ENSMUSG00000022792	3252	3291	3426	557	622	688
ENSG00000057294__ENSMUSG00000041957	2392	1724	3356	272	391	397
ENSG00000110975__ENSMUSG00000063260	56	48	168	0	0	0
ENSG00000139133__ENSMUSG00000075470	197	169	362	907	1018	1173
ENSG00000175548__ENSMUSG00000075470	130	81	246	907	1018	1173
ENSG00000139117__ENSMUSG00000052560	216	149	448	7	14	17
ENSG00000139116__ENSMUSG00000022629	1130	622	3566	168	207	294
ENSG00000173208__ENSMUSG00000055782	4	1	15	0	0	0
ENSG00000180116__ENSMUSG00000078932	0	0	1	43	57	55
ENSG00000151229__ENSMUSG00000036298	369	175	525	0	0	0
ENSG00000199571__ENSMUSG00000088144	0	0	0	0	0	0
ENSG00000188906__ENSMUSG00000036273	4	2	22	10	8	10
ENSG00000018236__ENSMUSG00000055022	270	149	519	2	2	4
ENSG00000165966__ENSMUSG00000036218	2	0	5	249	181	165
ENSG00000151233__ENSMUSG00000036197	749	410	2277	926	925	1037
ENSG00000015153__ENSMUSG00000022634	34	44	58	87	72	113
ENSG00000134283__ENSMUSG00000079737	2610	1958	4352	67	99	82
ENSG00000134283__ENSMUSG00000036167	2610	1958	4352	677	767	788
ENSG00000139168__ENSMUSG00000022635	2043	1705	2381	308	326	397
ENSG00000252917__ENSMUSG00000089111	1	0	0	0	0	0
ENSG00000199886__ENSMUSG00000065665	0	0	0	0	0	0
ENSG00000199886__ENSMUSG00000087835	0	0	0	0	0	0
ENSG00000139174__ENSMUSG00000036158	676	640	976	28	27	20
ENSG00000173157__ENSMUSG00000022449	232	112	527	1	1	3
ENSG00000129317__ENSMUSG00000033356	752	465	1691	144	154	146
ENSG00000198001__ENSMUSG00000059883	387	228	558	166	124	170
ENSG00000151239__ENSMUSG00000022451	1398	1004	2923	2753	2964	3313
ENSG00000139173__ENSMUSG00000063296	73	64	139	167	212	237
ENSG00000184613__ENSMUSG00000022454	3117	2531	3424	10	19	23
ENSG00000185610__ENSMUSG00000045608	7	8	10	0	1	2
ENSG00000177119__ENSMUSG00000064210	3925	2263	6457	1171	1004	1228
ENSG00000189079__ENSMUSG00000033237	1723	900	3526	1722	2035	2230
ENSG00000139218__ENSMUSG00000033228	1936	1027	5533	2814	3069	3546
ENSG00000111371__ENSMUSG00000023169	16255	8407	29379	5541	4826	6085
ENSG00000134294__ENSMUSG00000022462	18382	10288	35483	4190	4180	4700
ENSG00000139209__ENSMUSG00000022464	307	135	523	1970	2528	4278
ENSG00000139211__ENSMUSG00000048218	437	411	613	1	7	2
ENSG00000179715__ENSMUSG00000044250	430	509	367	1146	1348	1249
ENSG00000199566__ENSMUSG00000077463	0	0	0	0	0	0
ENSG00000005175__ENSMUSG00000022466	2093	1349	4584	734	710	834
ENSG00000111405__ENSMUSG00000022468	5	7	4	0	0	1
ENSG00000079337__ENSMUSG00000022469	874	915	644	68	102	120
ENSG00000211584__ENSMUSG00000081534	1022	1191	802	532	433	564
ENSG00000061273__ENSMUSG00000022475	8556	9728	7479	859	785	898
ENSG00000111424__ENSMUSG00000022479	210	227	166	16	27	51
ENSG00000134291__ENSMUSG00000052369	5105	4846	3451	379	326	444
ENSG00000139219__ENSMUSG00000022483	3138	3155	2432	37	51	83
ENSG00000079387__ENSMUSG00000033075	1713	1111	2919	1339	1287	1550
ENSG00000222635__ENSMUSG00000089257	1	0	2	0	0	0
ENSG00000152556__ENSMUSG00000033065	7949	7907	6482	2556	2557	3390
ENSG00000177981__ENSMUSG00000048175	425	457	539	966	1020	1149
ENSG00000177875__ENSMUSG00000029875	159	137	112	9	5	14
ENSG00000172640__ENSMUSG00000059460	2	0	7	0	0	0
ENSG00000172640__ENSMUSG00000090129	2	0	7	3	3	9
ENSG00000172640__ENSMUSG00000075427	2	0	7	1	0	1
ENSG00000187166__ENSMUSG00000048077	0	0	0	0	0	0
ENSG00000167528__ENSMUSG00000022987	634	568	656	2	4	4
ENSG00000139223__ENSMUSG00000032249	0	0	0	5575	6628	6653
ENSG00000167531__ENSMUSG00000022991	0	0	0	0	0	0
ENSG00000139620__ENSMUSG00000022992	2704	2681	2870	1530	1676	1716
ENSG00000221491__ENSMUSG00000065336	7	13	11	19	21	19
ENSG00000207313__ENSMUSG00000065939	2	4	8	10	10	9
ENSG00000129315__ENSMUSG00000011960	2501	1355	4327	1824	1994	2235
ENSG00000257987__ENSMUSG00000022993	1	0	0	1	6	10
ENSG00000174233__ENSMUSG00000022994	588	734	643	137	134	170
ENSG00000167535__ENSMUSG00000003352	176	200	170	295	393	378
ENSG00000174243__ENSMUSG00000003360	11006	11589	10434	2460	2455	2451
ENSG00000172602__ENSMUSG00000054855	735	834	933	7	16	27
ENSG00000199394__ENSMUSG00000088750	0	0	0	0	0	0
ENSG00000139537__ENSMUSG00000003354	52	58	53	11	11	15
ENSG00000134285__ENSMUSG00000003355	990	1171	992	161	206	268
ENSG00000255863__ENSMUSG00000051853	1	0	0	3063	2972	3015
ENSG00000134287__ENSMUSG00000051853	20426	18753	15854	3063	2972	3015
ENSG00000169884__ENSMUSG00000022996	5	10	6	0	1	5
ENSG00000125084__ENSMUSG00000022997	0	0	1	0	0	0
ENSG00000181418__ENSMUSG00000059213	9	5	4	6	6	13
ENSG00000181929__ENSMUSG00000067713	2748	2556	2172	602	601	650
ENSG00000167548__ENSMUSG00000048154	11646	10491	10105	1620	2086	2358
ENSG00000167550__ENSMUSG00000023755	378	336	266	360	408	428
ENSG00000139549__ENSMUSG00000023000	0	1	1	6	2	10
ENSG00000139636__ENSMUSG00000022999	1559	1502	1102	358	350	407
ENSG00000123416__ENSMUSG00000023004	51946	51834	39570	9696	9586	8952
ENSG00000167552__ENSMUSG00000072235	34547	26403	24557	2963	3122	2595
ENSG00000167553__ENSMUSG00000043091	23336	26049	19808	4026	4265	3740
ENSG00000135406__ENSMUSG00000023484	10	9	5	29	34	45
ENSG00000135451__ENSMUSG00000032783	2168	2706	1933	433	467	453
ENSG00000186897__ENSMUSG00000001076	3	6	3	2	4	9
ENSG00000178401__ENSMUSG00000038009	9	9	13	159	174	229
ENSG00000123352__ENSMUSG00000051934	1842	1646	2294	1453	1684	1795
ENSG00000135519__ENSMUSG00000037579	18	36	28	485	400	359
ENSG00000187778__ENSMUSG00000037570	8831	7885	5876	1711	1925	1897
ENSG00000110844__ENSMUSG00000023007	615	607	488	780	750	996
ENSG00000135436__ENSMUSG00000078907	23	23	31	6	5	5
ENSG00000161791__ENSMUSG00000023008	3904	3553	3367	510	628	606
ENSG00000139644__ENSMUSG00000023010	42664	45589	40091	6741	5665	6022
ENSG00000167566__ENSMUSG00000023009	2927	3613	2941	249	257	202
ENSG00000186666__ENSMUSG00000037525	105	91	99	155	159	169
ENSG00000135472__ENSMUSG00000023011	32	30	15	1	0	0
ENSG00000167580__ENSMUSG00000023013	0	1	0	1	0	0
ENSG00000161798__ENSMUSG00000044217	83	94	73	0	5	6
ENSG00000086159__ENSMUSG00000043144	2	2	1	0	1	1
ENSG00000161800__ENSMUSG00000023015	3470	2923	3872	2688	2563	2844
ENSG00000110881__ENSMUSG00000023017	152	193	92	74	110	101
ENSG00000066117__ENSMUSG00000023018	13975	16622	13891	2899	2922	3173
ENSG00000167588__ENSMUSG00000023019	35	40	37	23	10	18
ENSG00000178449__ENSMUSG00000023020	1183	1143	911	610	619	692
ENSG00000139624__ENSMUSG00000023021	3283	3148	2644	2094	1849	1974
ENSG00000050405__ENSMUSG00000023022	3682	2174	6859	6722	6142	6932
ENSG00000161813__ENSMUSG00000023025	3457	1863	7935	2420	3309	4021
ENSG00000066084__ENSMUSG00000023026	3538	2234	4714	901	901	1066
ENSG00000207136__ENSMUSG00000065244	0	0	0	0	0	0
ENSG00000200183__ENSMUSG00000065074	0	0	0	0	0	0
ENSG00000123268__ENSMUSG00000023027	980	657	1777	986	1159	1373
ENSG00000186452__ENSMUSG00000045631	0	1	1	30	29	42
ENSG00000185432__ENSMUSG00000058057	2127	1930	2117	0	4	2
ENSG00000185432__ENSMUSG00000093789	2127	1930	2117	0	0	0
ENSG00000185432__ENSMUSG00000054619	2127	1930	2117	682	500	710
ENSG00000185432__ENSMUSG00000056487	2127	1930	2117	1	1	3
ENSG00000214511__ENSMUSG00000093550	0	0	0	0	0	0
ENSG00000110911__ENSMUSG00000023030	3415	2695	4066	678	610	573
ENSG00000050426__ENSMUSG00000037353	1623	1490	1613	213	156	146
ENSG00000110925__ENSMUSG00000044636	2636	2595	2608	296	278	254
ENSG00000135457__ENSMUSG00000009733	3684	3069	4885	502	354	485
ENSG00000184271__ENSMUSG00000009739	352	385	279	217	218	269
ENSG00000183283__ENSMUSG00000000346	1218	1276	1247	1744	1591	1746
ENSG00000170545__ENSMUSG00000053559	423	543	423	537	385	528
ENSG00000139610__ENSMUSG00000023031	2	3	0	6	7	13
ENSG00000139629__ENSMUSG00000037280	1004	913	870	3038	2589	3201
ENSG00000050438__ENSMUSG00000023032	441	430	536	1498	1208	1283
ENSG00000196876__ENSMUSG00000023033	776	545	1264	85	92	138
ENSG00000167612__ENSMUSG00000047034	7	4	11	0	0	0
ENSG00000139567__ENSMUSG00000000530	8	11	8	11	5	7
ENSG00000135503__ENSMUSG00000000532	1876	2076	1828	1394	1017	1335
ENSG00000161835__ENSMUSG00000000531	82	84	63	236	239	394
ENSG00000123358__ENSMUSG00000023034	706	762	578	776	837	797
ENSG00000123395__ENSMUSG00000037204	1825	1778	1435	799	782	748
ENSG00000167767__ENSMUSG00000037185	15	26	42	100	66	124
ENSG00000135480__ENSMUSG00000023039	339	371	273	556	398	538
ENSG00000161849__ENSMUSG00000044294	0	0	0	0	1	0
ENSG00000161850__ENSMUSG00000049548	0	0	0	0	0	1
ENSG00000170454__ENSMUSG00000022986	0	0	0	0	0	0
ENSG00000186081__ENSMUSG00000061527	1	1	1	2	1	0
ENSG00000139648__ENSMUSG00000051879	0	0	0	0	0	0
ENSG00000170486__ENSMUSG00000056605	0	1	1	0	0	1
ENSG00000186049__ENSMUSG00000063661	1	0	0	0	0	0
ENSG00000172867__ENSMUSG00000064201	0	0	0	0	0	0
ENSG00000167768__ENSMUSG00000046834	0	0	0	0	0	1
ENSG00000189182__ENSMUSG00000067594	2	1	0	0	0	0
ENSG00000185069__ENSMUSG00000075402	0	1	1	0	0	0
ENSG00000170477__ENSMUSG00000059668	0	1	0	0	0	0
ENSG00000185640__ENSMUSG00000061397	0	0	0	0	0	0
ENSG00000170423__ENSMUSG00000050463	0	1	0	0	0	0
ENSG00000170421__ENSMUSG00000049382	48461	40567	31226	1081	668	827
ENSG00000111057__ENSMUSG00000023043	31476	35063	28668	567	401	768
ENSG00000063046__ENSMUSG00000058655	39537	31508	41766	15737	17023	18194
ENSG00000111077__ENSMUSG00000037003	549	982	693	102	90	245
ENSG00000167778__ENSMUSG00000036966	865	771	528	382	364	388
ENSG00000167779__ENSMUSG00000023046	376	459	418	1	3	0
ENSG00000167780__ENSMUSG00000023045	1	3	2	24	36	89
ENSG00000238669__ENSMUSG00000089450	0	0	0	0	0	0
ENSG00000139631__ENSMUSG00000023044	135	135	179	372	424	475
ENSG00000139651__ENSMUSG00000046897	2515	2821	2388	1931	2201	2295
ENSG00000139626__ENSMUSG00000001281	23	30	22	358	292	301
ENSG00000172819__ENSMUSG00000001288	3772	4390	3293	255	291	216
ENSG00000182544__ENSMUSG00000045665	1519	1749	1336	634	622	626
ENSG00000135476__ENSMUSG00000058290	5433	5416	5300	3397	3414	3699
ENSG00000123349__ENSMUSG00000001289	11219	10713	8425	1532	1465	1587
ENSG00000139637__ENSMUSG00000001285	3726	4196	3017	593	582	619
ENSG00000094914__ENSMUSG00000036678	4889	5619	3901	2414	2268	2536
ENSG00000170374__ENSMUSG00000060284	9	9	3	1	1	2
ENSG00000185591__ENSMUSG00000001280	5929	4432	6692	4315	4899	5716
ENSG00000135409__ENSMUSG00000023047	7	7	2	199	220	358
ENSG00000197111__ENSMUSG00000056851	14068	15716	13815	9419	9030	9975
ENSG00000139625__ENSMUSG00000023050	602	619	576	436	423	516
ENSG00000139546__ENSMUSG00000023051	4838	4715	3455	859	882	953
ENSG00000139574__ENSMUSG00000023052	0	0	0	3	7	0
ENSG00000012822__ENSMUSG00000023055	914	942	748	1040	1089	1124
ENSG00000123364__ENSMUSG00000001655	1	1	0	335	280	320
ENSG00000123407__ENSMUSG00000050328	0	0	0	155	116	133
ENSG00000123388__ENSMUSG00000001656	0	0	0	13	7	11
