orth_id	hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000121774__ENSMUSG00000028790	18079	18314	23634	3841	3831	4020
ENSG00000121775__ENSMUSG00000053730	1322	1571	1307	282	255	213
ENSG00000025800__ENSMUSG00000003731	8212	7724	8304	2720	2838	3321
ENSG00000084652__ENSMUSG00000053841	7057	7645	6699	2282	2289	2362
ENSG00000160050__ENSMUSG00000028795	680	682	460	336	231	245
ENSG00000160051__ENSMUSG00000040795	414	483	404	411	343	454
ENSG00000222046__ENSMUSG00000078552	5	2	3	26	17	45
ENSG00000160055__ENSMUSG00000028797	497	529	446	1220	1191	1300
ENSG00000084623__ENSMUSG00000028798	20261	21721	17686	4028	4100	4176
ENSG00000183615__ENSMUSG00000050493	59	54	57	0	1	1
ENSG00000182866__ENSMUSG00000000409	5987	5753	3935	233	229	232
ENSG00000116478__ENSMUSG00000028800	7879	8062	7849	8471	8610	8555
ENSG00000175130__ENSMUSG00000047945	30528	33805	29434	5412	5172	4607
ENSG00000162526__ENSMUSG00000000411	1	3	6	5	2	4
ENSG00000225828__ENSMUSG00000078554	13	13	11	0	1	1
ENSG00000160058__ENSMUSG00000040859	4252	4502	4075	1126	1275	1372
ENSG00000254553__ENSMUSG00000048485	0	0	0	115	119	140
ENSG00000273274__ENSMUSG00000048485	390	299	371	115	119	140
ENSG00000160062__ENSMUSG00000028807	311	210	541	807	893	885
ENSG00000176261__ENSMUSG00000057572	1004	998	1337	565	639	604
ENSG00000162520__ENSMUSG00000001333	9	3	6	69	123	110
ENSG00000162522__ENSMUSG00000050390	5869	6541	5929	5162	4378	4911
ENSG00000134684__ENSMUSG00000028811	22332	23388	19286	2358	2141	2762
ENSG00000116497__ENSMUSG00000040928	2449	1703	3230	1965	2215	2427
ENSG00000160097__ENSMUSG00000001334	72	115	101	4	1	5
ENSG00000121905__ENSMUSG00000028785	23	23	21	1	4	6
ENSG00000121900__ENSMUSG00000028786	157	263	141	1	1	2
ENSG00000116514__ENSMUSG00000028793	1126	1321	1256	1031	1109	1124
ENSG00000004455__ENSMUSG00000028792	8463	8289	7243	4549	4230	4972
ENSG00000142920__ENSMUSG00000028789	52	49	48	660	510	787
ENSG00000116525__ENSMUSG00000041000	987	1082	826	147	189	137
ENSG00000160094__ENSMUSG00000028799	995	1106	873	158	134	178
ENSG00000184389__ENSMUSG00000028794	0	0	0	3	2	1
ENSG00000134686__ENSMUSG00000028796	1219	1115	976	734	517	498
ENSG00000121903__ENSMUSG00000061894	246	185	285	190	206	257
ENSG00000121904__ENSMUSG00000028804	2004	1836	2474	5	7	8
ENSG00000176256__ENSMUSG00000048686	1	0	1	0	0	0
ENSG00000142698__ENSMUSG00000028813	818	747	825	0	0	3
ENSG00000163866__ENSMUSG00000042380	2750	2842	2414	518	525	506
ENSG00000189280__ENSMUSG00000042357	24	19	23	1377	997	1133
ENSG00000189433__ENSMUSG00000046623	13	20	19	159	147	156
ENSG00000188910__ENSMUSG00000042367	80	72	79	6311	5847	5671
ENSG00000187513__ENSMUSG00000050234	340	350	278	66	54	68
ENSG00000116544__ENSMUSG00000042388	1023	1331	1176	1628	1414	1227
ENSG00000243749__ENSMUSG00000070737	44	54	36	401	342	509
ENSG00000163867__ENSMUSG00000042408	238	157	552	852	826	1360
ENSG00000197056__ENSMUSG00000043872	968	556	1698	840	975	987
ENSG00000116560__ENSMUSG00000028820	30782	35424	42630	7013	8317	7763
ENSG00000146463__ENSMUSG00000042446	4895	2534	9397	2380	2906	3138
ENSG00000142687__ENSMUSG00000028830	5648	4961	4763	406	370	435
ENSG00000020129__ENSMUSG00000028833	5098	5972	5959	770	705	688
ENSG00000116819__ENSMUSG00000042477	12	17	9	0	1	1
ENSG00000126067__ENSMUSG00000028837	11067	13433	10613	2595	2245	2287
ENSG00000142686__ENSMUSG00000073755	1131	1158	1165	84	69	69
ENSG00000092853__ENSMUSG00000042489	1282	818	3007	1056	1091	1141
ENSG00000134698__ENSMUSG00000042500	577	380	894	65	69	103
ENSG00000092847__ENSMUSG00000041530	7296	5735	7720	1960	2180	2107
ENSG00000126070__ENSMUSG00000028842	791	572	1284	367	405	510
ENSG00000092850__ENSMUSG00000028845	30	53	43	9	17	20
ENSG00000116863__ENSMUSG00000042558	2504	2445	2015	1122	973	1144
ENSG00000171812__ENSMUSG00000056174	186	236	135	0	0	0
ENSG00000054116__ENSMUSG00000028847	2609	2588	2290	936	847	917
ENSG00000116871__ENSMUSG00000028849	4309	4950	4188	1021	931	985
ENSG00000054118__ENSMUSG00000043962	14199	12737	17513	6688	6852	7253
ENSG00000214193__ENSMUSG00000073758	411	562	415	160	157	135
ENSG00000142694__ENSMUSG00000050212	194	247	154	219	309	296
ENSG00000196182__ENSMUSG00000042608	4047	3776	3426	1040	1028	1095
ENSG00000181817__ENSMUSG00000050188	3113	3069	2167	283	308	278
ENSG00000116885__ENSMUSG00000042616	207	234	187	141	134	129
ENSG00000116898__ENSMUSG00000028861	6963	6998	6263	962	972	1049
ENSG00000119535__ENSMUSG00000028859	0	0	1	10	22	23
ENSG00000163873__ENSMUSG00000001985	304	401	290	2298	1783	2414
ENSG00000207328__ENSMUSG00000077857	0	0	0	0	0	0
ENSG00000163874__ENSMUSG00000042677	865	894	889	251	240	308
ENSG00000163875__ENSMUSG00000028863	2309	2390	2983	612	564	610
ENSG00000163877__ENSMUSG00000050213	1168	1169	1144	646	599	664
ENSG00000163879__ENSMUSG00000042707	815	877	793	0	2	4
ENSG00000134697__ENSMUSG00000028869	5789	3759	10225	1623	1689	1925
ENSG00000169218__ENSMUSG00000028871	7	11	4	0	2	9
ENSG00000116922__ENSMUSG00000044730	2490	2746	2686	487	448	538
ENSG00000134690__ENSMUSG00000028873	4459	5430	4509	2650	2490	2836
ENSG00000183317__ENSMUSG00000028876	67	51	52	40	37	50
ENSG00000185090__ENSMUSG00000042763	331	444	331	208	227	262
ENSG00000196449__ENSMUSG00000028889	2254	2229	1923	693	710	755
ENSG00000197982__ENSMUSG00000078570	1783	1891	1623	68	63	85
ENSG00000188786__ENSMUSG00000028890	1056	920	1246	857	834	919
ENSG00000204084__ENSMUSG00000028894	1989	1958	1832	550	513	580
ENSG00000183431__ENSMUSG00000028902	13678	10733	15141	2296	2449	2499
ENSG00000212541__ENSMUSG00000064395	7	4	6	0	0	0
ENSG00000212541__ENSMUSG00000088548	7	4	6	0	0	0
ENSG00000212541__ENSMUSG00000089290	7	4	6	0	0	0
ENSG00000183386__ENSMUSG00000032643	2190	2841	2539	340	265	216
ENSG00000183520__ENSMUSG00000028907	3400	2996	4580	921	855	1003
ENSG00000185668__ENSMUSG00000090125	824	1129	1035	0	0	0
ENSG00000116954__ENSMUSG00000028646	1331	1007	1586	1028	1072	1266
ENSG00000214114__ENSMUSG00000028647	1261	924	1543	305	350	355
ENSG00000158315__ENSMUSG00000043333	69	46	72	49	46	73
ENSG00000174574__ENSMUSG00000023075	14612	16933	18249	878	963	970
ENSG00000168653__ENSMUSG00000028648	13827	14845	11684	1034	990	1121
ENSG00000127603__ENSMUSG00000028649	22986	9393	27935	9063	10990	13521
ENSG00000090621__ENSMUSG00000011257	19022	24355	21246	5827	5618	6309
ENSG00000201457__ENSMUSG00000065778	17	29	34	2	3	1
ENSG00000163909__ENSMUSG00000032744	313	431	285	0	0	0
ENSG00000116981__ENSMUSG00000054958	0	0	0	0	2	1
ENSG00000116983__ENSMUSG00000046093	179	245	156	17	18	36
ENSG00000084072__ENSMUSG00000028651	3204	2965	2192	886	806	993
ENSG00000198754__ENSMUSG00000076436	61	68	50	0	4	0
ENSG00000198754__ENSMUSG00000076438	61	68	50	1	0	1
ENSG00000043514__ENSMUSG00000028653	2104	1808	2678	530	581	745
ENSG00000116990__ENSMUSG00000028654	1267	1029	742	264	341	364
ENSG00000168389__ENSMUSG00000028655	1378	1390	1354	1	2	2
ENSG00000131236__ENSMUSG00000028656	22294	21384	23564	4233	4124	4375
ENSG00000131238__ENSMUSG00000028657	12157	12888	14024	1194	1289	1436
ENSG00000117000__ENSMUSG00000049878	1015	446	2571	1229	1723	1871
ENSG00000188800__ENSMUSG00000078577	0	0	0	0	0	0
ENSG00000084073__ENSMUSG00000043207	3557	2501	6527	960	970	1035
ENSG00000049089__ENSMUSG00000028626	146	166	132	33	41	67
ENSG00000084070__ENSMUSG00000032870	622	736	651	387	380	464
ENSG00000187815__ENSMUSG00000064141	219	150	364	30	24	39
ENSG00000164002__ENSMUSG00000028629	324	317	472	168	215	219
ENSG00000117016__ENSMUSG00000032890	3424	2704	1818	71	106	153
ENSG00000066136__ENSMUSG00000032897	2678	3106	2844	863	991	821
ENSG00000198974__ENSMUSG00000065409	0	0	0	0	0	1
ENSG00000207962__ENSMUSG00000065490	0	0	0	0	0	1
ENSG00000117013__ENSMUSG00000028631	175	189	139	6	8	11
ENSG00000179862__ENSMUSG00000070803	202	202	177	49	36	60
ENSG00000171793__ENSMUSG00000028633	12041	12102	11429	2873	2923	3238
ENSG00000171790__ENSMUSG00000047518	45	42	50	0	1	0
ENSG00000010803__ENSMUSG00000000085	1067	977	930	523	550	633
ENSG00000204060__ENSMUSG00000052135	79	68	58	100	100	106
ENSG00000127129__ENSMUSG00000028635	12	14	14	0	0	0
ENSG00000127124__ENSMUSG00000028634	72	80	119	2	1	0
ENSG00000044012__ENSMUSG00000032978	0	0	1	0	0	0
ENSG00000197273__ENSMUSG00000023247	0	0	0	1	0	1
ENSG00000198815__ENSMUSG00000032998	3239	2544	4484	1350	1350	1727
ENSG00000177181__ENSMUSG00000048899	1176	985	1202	21	28	35
ENSG00000066185__ENSMUSG00000070806	24	16	15	5	1	4
ENSG00000127125__ENSMUSG00000028636	1364	1320	1250	367	466	381
ENSG00000186409__ENSMUSG00000028637	49	53	107	57	105	109
ENSG00000171960__ENSMUSG00000033036	3300	3335	2828	22	23	22
ENSG00000171960__ENSMUSG00000060288	3300	3335	2828	874	761	751
ENSG00000065978__ENSMUSG00000028639	75764	80582	77087	18764	19429	21117
ENSG00000164007__ENSMUSG00000066058	651	681	470	26	17	30
ENSG00000117385__ENSMUSG00000028641	4540	4678	3821	1295	1502	1473
ENSG00000164008__ENSMUSG00000078584	495	513	515	684	643	770
ENSG00000177868__ENSMUSG00000028643	1090	1020	1201	228	173	230
ENSG00000164010__ENSMUSG00000028644	334	269	369	1	0	1
ENSG00000164011__ENSMUSG00000045268	1525	1614	1394	91	87	124
ENSG00000117394__ENSMUSG00000028645	30866	33468	28441	7055	8093	6306
ENSG00000186973__ENSMUSG00000049154	21	15	16	4	5	1
ENSG00000117395__ENSMUSG00000028729	8286	9143	8392	1737	1961	1963
ENSG00000243710__ENSMUSG00000028730	39	27	52	2	3	3
ENSG00000179178__ENSMUSG00000050854	1658	1493	1251	20	18	15
ENSG00000253313__ENSMUSG00000028536	505	470	369	23	14	6
ENSG00000066056__ENSMUSG00000033191	620	736	515	0	4	4
ENSG00000117400__ENSMUSG00000006389	3	6	4	0	1	0
ENSG00000117399__ENSMUSG00000006398	15331	18482	13718	3177	3467	3814
ENSG00000066322__ENSMUSG00000006390	2184	1935	1697	246	189	235
ENSG00000159479__ENSMUSG00000006392	1550	1665	1412	830	810	819
ENSG00000198198__ENSMUSG00000033253	1243	1055	1128	829	856	1051
ENSG00000178922__ENSMUSG00000006395	198	163	144	12	13	19
ENSG00000142949__ENSMUSG00000033295	24522	22120	18458	6002	5470	5768
ENSG00000066135__ENSMUSG00000033326	9465	7924	8595	2632	2510	2837
ENSG00000126091__ENSMUSG00000028538	345	288	241	775	604	815
ENSG00000117407__ENSMUSG00000028539	474	410	397	13	4	11
ENSG00000117408__ENSMUSG00000033365	2770	2733	2521	674	564	526
ENSG00000132768__ENSMUSG00000028540	7103	7527	5774	304	294	311
ENSG00000117410__ENSMUSG00000033379	5680	5543	4668	2145	1744	2403
ENSG00000117411__ENSMUSG00000028541	5682	5543	4048	114	89	124
ENSG00000159214__ENSMUSG00000078588	742	730	683	0	1	3
ENSG00000196517__ENSMUSG00000028542	1936	1850	1610	94	63	115
ENSG00000171872__ENSMUSG00000048626	1	1	2	1	2	3
ENSG00000178028__ENSMUSG00000009640	3102	3169	2808	755	710	841
ENSG00000117419__ENSMUSG00000033423	5069	5138	3932	942	746	866
ENSG00000199385__ENSMUSG00000088349	0	0	0	0	0	0
ENSG00000187147__ENSMUSG00000028677	5639	5970	4635	2520	2522	2748
ENSG00000126106__ENSMUSG00000048772	643	565	428	27	20	30
ENSG00000198520__ENSMUSG00000060268	5	8	9	1	2	2
ENSG00000142945__ENSMUSG00000028678	6697	7142	6116	2361	2698	2787
ENSG00000142937__ENSMUSG00000047675	85283	91536	75191	21866	21857	23971
ENSG00000264294__ENSMUSG00000092680	0	0	0	1	1	2
ENSG00000200913__ENSMUSG00000064751	19	13	12	0	0	0
ENSG00000202031__ENSMUSG00000065680	6	8	3	0	0	0
ENSG00000173846__ENSMUSG00000028680	541	630	629	290	321	347
ENSG00000188396__ENSMUSG00000047671	4	1	7	4	3	3
ENSG00000222009__ENSMUSG00000073771	25	44	34	867	814	976
ENSG00000117425__ENSMUSG00000028681	12	13	19	188	206	234
ENSG00000070785__ENSMUSG00000028683	2628	2290	2444	1116	1076	1314
ENSG00000126107__ENSMUSG00000046861	3595	3623	2947	444	355	490
ENSG00000126088__ENSMUSG00000028684	7206	6411	4874	1130	1129	1104
ENSG00000162415__ENSMUSG00000033948	445	391	409	126	145	168
ENSG00000186603__ENSMUSG00000043155	378	405	324	217	291	198
ENSG00000132781__ENSMUSG00000028687	2441	2243	1777	346	323	432
ENSG00000132773__ENSMUSG00000028688	1524	1793	1584	402	454	426
ENSG00000070759__ENSMUSG00000033985	543	488	388	383	523	415
ENSG00000132763__ENSMUSG00000028690	859	951	781	617	728	786
ENSG00000117450__ENSMUSG00000028691	49471	50302	47121	18063	17376	17085
ENSG00000117448__ENSMUSG00000028692	10705	10531	7605	7258	6326	7158
ENSG00000132780__ENSMUSG00000028693	30998	26782	51316	6855	9179	10063
ENSG00000159588__ENSMUSG00000034035	38	29	42	19	14	23
ENSG00000159592__ENSMUSG00000034042	5395	4642	7160	2044	2493	2788
ENSG00000159596__ENSMUSG00000055900	2529	1966	3113	247	255	298
ENSG00000197429__ENSMUSG00000028696	384	271	399	314	304	422
ENSG00000086015__ENSMUSG00000003810	4986	4514	3703	1299	1271	1285
ENSG00000117461__ENSMUSG00000028698	1243	795	1345	464	502	439
ENSG00000117472__ENSMUSG00000028699	1	1	1	63	57	35
ENSG00000250719__ENSMUSG00000078593	0	0	0	0	1	4
ENSG00000085998__ENSMUSG00000028700	3694	3387	2712	1020	977	904
ENSG00000171357__ENSMUSG00000028701	76	96	70	75	97	127
ENSG00000085999__ENSMUSG00000028702	3332	3690	2926	1278	1234	1220
ENSG00000132128__ENSMUSG00000028703	5133	5450	4387	402	326	376
ENSG00000173660__ENSMUSG00000063882	17345	17024	15054	2664	2444	2114
ENSG00000117481__ENSMUSG00000028706	1902	1750	1758	137	127	160
ENSG00000117480__ENSMUSG00000034171	454	431	380	25	25	53
ENSG00000197587__ENSMUSG00000028707	4	5	4	9	19	18
ENSG00000162456__ENSMUSG00000073774	1	0	3	1	0	1
ENSG00000079277__ENSMUSG00000028708	930	872	788	677	598	707
ENSG00000142961__ENSMUSG00000028709	609	733	660	440	517	510
ENSG00000123472__ENSMUSG00000028710	4183	4146	4416	439	460	629
ENSG00000159658__ENSMUSG00000034210	3076	2297	4322	768	720	899
ENSG00000186118__ENSMUSG00000044556	2	0	2	4	0	2
ENSG00000142973__ENSMUSG00000028713	4	7	4	0	0	0
ENSG00000186377__ENSMUSG00000047155	150	206	264	0	0	0
ENSG00000162366__ENSMUSG00000028716	2	3	1	16	10	23
ENSG00000162367__ENSMUSG00000028717	2	4	2	8	4	9
ENSG00000123473__ENSMUSG00000028718	1875	985	3605	540	678	687
ENSG00000162368__ENSMUSG00000028719	1788	1296	3176	1091	1253	1444
ENSG00000186790__ENSMUSG00000044518	6	10	14	0	0	0
ENSG00000186564__ENSMUSG00000055210	3	2	0	0	2	0
ENSG00000269113__ENSMUSG00000070867	241	247	207	0	1	0
ENSG00000117834__ENSMUSG00000028544	1	3	4	1	2	2
ENSG00000132122__ENSMUSG00000034401	298	203	550	380	349	420
ENSG00000206700__ENSMUSG00000077518	0	0	0	0	0	0
ENSG00000186094__ENSMUSG00000061298	4	3	6	0	0	0
ENSG00000162373__ENSMUSG00000028545	183	212	169	22	16	22
ENSG00000162374__ENSMUSG00000028546	2	3	7	5	16	20
ENSG00000142700__ENSMUSG00000047143	0	1	0	16	31	20
ENSG00000185104__ENSMUSG00000010517	3334	3138	3602	2369	2323	2938
ENSG00000123080__ENSMUSG00000028551	4	2	1	45	45	64
ENSG00000204006__ENSMUSG00000060491	0	0	0	0	0	0
ENSG00000123091__ENSMUSG00000028557	3037	2666	4062	651	746	841
ENSG00000085831__ENSMUSG00000028555	559	623	445	15	14	29
ENSG00000085832__ENSMUSG00000028552	2571	1391	4808	417	507	589
ENSG00000117859__ENSMUSG00000028559	3662	1999	6652	1386	1658	1965
ENSG00000078618__ENSMUSG00000053510	10647	6403	16150	2985	2771	3426
ENSG00000169213__ENSMUSG00000003411	4822	3431	6543	22	20	42
ENSG00000117862__ENSMUSG00000028567	7588	8455	7076	1443	1437	1745
ENSG00000134717__ENSMUSG00000028568	5513	3942	6826	637	784	863
ENSG00000157077__ENSMUSG00000034557	2480	1664	3662	652	729	841
ENSG00000154222__ENSMUSG00000028582	1858	1944	1898	1280	1309	1546
ENSG00000085840__ENSMUSG00000028587	5396	5892	5679	1272	1425	1353
ENSG00000134748__ENSMUSG00000063800	4115	4479	5964	1703	1663	1832
ENSG00000134744__ENSMUSG00000034610	1481	887	3498	1014	1094	1567
ENSG00000116157__ENSMUSG00000028597	705	784	603	171	182	213
ENSG00000182183__ENSMUSG00000059816	37	44	32	5	10	11
ENSG00000162377__ENSMUSG00000048351	2603	2593	3332	507	578	577
ENSG00000162378__ENSMUSG00000034636	1225	643	2086	1452	1493	1776
ENSG00000206627__ENSMUSG00000065299	0	0	0	0	0	0
ENSG00000203995__ENSMUSG00000034645	54	61	40	982	712	1143
ENSG00000121310__ENSMUSG00000028601	246	296	205	1494	1389	1851
ENSG00000116171__ENSMUSG00000028603	1330	1012	2352	1275	1175	1458
ENSG00000174348__ENSMUSG00000028600	4	11	3	19	20	26
ENSG00000162383__ENSMUSG00000008932	4	3	3	1	1	8
ENSG00000157184__ENSMUSG00000028607	2029	2024	1816	431	390	516
ENSG00000162384__ENSMUSG00000028608	2197	2330	2128	549	620	736
ENSG00000162385__ENSMUSG00000028609	2478	2347	3303	1404	1480	1357
ENSG00000157193__ENSMUSG00000028613	5687	4614	5607	216	245	370
ENSG00000143006__ENSMUSG00000028610	17	19	13	13	8	12
ENSG00000174332__ENSMUSG00000034762	6	6	8	2	0	1
ENSG00000058804__ENSMUSG00000028614	6625	3589	9404	2232	2061	2111
ENSG00000058799__ENSMUSG00000057375	2407	2168	1991	542	500	576
ENSG00000211452__ENSMUSG00000034785	10	9	11	1	1	1
ENSG00000081870__ENSMUSG00000063172	1099	1226	1359	133	145	173
ENSG00000116212__ENSMUSG00000028617	3537	3950	3512	758	721	834
ENSG00000203985__ENSMUSG00000070877	0	0	1	0	0	1
ENSG00000116209__ENSMUSG00000028618	4172	3549	4519	2956	2804	3247
ENSG00000116205__ENSMUSG00000028619	797	702	907	383	374	390
ENSG00000157211__ENSMUSG00000047636	0	4	2	1	3	3
ENSG00000256407__ENSMUSG00000028621	1	0	0	59	57	58
ENSG00000215883__ENSMUSG00000028621	500	533	487	59	57	58
ENSG00000116221__ENSMUSG00000028622	9876	9970	7600	1228	1126	1172
ENSG00000157216__ENSMUSG00000061887	9261	11323	9709	1446	1115	1215
ENSG00000162390__ENSMUSG00000034853	494	433	308	40	34	48
ENSG00000162391__ENSMUSG00000034871	21	25	15	0	0	2
ENSG00000271723__ENSMUSG00000047502	0	0	0	6	8	15
ENSG00000184313__ENSMUSG00000047502	0	0	0	6	8	15
ENSG00000243725__ENSMUSG00000025413	387	398	313	1066	1108	1250
ENSG00000162396__ENSMUSG00000043572	1007	1007	782	441	398	426
ENSG00000006555__ENSMUSG00000034919	114	102	75	0	2	0
ENSG00000162398__ENSMUSG00000054362	30	25	20	20	36	39
ENSG00000116133__ENSMUSG00000034926	102318	75911	77758	2380	2314	1970
ENSG00000162399__ENSMUSG00000025418	42	23	25	14	3	12
ENSG00000169174__ENSMUSG00000044254	5866	2599	4113	79	69	81
ENSG00000162402__ENSMUSG00000028514	3959	1813	6991	3292	3859	4553
ENSG00000199831__ENSMUSG00000089343	0	0	0	0	0	0
ENSG00000162407__ENSMUSG00000028517	1750	1625	2129	2052	1633	2365
ENSG00000162409__ENSMUSG00000028518	438	291	904	614	614	845
ENSG00000187889__ENSMUSG00000078612	6	7	15	0	1	3
ENSG00000157131__ENSMUSG00000035031	0	0	0	0	0	1
ENSG00000021852__ENSMUSG00000029656	0	0	0	6	7	15
ENSG00000173406__ENSMUSG00000028519	652	614	1044	14	17	30
ENSG00000162600__ENSMUSG00000035069	538	357	890	310	274	349
ENSG00000184292__ENSMUSG00000051397	91	98	92	59	12	25
ENSG00000162601__ENSMUSG00000062627	2640	1319	9304	458	654	887
ENSG00000177606__ENSMUSG00000052684	1510	1771	2233	373	343	441
ENSG00000172456__ENSMUSG00000028573	569	542	427	207	160	257
ENSG00000134709__ENSMUSG00000028572	1837	857	3994	702	1192	1681
ENSG00000134716__ENSMUSG00000015224	124	148	149	19	24	45
ENSG00000134716__ENSMUSG00000028571	124	148	149	0	1	0
ENSG00000162598__ENSMUSG00000078639	4	1	6	0	0	0
ENSG00000162599__ENSMUSG00000028565	46	28	42	20	11	13
ENSG00000162604__ENSMUSG00000028563	400	390	634	318	370	419
ENSG00000132849__ENSMUSG00000061859	2309	1271	3361	309	237	391
ENSG00000240563__ENSMUSG00000087166	25146	15268	64081	2895	4444	3464
ENSG00000200174__ENSMUSG00000089170	0	0	0	0	1	0
ENSG00000132854__ENSMUSG00000035407	17	22	14	81	88	56
ENSG00000162607__ENSMUSG00000028560	3000	2163	6359	1846	2491	2238
ENSG00000116641__ENSMUSG00000028556	1547	702	3207	1019	815	991
ENSG00000132855__ENSMUSG00000028553	1	0	2	2	2	2
ENSG00000125703__ENSMUSG00000028550	921	583	1579	295	288	345
ENSG00000187140__ENSMUSG00000067261	497	656	675	285	335	335
ENSG00000088035__ENSMUSG00000073792	1071	762	1788	1058	1178	1386
ENSG00000142856__ENSMUSG00000028549	1265	1132	1860	91	94	125
ENSG00000203965__ENSMUSG00000073791	190	135	362	23	41	49
ENSG00000079739__ENSMUSG00000025791	3094	3216	2327	674	758	740
ENSG00000185483__ENSMUSG00000035305	4311	3296	7656	5	10	11
ENSG00000207190__ENSMUSG00000065244	0	0	0	0	0	0
ENSG00000177414__ENSMUSG00000069733	0	3	0	0	0	0
ENSG00000158966__ENSMUSG00000028532	2837	2470	4105	803	703	656
ENSG00000162437__ENSMUSG00000035275	1507	1034	2674	85	93	146
ENSG00000162434__ENSMUSG00000028530	2779	2028	3372	1149	1033	1370
ENSG00000199135__ENSMUSG00000065451	1	0	2	0	0	0
ENSG00000162433__ENSMUSG00000028527	10738	7159	13145	5273	5856	4905
ENSG00000116675__ENSMUSG00000028528	217	186	297	1762	2006	1884
ENSG00000116678__ENSMUSG00000057722	124	100	180	14	10	12
ENSG00000213625__ENSMUSG00000035212	1507	991	2469	2109	2131	2245
ENSG00000184588__ENSMUSG00000028525	756	574	990	3	4	0
ENSG00000223152__ENSMUSG00000084435	0	0	0	0	0	0
ENSG00000118473__ENSMUSG00000028524	48	22	52	1	1	0
ENSG00000152760__ENSMUSG00000028523	35	40	53	0	0	0
ENSG00000172410__ENSMUSG00000066090	0	0	0	0	0	0
ENSG00000152763__ENSMUSG00000035126	23	25	63	44	33	67
ENSG00000198160__ENSMUSG00000028522	921	503	2235	999	1172	1406
ENSG00000116704__ENSMUSG00000028521	411	292	739	277	243	284
ENSG00000203963__ENSMUSG00000028520	0	0	0	0	0	0
ENSG00000162594__ENSMUSG00000049093	0	2	1	0	1	0
ENSG00000081985__ENSMUSG00000018341	69	77	92	27	48	59
ENSG00000142864__ENSMUSG00000036371	32035	22530	50505	13955	15277	17083
ENSG00000116717__ENSMUSG00000036390	824	1081	1301	221	310	291
ENSG00000172380__ENSMUSG00000036402	2317	1507	3884	861	764	1032
ENSG00000116729__ENSMUSG00000028173	123	174	94	545	283	322
ENSG00000116745__ENSMUSG00000028174	2	1	1	0	0	0
ENSG00000024526__ENSMUSG00000028175	1429	806	2984	161	289	335
ENSG00000033122__ENSMUSG00000028176	17	13	47	0	0	0
ENSG00000066557__ENSMUSG00000063052	1671	1009	3562	1446	1546	1894
ENSG00000116754__ENSMUSG00000055436	7729	5479	16244	4067	4321	5767
ENSG00000118454__ENSMUSG00000039988	985	682	1636	838	1213	1140
ENSG00000116761__ENSMUSG00000028179	1713	1262	1409	3687	3684	4122
ENSG00000050628__ENSMUSG00000040016	10	7	16	3	3	2
ENSG00000132485__ENSMUSG00000028180	4523	3000	9523	2390	2966	3817
ENSG00000207721__ENSMUSG00000065431	3	1	15	9	9	24
ENSG00000172260__ENSMUSG00000040037	58	43	118	2	3	0
ENSG00000251825__ENSMUSG00000089016	0	0	0	0	0	0
ENSG00000251825__ENSMUSG00000088714	0	0	0	0	0	0
ENSG00000162620__ENSMUSG00000028182	21	22	32	10	13	23
ENSG00000254685__ENSMUSG00000053870	162	83	321	205	241	315
ENSG00000259030__ENSMUSG00000040086	1	0	1	0	0	0
ENSG00000116783__ENSMUSG00000040086	0	5	3	0	0	0
ENSG00000178965__ENSMUSG00000078161	1	0	0	17	6	26
ENSG00000116791__ENSMUSG00000028199	1751	1077	3061	1654	1367	1385
ENSG00000162623__ENSMUSG00000047583	1210	839	2436	247	224	212
ENSG00000206999__ENSMUSG00000065315	0	0	0	0	1	0
ENSG00000137968__ENSMUSG00000028360	138	61	429	0	0	0
ENSG00000117054__ENSMUSG00000062908	2027	1243	3814	2586	3506	3776
ENSG00000137955__ENSMUSG00000038975	2873	2154	6692	1851	2242	2592
ENSG00000206620__ENSMUSG00000065463	0	0	0	2	1	2
ENSG00000207241__ENSMUSG00000065738	0	0	0	22	31	35
ENSG00000201487__ENSMUSG00000064731	0	0	0	18	21	24
