index	gene_id	gene_name
M07208_1	ENSG00000113722	CDX1
M07209_1	ENSG00000113722	CDX1
M07210_1	ENSG00000113722	CDX1
M07211_1	ENSG00000113722	CDX1
M07212_1	ENSG00000172059	KLF11
M07213_1	ENSG00000172059	KLF11
M07215_1	ENSG00000125492	BARHL1
M07216_1	ENSG00000125492	BARHL1
M07217_1	ENSG00000180318	ALX1
M07218_1	ENSG00000180318	ALX1
M07221_1	ENSG00000261678	SCRT1
M07227_1	ENSG00000114861	FOXP1
M07228_1	ENSG00000261678	SCRT1
M07230_1	ENSG00000111269	CREBL2
M07232_1	ENSG00000180318	ALX1
M07239_1	ENSG00000128610	FEZF1
M07240_1	ENSG00000162761	LMX1A
M07241_1	ENSG00000180318	ALX1
M07245_1	ENSG00000180318	ALX1
M07246_1	ENSG00000180318	ALX1
M07247_1	ENSG00000180318	ALX1
M07257_1	ENSG00000180318	ALX1
M07258_1	ENSG00000180318	ALX1
M07259_1	ENSG00000180318	ALX1
M07260_1	ENSG00000180318	ALX1
M07261_1	ENSG00000170802	FOXN2
M07262_1	ENSG00000170802	FOXN2
M07263_1	ENSG00000170802	FOXN2
M07264_1	ENSG00000170802	FOXN2
M07265_1	ENSG00000170802	FOXN2
M07267_1	ENSG00000111087	GLI1
M07272_1	ENSG00000157613	CREB3L1
M07273_1	ENSG00000157613	CREB3L1
M07274_1	ENSG00000157613	CREB3L1
M07275_1	ENSG00000123268	ATF1
M07276_1	ENSG00000123268	ATF1
M07277_1	ENSG00000054598	FOXC1
M07278_1	ENSG00000090447	TFAP4
M07282_1	ENSG00000143437	ARNT
M07285_1	ENSG00000140262	TCF12
M07286_1	ENSG00000165556	CDX2
M07287_1	ENSG00000165556	CDX2
M07292_1	ENSG00000172238	ATOH1
M07293_1	ENSG00000172238	ATOH1
M07295_1	ENSG00000144355	DLX1
M07296_1	ENSG00000144355	DLX1
M07299_1	ENSG00000173253	DMRT2
M07304_1	ENSG00000114315	HES1
M07308_1	ENSG00000135638	EMX1
M07311_1	ENSG00000120690	ELF1
M07312_1	ENSG00000120690	ELF1
M07313_1	ENSG00000126368	NR1D1
M07314_1	ENSG00000126368	NR1D1
M07315_1	ENSG00000135638	EMX1
M07316_1	ENSG00000135638	EMX1
M07317_1	ENSG00000135638	EMX1
M07318_1	ENSG00000135638	EMX1
M07319_1	ENSG00000163064	EN1
M07320_1	ENSG00000173153	ESRRA
M07321_1	ENSG00000126767	ELK1
M07322_1	ENSG00000126767	ELK1
M07323_1	ENSG00000126767	ELK1
M07324_1	ENSG00000124664	SPDEF
M07325_1	ENSG00000124664	SPDEF
M07326_1	ENSG00000124664	SPDEF
M07327_1	ENSG00000124664	SPDEF
M07328_1	ENSG00000124664	SPDEF
M07329_1	ENSG00000106038	EVX1
M07330_1	ENSG00000164900	GBX1
M07331_1	ENSG00000007372	PAX6
M07332_1	ENSG00000007372	PAX6
M07333_1	ENSG00000007372	PAX6
M07337_1	ENSG00000251493	FOXD1
M07338_1	ENSG00000251493	FOXD1
M07339_1	ENSG00000251493	FOXD1
M07340_1	ENSG00000251493	FOXD1
M07341_1	ENSG00000171956	FOXB1
M07342_1	ENSG00000172238	ATOH1
M07343_1	ENSG00000129514	FOXA1
M07344_1	ENSG00000129514	FOXA1
M07345_1	ENSG00000105997	HOXA3
M07349_1	ENSG00000137270	GCM1
M07350_1	ENSG00000137270	GCM1
M07351_1	ENSG00000137270	GCM1
M07352_1	ENSG00000137270	GCM1
M07353_1	ENSG00000137270	GCM1
M07356_1	ENSG00000102145	GATA1
M07357_1	ENSG00000102145	GATA1
M07358_1	ENSG00000102145	GATA1
M07359_1	ENSG00000135903	PAX3
M07360_1	ENSG00000135903	PAX3
M07361_1	ENSG00000135903	PAX3
M07362_1	ENSG00000135903	PAX3
M07363_1	ENSG00000135903	PAX3
M07364_1	ENSG00000135903	PAX3
M07365_1	ENSG00000180318	ALX1
M07366_1	ENSG00000180318	ALX1
M07367_1	ENSG00000180318	ALX1
M07368_1	ENSG00000180318	ALX1
M07369_1	ENSG00000180318	ALX1
M07372_1	ENSG00000114315	HES1
M07373_1	ENSG00000180318	ALX1
M07375_1	ENSG00000164683	HEY1
M07376_1	ENSG00000164683	HEY1
M07377_1	ENSG00000163623	NKX6-1
M07378_1	ENSG00000163623	NKX6-1
M07380_1	ENSG00000072310	SREBF1
M07381_1	ENSG00000072310	SREBF1
M07382_1	ENSG00000104903	LYL1
M07383_1	ENSG00000104903	LYL1
M07384_1	ENSG00000104903	LYL1
M07389_1	ENSG00000215612	HMX1
M07390_1	ENSG00000101076	HNF4A
M07391_1	ENSG00000101076	HNF4A
M07392_1	ENSG00000101076	HNF4A
M07393_1	ENSG00000101076	HNF4A
M07394_1	ENSG00000123358	NR4A1
M07397_1	ENSG00000069667	RORA
M07403_1	ENSG00000177606	JUN
M07408_1	ENSG00000164330	EBF1
M07412_1	ENSG00000105991	HOXA1
M07413_1	ENSG00000138136	LBX1
M07414_1	ENSG00000138136	LBX1
M07415_1	ENSG00000138136	LBX1
M07416_1	ENSG00000138136	LBX1
M07417_1	ENSG00000138136	LBX1
M07418_1	ENSG00000138136	LBX1
M07419_1	ENSG00000273706	LHX1
M07420_1	ENSG00000273706	LHX1
M07422_1	ENSG00000107249	GLIS3
M07424_1	ENSG00000105610	KLF1
M07430_1	ENSG00000125952	MAX
M07431_1	ENSG00000164532	TBX20
M07436_1	ENSG00000111049	MYF5
M07437_1	ENSG00000111049	MYF5
M07438_1	ENSG00000111049	MYF5
M07439_1	ENSG00000162599	NFIA
M07442_1	ENSG00000143190	POU2F1
M07443_1	ENSG00000105392	CRX
M07445_1	ENSG00000052850	ALX4
M07446_1	ENSG00000052850	ALX4
M07447_1	ENSG00000172238	ATOH1
M07448_1	ENSG00000169856	ONECUT1
M07449_1	ENSG00000169856	ONECUT1
M07451_1	ENSG00000126778	SIX1
M07452_1	ENSG00000184058	TBX1
M07453_1	ENSG00000184058	TBX1
M07454_1	ENSG00000180318	ALX1
M07455_1	ENSG00000180318	ALX1
M07456_1	ENSG00000172818	OVOL1
M07457_1	ENSG00000169840	GSX1
M07458_1	ENSG00000143190	POU2F1
M07459_1	ENSG00000143190	POU2F1
M07460_1	ENSG00000105516	DBP
M07461_1	ENSG00000105516	DBP
M07462_1	ENSG00000180318	ALX1
M07464_1	ENSG00000102145	GATA1
M07465_1	ENSG00000102145	GATA1
M07466_1	ENSG00000126767	ELK1
M07467_1	ENSG00000125813	PAX1
M07468_1	ENSG00000125813	PAX1
M07472_1	ENSG00000180318	ALX1
M07473_1	ENSG00000135903	PAX3
M07474_1	ENSG00000135903	PAX3
M07475_1	ENSG00000052850	ALX4
M07476_1	ENSG00000052850	ALX4
M07477_1	ENSG00000052850	ALX4
M07480_1	ENSG00000052850	ALX4
M07481_1	ENSG00000052850	ALX4
M07482_1	ENSG00000052850	ALX4
M07483_1	ENSG00000116017	ARID3A
M07484_1	ENSG00000132005	RFX1
M07485_1	ENSG00000132005	RFX1
M07486_1	ENSG00000132005	RFX1
M07487_1	ENSG00000132005	RFX1
M07488_1	ENSG00000132005	RFX1
M07491_1	ENSG00000180318	ALX1
M07492_1	ENSG00000180318	ALX1
M07494_1	ENSG00000139352	ASCL1
M07495_1	ENSG00000105991	HOXA1
M07496_1	ENSG00000136352	NKX2-1
M07497_1	ENSG00000261678	SCRT1
M07500_1	ENSG00000165702	GFI1B
M07503_1	ENSG00000069812	HES2
M07506_1	ENSG00000235608	NKX1-1
M07507_1	ENSG00000176165	FOXG1
M07508_1	ENSG00000176165	FOXG1
M07509_1	ENSG00000176165	FOXG1
M07510_1	ENSG00000019549	SNAI2
M07511_1	ENSG00000126778	SIX1
M07512_1	ENSG00000126778	SIX1
M07513_1	ENSG00000126778	SIX1
M07514_1	ENSG00000126778	SIX1
M07515_1	ENSG00000164920	OSR2
M07516_1	ENSG00000164920	OSR2
M07523_1	ENSG00000181449	SOX2
M07524_1	ENSG00000181449	SOX2
M07525_1	ENSG00000125285	SOX21
M07528_1	ENSG00000185591	SP1
M07529_1	ENSG00000102145	GATA1
M07530_1	ENSG00000102145	GATA1
M07533_1	ENSG00000075891	PAX2
M07534_1	ENSG00000136352	NKX2-1
M07537_1	ENSG00000112333	NR2E1
M07538_1	ENSG00000112333	NR2E1
M07541_1	ENSG00000007372	PAX6
M07542_1	ENSG00000007372	PAX6
M07543_1	ENSG00000007372	PAX6
M07545_1	ENSG00000164107	HAND2
M07546_1	ENSG00000164107	HAND2
M07547_1	ENSG00000253293	HOXA10
M07548_1	ENSG00000052850	ALX4
M07549_1	ENSG00000164900	GBX1
M07550_1	ENSG00000186350	RXRA
M07551_1	ENSG00000177426	TGIF1
M07553_1	ENSG00000180318	ALX1
M07554_1	ENSG00000180318	ALX1
M07555_1	ENSG00000180318	ALX1
M07556_1	ENSG00000143190	POU2F1
M07557_1	ENSG00000019549	SNAI2
M07558_1	ENSG00000019549	SNAI2
M07564_1	ENSG00000169840	GSX1
M07565_1	ENSG00000169840	GSX1
M07566_1	ENSG00000169840	GSX1
M07567_1	ENSG00000144852	NR1I2
M07568_1	ENSG00000143257	NR1I3
M07569_1	ENSG00000169856	ONECUT1
M07570_1	ENSG00000169856	ONECUT1
M07571_1	ENSG00000135903	PAX3
M07572_1	ENSG00000135903	PAX3
M07573_1	ENSG00000106331	PAX4
M07574_1	ENSG00000106331	PAX4
M07575_1	ENSG00000169083	AR
M07576_1	ENSG00000072310	SREBF1
M07589_1	ENSG00000102974	CTCF
M07590_1	ENSG00000102974	CTCF
M07591_1	ENSG00000102974	CTCF
M08029_1	ENSG00000007968	E2F2
M08030_1	ENSG00000007968	E2F2
M08031_1	ENSG00000007968	E2F2
M08464_1	ENSG00000180318	ALX1
M08465_1	ENSG00000180318	ALX1
M08466_1	ENSG00000180318	ALX1
M08467_1	ENSG00000180318	ALX1
M08468_1	ENSG00000180318	ALX1
M08469_1	ENSG00000143437	ARNT
M08470_1	ENSG00000143437	ARNT
M08471_1	ENSG00000143437	ARNT
M08472_1	ENSG00000180318	ALX1
M08473_1	ENSG00000180318	ALX1
M08474_1	ENSG00000139352	ASCL1
M08475_1	ENSG00000139352	ASCL1
M08476_1	ENSG00000139352	ASCL1
M08477_1	ENSG00000139352	ASCL1
M08478_1	ENSG00000139352	ASCL1
M08479_1	ENSG00000115966	ATF2
M08480_1	ENSG00000115966	ATF2
M08481_1	ENSG00000115966	ATF2
M08482_1	ENSG00000115966	ATF2
M08483_1	ENSG00000162772	ATF3
M08484_1	ENSG00000162772	ATF3
M08485_1	ENSG00000162772	ATF3
M08486_1	ENSG00000162772	ATF3
M08487_1	ENSG00000128272	ATF4
M08488_1	ENSG00000128272	ATF4
M08489_1	ENSG00000128272	ATF4
M08490_1	ENSG00000267281	AC023509.3
M08491_1	ENSG00000267281	AC023509.3
M08492_1	ENSG00000172238	ATOH1
M08493_1	ENSG00000172238	ATOH1
M08494_1	ENSG00000156273	BACH1
M08495_1	ENSG00000125492	BARHL1
M08496_1	ENSG00000125492	BARHL1
M08497_1	ENSG00000125492	BARHL1
M08498_1	ENSG00000131668	BARX1
M08499_1	ENSG00000131668	BARX1
M08500_1	ENSG00000156127	BATF
M08501_1	ENSG00000156127	BATF
M08502_1	ENSG00000123685	BATF3
M08503_1	ENSG00000123685	BATF3
M08504_1	ENSG00000123685	BATF3
M08505_1	ENSG00000123685	BATF3
M08506_1	ENSG00000114439	BBX
M08507_1	ENSG00000114439	BBX
M08508_1	ENSG00000119866	BCL11A
M08509_1	ENSG00000119866	BCL11A
M08510_1	ENSG00000172238	ATOH1
M08511_1	ENSG00000172238	ATOH1
M08512_1	ENSG00000172238	ATOH1
M08513_1	ENSG00000172238	ATOH1
M08514_1	ENSG00000172238	ATOH1
M08515_1	ENSG00000172238	ATOH1
M08516_1	ENSG00000134107	BHLHE40
M08517_1	ENSG00000134107	BHLHE40
M08518_1	ENSG00000134107	BHLHE40
M08519_1	ENSG00000134107	BHLHE40
M08520_1	ENSG00000113722	CDX1
M08521_1	ENSG00000113722	CDX1
M08522_1	ENSG00000113722	CDX1
M08523_1	ENSG00000113722	CDX1
M08524_1	ENSG00000245848	CEBPA
M08525_1	ENSG00000245848	CEBPA
M08526_1	ENSG00000245848	CEBPA
M08527_1	ENSG00000245848	CEBPA
M08528_1	ENSG00000245848	CEBPA
M08529_1	ENSG00000245848	CEBPA
M08530_1	ENSG00000153879	CEBPG
M08531_1	ENSG00000153879	CEBPG
M08532_1	ENSG00000153879	CEBPG
M08533_1	ENSG00000153879	CEBPG
M08534_1	ENSG00000134852	CLOCK
M08535_1	ENSG00000134852	CLOCK
M08538_1	ENSG00000123268	ATF1
M08539_1	ENSG00000123268	ATF1
M08540_1	ENSG00000115966	ATF2
M08541_1	ENSG00000115966	ATF2
M08542_1	ENSG00000115966	ATF2
M08543_1	ENSG00000115966	ATF2
M08544_1	ENSG00000123268	ATF1
M08545_1	ENSG00000123268	ATF1
M08546_1	ENSG00000180318	ALX1
M08547_1	ENSG00000180318	ALX1
M08548_1	ENSG00000257923	CUX1
M08549_1	ENSG00000257923	CUX1
M08550_1	ENSG00000257923	CUX1
M08551_1	ENSG00000257923	CUX1
M08552_1	ENSG00000105516	DBP
M08553_1	ENSG00000105516	DBP
M08554_1	ENSG00000105516	DBP
M08555_1	ENSG00000105516	DBP
M08556_1	ENSG00000144355	DLX1
M08557_1	ENSG00000144355	DLX1
M08558_1	ENSG00000144355	DLX1
M08559_1	ENSG00000144355	DLX1
M08560_1	ENSG00000144355	DLX1
M08561_1	ENSG00000144355	DLX1
M08562_1	ENSG00000144355	DLX1
M08563_1	ENSG00000144355	DLX1
M08564_1	ENSG00000144355	DLX1
M08565_1	ENSG00000144355	DLX1
M08566_1	ENSG00000144355	DLX1
M08567_1	ENSG00000144355	DLX1
M08568_1	ENSG00000144355	DLX1
M08569_1	ENSG00000144355	DLX1
M08570_1	ENSG00000144355	DLX1
M08571_1	ENSG00000180318	ALX1
M08572_1	ENSG00000180318	ALX1
M08573_1	ENSG00000137090	DMRT1
M08574_1	ENSG00000137090	DMRT1
M08575_1	ENSG00000064218	DMRT3
M08576_1	ENSG00000064218	DMRT3
M08577_1	ENSG00000176399	DMRTA1
M08578_1	ENSG00000176399	DMRTA1
M08579_1	ENSG00000173253	DMRT2
M08580_1	ENSG00000173253	DMRT2
M08581_1	ENSG00000142025	DMRTC2
M08582_1	ENSG00000011332	DPF1
M08583_1	ENSG00000011332	DPF1
M08584_1	ENSG00000204595	DPRX
M08585_1	ENSG00000204595	DPRX
M08586_1	ENSG00000180318	ALX1
M08587_1	ENSG00000180318	ALX1
M08588_1	ENSG00000258873	DUXA
M08589_1	ENSG00000258873	DUXA
M08590_1	ENSG00000101412	E2F1
M08591_1	ENSG00000101412	E2F1
M08592_1	ENSG00000101412	E2F1
M08593_1	ENSG00000205250	E2F4
M08594_1	ENSG00000165891	E2F7
M08595_1	ENSG00000165891	E2F7
M08596_1	ENSG00000165891	E2F7
M08597_1	ENSG00000165891	E2F7
M08598_1	ENSG00000120738	EGR1
M08599_1	ENSG00000120738	EGR1
M08600_1	ENSG00000120738	EGR1
M08601_1	ENSG00000120738	EGR1
M08602_1	ENSG00000120738	EGR1
M08603_1	ENSG00000120738	EGR1
M08604_1	ENSG00000120738	EGR1
M08605_1	ENSG00000120738	EGR1
M08606_1	ENSG00000135373	EHF
M08607_1	ENSG00000135373	EHF
M08608_1	ENSG00000135373	EHF
M08609_1	ENSG00000135373	EHF
M08610_1	ENSG00000135373	EHF
M08611_1	ENSG00000135373	EHF
M08612_1	ENSG00000126767	ELK1
M08613_1	ENSG00000126767	ELK1
M08614_1	ENSG00000126767	ELK1
M08615_1	ENSG00000126767	ELK1
M08616_1	ENSG00000126767	ELK1
M08617_1	ENSG00000126767	ELK1
M08618_1	ENSG00000126767	ELK1
M08619_1	ENSG00000135638	EMX1
M08620_1	ENSG00000135638	EMX1
M08621_1	ENSG00000135638	EMX1
M08622_1	ENSG00000135638	EMX1
M08623_1	ENSG00000135638	EMX1
M08624_1	ENSG00000135638	EMX1
M08625_1	ENSG00000163064	EN1
M08626_1	ENSG00000163064	EN1
M08627_1	ENSG00000163508	EOMES
M08628_1	ENSG00000163508	EOMES
M08629_1	ENSG00000091831	ESR1
M08630_1	ENSG00000091831	ESR1
M08631_1	ENSG00000091831	ESR1
M08632_1	ENSG00000091831	ESR1
M08633_1	ENSG00000173153	ESRRA
M08634_1	ENSG00000173153	ESRRA
M08635_1	ENSG00000173153	ESRRA
M08636_1	ENSG00000173153	ESRRA
M08637_1	ENSG00000173153	ESRRA
M08638_1	ENSG00000173153	ESRRA
M08639_1	ENSG00000173153	ESRRA
M08640_1	ENSG00000173153	ESRRA
M08641_1	ENSG00000173153	ESRRA
M08642_1	ENSG00000173153	ESRRA
M08643_1	ENSG00000156150	ALX3
M08644_1	ENSG00000156150	ALX3
M08645_1	ENSG00000156150	ALX3
M08646_1	ENSG00000156150	ALX3
M08647_1	ENSG00000134954	ETS1
M08648_1	ENSG00000134954	ETS1
M08649_1	ENSG00000126767	ELK1
M08650_1	ENSG00000126767	ELK1
M08651_1	ENSG00000126767	ELK1
M08652_1	ENSG00000126767	ELK1
M08653_1	ENSG00000157554	ERG
M08654_1	ENSG00000157554	ERG
M08655_1	ENSG00000126767	ELK1
M08656_1	ENSG00000126767	ELK1
M08657_1	ENSG00000106038	EVX1
M08658_1	ENSG00000106038	EVX1
M08659_1	ENSG00000126767	ELK1
M08660_1	ENSG00000126767	ELK1
M08661_1	ENSG00000183733	FIGLA
M08662_1	ENSG00000183733	FIGLA
M08663_1	ENSG00000170345	FOS
M08664_1	ENSG00000170345	FOS
M08665_1	ENSG00000170345	FOS
M08666_1	ENSG00000170345	FOS
M08667_1	ENSG00000129514	FOXA1
M08668_1	ENSG00000129514	FOXA1
M08669_1	ENSG00000129514	FOXA1
M08670_1	ENSG00000129514	FOXA1
M08671_1	ENSG00000129514	FOXA1
M08672_1	ENSG00000129514	FOXA1
M08673_1	ENSG00000176692	FOXC2
M08674_1	ENSG00000176692	FOXC2
M08675_1	ENSG00000187140	FOXD3
M08676_1	ENSG00000187140	FOXD3
M08677_1	ENSG00000176165	FOXG1
M08678_1	ENSG00000176165	FOXG1
M08679_1	ENSG00000168269	FOXI1
M08680_1	ENSG00000168269	FOXI1
M08681_1	ENSG00000168269	FOXI1
M08682_1	ENSG00000168269	FOXI1
M08683_1	ENSG00000065970	FOXJ2
M08684_1	ENSG00000065970	FOXJ2
M08685_1	ENSG00000065970	FOXJ2
M08686_1	ENSG00000065970	FOXJ2
M08687_1	ENSG00000164916	FOXK1
M08688_1	ENSG00000164916	FOXK1
M08689_1	ENSG00000183770	FOXL2
M08690_1	ENSG00000183770	FOXL2
M08691_1	ENSG00000170802	FOXN2
M08692_1	ENSG00000170802	FOXN2
M08693_1	ENSG00000150907	FOXO1
M08694_1	ENSG00000150907	FOXO1
M08695_1	ENSG00000150907	FOXO1
M08696_1	ENSG00000150907	FOXO1
M08697_1	ENSG00000114861	FOXP1
M08698_1	ENSG00000114861	FOXP1
M08699_1	ENSG00000049768	FOXP3
M08700_1	ENSG00000049768	FOXP3
M08701_1	ENSG00000164379	FOXQ1
M08702_1	ENSG00000164379	FOXQ1
M08703_1	ENSG00000176302	FOXR1
M08704_1	ENSG00000176302	FOXR1
M08705_1	ENSG00000126767	ELK1
M08706_1	ENSG00000126767	ELK1
M08707_1	ENSG00000102145	GATA1
M08708_1	ENSG00000102145	GATA1
M08709_1	ENSG00000102145	GATA1
M08710_1	ENSG00000102145	GATA1
M08711_1	ENSG00000102145	GATA1
M08712_1	ENSG00000102145	GATA1
M08713_1	ENSG00000102145	GATA1
M08714_1	ENSG00000102145	GATA1
M08715_1	ENSG00000164900	GBX1
M08716_1	ENSG00000164900	GBX1
M08717_1	ENSG00000137270	GCM1
M08718_1	ENSG00000137270	GCM1
M08719_1	ENSG00000137270	GCM1
M08720_1	ENSG00000137270	GCM1
M08721_1	ENSG00000162676	GFI1
M08722_1	ENSG00000162676	GFI1
M08723_1	ENSG00000162676	GFI1
M08724_1	ENSG00000162676	GFI1
M08725_1	ENSG00000111087	GLI1
M08726_1	ENSG00000111087	GLI1
M08727_1	ENSG00000111087	GLI1
M08728_1	ENSG00000111087	GLI1
M08729_1	ENSG00000174332	GLIS1
M08730_1	ENSG00000174332	GLIS1
M08731_1	ENSG00000126603	GLIS2
M08732_1	ENSG00000126603	GLIS2
M08733_1	ENSG00000162419	GMEB1
M08734_1	ENSG00000162419	GMEB1
M08735_1	ENSG00000101216	GMEB2
M08736_1	ENSG00000101216	GMEB2
M08737_1	ENSG00000134317	GRHL1
M08738_1	ENSG00000134317	GRHL1
M08739_1	ENSG00000133937	GSC
M08740_1	ENSG00000133937	GSC
M08741_1	ENSG00000133937	GSC
M08742_1	ENSG00000133937	GSC
M08743_1	ENSG00000133937	GSC
M08744_1	ENSG00000133937	GSC
M08745_1	ENSG00000169840	GSX1
M08746_1	ENSG00000169840	GSX1
M08747_1	ENSG00000169840	GSX1
M08748_1	ENSG00000169840	GSX1
M08749_1	ENSG00000179774	ATOH7
M08750_1	ENSG00000179774	ATOH7
M08751_1	ENSG00000114315	HES1
M08752_1	ENSG00000114315	HES1
M08753_1	ENSG00000114315	HES1
M08754_1	ENSG00000114315	HES1
M08755_1	ENSG00000197921	HES5
M08756_1	ENSG00000144485	HES6
M08757_1	ENSG00000197921	HES5
M08758_1	ENSG00000197921	HES5
M08759_1	ENSG00000163666	HESX1
M08760_1	ENSG00000163666	HESX1
M08761_1	ENSG00000187821	HELT
M08762_1	ENSG00000187821	HELT
M08763_1	ENSG00000187821	HELT
M08764_1	ENSG00000187821	HELT
M08765_1	ENSG00000187821	HELT
M08766_1	ENSG00000187821	HELT
M08767_1	ENSG00000187821	HELT
M08768_1	ENSG00000187821	HELT
M08769_1	ENSG00000177374	HIC1
M08770_1	ENSG00000177374	HIC1
M08771_1	ENSG00000105516	DBP
M08772_1	ENSG00000105516	DBP
M08773_1	ENSG00000147421	HMBOX1
M08774_1	ENSG00000147421	HMBOX1
M08775_1	ENSG00000215612	HMX1
M08776_1	ENSG00000215612	HMX1
M08777_1	ENSG00000215612	HMX1
M08778_1	ENSG00000215612	HMX1
M08779_1	ENSG00000215612	HMX1
M08780_1	ENSG00000215612	HMX1
M08781_1	ENSG00000105991	HOXA1
M08782_1	ENSG00000169840	GSX1
M08783_1	ENSG00000169840	GSX1
M08784_1	ENSG00000169840	GSX1
M08785_1	ENSG00000169840	GSX1
M08786_1	ENSG00000169840	GSX1
M08787_1	ENSG00000169840	GSX1
M08788_1	ENSG00000253293	HOXA10
M08789_1	ENSG00000253293	HOXA10
M08790_1	ENSG00000105991	HOXA1
M08791_1	ENSG00000106031	HOXA13
M08792_1	ENSG00000169840	GSX1
M08793_1	ENSG00000169840	GSX1
M08794_1	ENSG00000169840	GSX1
M08795_1	ENSG00000169840	GSX1
M08796_1	ENSG00000253293	HOXA10
M08797_1	ENSG00000105996	HOXA2
M08798_1	ENSG00000105996	HOXA2
M08799_1	ENSG00000253293	HOXA10
M08800_1	ENSG00000253293	HOXA10
M08801_1	ENSG00000106031	HOXA13
M08802_1	ENSG00000169840	GSX1
M08803_1	ENSG00000253293	HOXA10
M08804_1	ENSG00000105991	HOXA1
M08805_1	ENSG00000253293	HOXA10
M08806_1	ENSG00000253293	HOXA10
M08807_1	ENSG00000005073	HOXA11
M08808_1	ENSG00000005073	HOXA11
M08809_1	ENSG00000169840	GSX1
M08810_1	ENSG00000169840	GSX1
M08811_1	ENSG00000169840	GSX1
M08812_1	ENSG00000253293	HOXA10
M08813_1	ENSG00000185122	HSF1
M08814_1	ENSG00000185122	HSF1
M08815_1	ENSG00000185122	HSF1
M08816_1	ENSG00000185122	HSF1
M08817_1	ENSG00000025156	HSF2
M08818_1	ENSG00000025156	HSF2
M08819_1	ENSG00000025156	HSF2
M08820_1	ENSG00000025156	HSF2
M08821_1	ENSG00000185122	HSF1
M08822_1	ENSG00000185122	HSF1
M08823_1	ENSG00000125347	IRF1
M08824_1	ENSG00000125347	IRF1
M08825_1	ENSG00000126456	IRF3
M08826_1	ENSG00000126456	IRF3
M08827_1	ENSG00000126456	IRF3
M08828_1	ENSG00000126456	IRF3
M08829_1	ENSG00000137265	IRF4
M08830_1	ENSG00000137265	IRF4
M08831_1	ENSG00000128604	IRF5
M08832_1	ENSG00000128604	IRF5
M08833_1	ENSG00000128604	IRF5
M08834_1	ENSG00000128604	IRF5
M08835_1	ENSG00000117595	IRF6
M08836_1	ENSG00000117595	IRF6
M08837_1	ENSG00000117595	IRF6
M08838_1	ENSG00000117595	IRF6
M08839_1	ENSG00000185507	IRF7
M08840_1	ENSG00000185507	IRF7
M08841_1	ENSG00000137265	IRF4
M08842_1	ENSG00000137265	IRF4
M08843_1	ENSG00000137265	IRF4
M08844_1	ENSG00000137265	IRF4
M08845_1	ENSG00000213928	IRF9
M08846_1	ENSG00000213928	IRF9
M08847_1	ENSG00000170549	IRX1
M08848_1	ENSG00000170549	IRX1
M08849_1	ENSG00000170549	IRX1
M08850_1	ENSG00000170549	IRX1
M08851_1	ENSG00000170549	IRX1
M08852_1	ENSG00000170549	IRX1
M08853_1	ENSG00000016082	ISL1
M08854_1	ENSG00000016082	ISL1
M08855_1	ENSG00000016082	ISL1
M08856_1	ENSG00000016082	ISL1
M08857_1	ENSG00000016082	ISL1
M08858_1	ENSG00000016082	ISL1
M08859_1	ENSG00000180318	ALX1
M08860_1	ENSG00000180318	ALX1
M08861_1	ENSG00000177606	JUN
M08862_1	ENSG00000177606	JUN
M08863_1	ENSG00000155090	KLF10
M08864_1	ENSG00000155090	KLF10
M08865_1	ENSG00000155090	KLF10
M08866_1	ENSG00000155090	KLF10
M08867_1	ENSG00000105610	KLF1
M08868_1	ENSG00000155090	KLF10
M08869_1	ENSG00000155090	KLF10
M08870_1	ENSG00000155090	KLF10
M08871_1	ENSG00000155090	KLF10
M08872_1	ENSG00000172059	KLF11
M08873_1	ENSG00000172059	KLF11
M08874_1	ENSG00000163884	KLF15
M08875_1	ENSG00000163884	KLF15
M08876_1	ENSG00000163884	KLF15
M08877_1	ENSG00000163884	KLF15
M08878_1	ENSG00000172059	KLF11
M08879_1	ENSG00000172059	KLF11
M08880_1	ENSG00000171872	KLF17
M08881_1	ENSG00000105610	KLF1
M08882_1	ENSG00000105610	KLF1
M08883_1	ENSG00000105610	KLF1
M08884_1	ENSG00000105610	KLF1
M08885_1	ENSG00000105610	KLF1
M08886_1	ENSG00000105610	KLF1
M08887_1	ENSG00000105610	KLF1
M08888_1	ENSG00000105610	KLF1
M08889_1	ENSG00000105610	KLF1
M08890_1	ENSG00000273706	LHX1
M08891_1	ENSG00000273706	LHX1
M08892_1	ENSG00000273706	LHX1
M08893_1	ENSG00000273706	LHX1
M08894_1	ENSG00000273706	LHX1
M08895_1	ENSG00000106689	LHX2
M08896_1	ENSG00000106689	LHX2
M08897_1	ENSG00000131914	LIN28A
M08898_1	ENSG00000131914	LIN28A
M08899_1	ENSG00000162761	LMX1A
M08900_1	ENSG00000162761	LMX1A
M08901_1	ENSG00000162761	LMX1A
M08902_1	ENSG00000178573	MAF
M08903_1	ENSG00000178573	MAF
M08904_1	ENSG00000125952	MAX
M08905_1	ENSG00000125952	MAX
M08906_1	ENSG00000125952	MAX
M08907_1	ENSG00000125952	MAX
M08908_1	ENSG00000139793	MBNL2
M08909_1	ENSG00000139793	MBNL2
M08910_1	ENSG00000064489	BORCS8-MEF2B
M08911_1	ENSG00000064489	BORCS8-MEF2B
M08912_1	ENSG00000064489	BORCS8-MEF2B
M08913_1	ENSG00000064489	BORCS8-MEF2B
