index	gene_name	mean_tpm
ENSG00000137203	TFAP2A	2.2899744516513603
ENSG00000124827	GCM2	6.025185982985456
ENSG00000095951	HIVEP1	1184.1373726503937
ENSG00000112242	E2F3	3936.7402250815303
ENSG00000124766	SOX4	12980.5128921855
ENSG00000181315	ZNF322	366.8607346277866
ENSG00000096654	ZNF184	455.5802656556207
ENSG00000196812	ZSCAN16	183.64575484354734
ENSG00000137185	ZSCAN9	688.2773369114317
ENSG00000197062	ZSCAN26	705.4905343270653
ENSG00000235109	ZSCAN31	293.65959555084464
ENSG00000189298	ZKSCAN3	724.4236290641735
ENSG00000187987	ZSCAN23	133.5942441098605
ENSG00000197935	ZNF311	0.0
ENSG00000204644	ZFP57	0.0
ENSG00000204531	POU5F1	4309.584852243023
ENSG00000204366	ZBTB12	0.0
ENSG00000213676	ATF6B	0.6715486644670433
ENSG00000204304	PBX2	98.55064542092333
ENSG00000204231	RXRB	0.0
ENSG00000236104	ZBTB22	0.0
ENSG00000137309	HMGA1	176334.48289704532
ENSG00000124664	SPDEF	4.954025642066987
ENSG00000065029	ZNF76	1514.02970401247
ENSG00000112033	PPARD	2029.7682100558898
ENSG00000007866	TEAD3	3237.2748353438674
ENSG00000010030	ETV7	41.7455028163686
ENSG00000001167	NFYA	2612.814501487733
ENSG00000137166	FOXP4	1542.9669998049533
ENSG00000112561	TFEB	54.849938882266535
ENSG00000124496	TRERF1	2347.1420218537633
ENSG00000112658	SRF	8816.866777067204
ENSG00000096401	CDC5L	4028.1834841526434
ENSG00000124813	RUNX2	64.16436999323807
ENSG00000008197	TFAP2D	0.0
ENSG00000008196	TFAP2B	0.0
ENSG00000137270	GCM1	0.99568601793519
ENSG00000112837	TBX18	2.2899744516513603
ENSG00000112182	BACH2	335.188819515842
ENSG00000184486	POU3F2	15.446514288919332
ENSG00000112246	SIM1	33.14230075298447
ENSG00000187772	LIN28B	5814.303338372073
ENSG00000057657	PRDM1	54.461825294762036
ENSG00000112333	NR2E1	0.0
ENSG00000118689	FOXO3	1710.6041635729898
ENSG00000185002	RFX6	2.05294839993188
ENSG00000025156	HSF2	849.1570048010626
ENSG00000135547	HEY2	639.7844839037374
ENSG00000118526	TCF21	5.6627462229865735
ENSG00000118513	MYB	98.70559539474475
ENSG00000177468	OLIG3	6.064715473676851
ENSG00000010818	HIVEP2	739.3976351007573
ENSG00000118495	PLAGL1	34.0322623617715
ENSG00000181472	ZBTB2	2092.3103209706333
ENSG00000091831	ESR1	3.81078244839984
ENSG00000164458	T	5.67438320175195
ENSG00000112592	TBP	1686.6819473404266
ENSG00000164853	UNCX	0.3357743322335233
ENSG00000198517	MAFK	288.92429829478033
ENSG00000164916	FOXK1	998.0432514944183
ENSG00000146587	RBAK	935.7997682605566
ENSG00000205903	ZNF316	496.36699653559896
ENSG00000164631	ZNF12	1089.1527467474666
ENSG00000006468	ETV1	3538.72935055239
ENSG00000106511	MEOX2	6.5840884080166795
ENSG00000106546	AHR	280.55155653603265
ENSG00000122691	TWIST1	12.43618227758301
ENSG00000146618	FERD3L	0.0
ENSG00000164651	SP8	20.447087846047868
ENSG00000105866	SP4	965.1988234523564
ENSG00000050344	NFE2L3	8343.647774323234
ENSG00000105991	HOXA1	0.3357743322335233
ENSG00000105996	HOXA2	0.0
ENSG00000105997	HOXA3	0.0
ENSG00000197576	HOXA4	0.0
ENSG00000106004	HOXA5	0.0
ENSG00000106006	HOXA6	0.0
ENSG00000122592	HOXA7	0.0
ENSG00000078399	HOXA9	0.0
ENSG00000253293	HOXA10	0.0
ENSG00000005073	HOXA11	0.0
ENSG00000106031	HOXA13	0.0
ENSG00000106038	EVX1	0.31136988462456333
ENSG00000146592	CREB5	413.17447677983097
ENSG00000164600	NEUROD6	0.0
ENSG00000164532	TBX20	0.6843161333106268
ENSG00000106536	POU6F2	81.2445740022427
ENSG00000106571	GLI3	1512.36990550491
ENSG00000185811	IKZF1	85.35253859409788
ENSG00000178665	ZNF713	99.35165141726083
ENSG00000185177	ZNF479	0.0
ENSG00000182111	ZNF716	0.0
ENSG00000214652	ZNF727	0.0
ENSG00000257482	ZNF727	0.0
ENSG00000223614	ZNF735	0.0
ENSG00000197123	ZNF679	0.0
ENSG00000234444	ZNF736	324.9535411928633
ENSG00000173041	ZNF680	777.0344788761798
ENSG00000198039	ZNF273	895.881040015894
ENSG00000152926	ZNF117	532.338778708875
ENSG00000009950	MLXIPL	146.7518904319857
ENSG00000006704	GTF2IRD1	2257.621228893147
ENSG00000127989	MTERF1	628.7385864476963
ENSG00000006377	DLX6	1.29428843371617
ENSG00000105880	DLX5	1.70553708893298
ENSG00000180535	BHLHA15	54.51519844602876
ENSG00000198556	ZNF789	626.8883949681484
ENSG00000160908	ZNF394	1140.7175193811065
ENSG00000196652	ZKSCAN5	1791.8652319007267
ENSG00000197343	ZNF655	1570.1623395595143
ENSG00000106261	ZKSCAN1	1375.1220374353554
ENSG00000166526	ZNF3	3940.73190372514
ENSG00000257923	CUX1	3867.300589736367
ENSG00000230257	NFE4	3.310064917195507
ENSG00000105856	HBP1	965.4867581386228
ENSG00000128573	FOXP2	5.5639979424725325
ENSG00000105967	TFEC	5.825428441800973
ENSG00000128610	FEZF1	20.091431026518197
ENSG00000106331	PAX4	9.272544046041267
ENSG00000128604	IRF5	16.689636253178733
ENSG00000106459	NRF1	1513.9326022208033
ENSG00000182158	CREB3L2	4065.536086646977
ENSG00000106410	NOBOX	0.34854180107710336
ENSG00000197362	ZNF786	991.6350608176555
ENSG00000204947	ZNF425	396.467679638918
ENSG00000197024	ZNF398	4138.30045934051
ENSG00000170265	ZNF282	3641.3588154597333
ENSG00000170260	ZNF212	1599.0929056942434
ENSG00000204946	ZNF783	804.0716189618266
ENSG00000196453	ZNF777	1141.3239206799371
ENSG00000181444	ZNF467	7.03363946976422
ENSG00000164900	GBX1	2.3155093893385263
ENSG00000164778	EN2	0.0
ENSG00000130675	MNX1	1.9658370981832132
ENSG00000185960	SHOX	0.0
ENSG00000214717	ZBED1	0.0
ENSG00000230797	YY2	19.5442621743348
ENSG00000005889	ZFX	602.4074852328657
ENSG00000004848	ARX	0.0
ENSG00000169297	NR0B1	6.98256959438991
ENSG00000251192	ZNF674	230.93789358437098
ENSG00000147117	ZNF157	93.75726449880467
ENSG00000147124	ZNF41	439.76448637049697
ENSG00000126767	ELK1	2638.524448657047
ENSG00000197779	ZNF81	464.94364455162867
ENSG00000147118	ZNF182	420.09664279597337
ENSG00000102145	GATA1	1.33146035016871
ENSG00000068323	TFE3	6708.812546550624
ENSG00000049768	FOXP3	47.9810494233082
ENSG00000189299	FOXR2	0.0
ENSG00000102349	KLF8	436.28957650262737
ENSG00000169083	AR	896.0580871009403
ENSG00000184481	FOXO4	2062.896381999737
ENSG00000131264	CDX4	76.07646418800353
ENSG00000122145	TBX22	28.022104827786034
ENSG00000196767	POU3F4	3.9711070929753802
ENSG00000165259	HDX	373.41801871821934
ENSG00000147180	ZNF711	942.505003271969
ENSG00000153779	TGIF2LX	0.0
ENSG00000123576	ESX1	0.6471442168580867
ENSG00000203989	RHOXF2B	0.0
ENSG00000101883	RHOXF1	1.9913720358703764
ENSG00000131721	RHOXF2	0.31136988462456333
ENSG00000177485	ZBTB33	942.5875806107941
ENSG00000102034	ELF4	158.53371688017566
ENSG00000183434	TFDP3	0.0
ENSG00000186376	ZNF75D	452.0084804568493
ENSG00000173275	ZNF449	390.4458531788273
ENSG00000156925	ZIC3	1742.3726383299065
ENSG00000134595	SOX3	1291.7314670346398
ENSG00000189420	ZFP92	11.735610611111774
