orth_id	hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000145743__ENSMUSG00000023965	470	499	634	604	782
ENSG00000151422__ENSMUSG00000000127	2014	1706	1753	1814	2302
ENSG00000198961__ENSMUSG00000024083	5842	5322	2011	2077	2596
ENSG00000112893__ENSMUSG00000024085	8935	6556	2345	2496	3253
ENSG00000186952__ENSMUSG00000045036	38	54	0	2	2
ENSG00000164209__ENSMUSG00000024259	2118	1595	2066	2194	2723
ENSG00000145777__ENSMUSG00000024379	44	33	0	0	0
ENSG00000134987__ENSMUSG00000038299	4551	3097	9899	10211	12992
ENSG00000152495__ENSMUSG00000038128	642	499	24	19	26
ENSG00000164211__ENSMUSG00000024378	5026	4570	3639	3900	4722
ENSG00000134986__ENSMUSG00000042834	14853	10866	853	884	1164
ENSG00000129595__ENSMUSG00000024376	366	460	6062	6453	8290
ENSG00000134982__ENSMUSG00000005871	4293	3280	13194	13083	17462
ENSG00000153037__ENSMUSG00000014504	930	645	3233	3267	4266
ENSG00000129625__ENSMUSG00000005873	3106	2663	959	959	1247
ENSG00000172795__ENSMUSG00000024472	9349	7014	16263	16771	21828
ENSG00000171444__ENSMUSG00000071856	4146	2759	371	404	498
ENSG00000212122__ENSMUSG00000041566	0	0	6	11	8
ENSG00000047188__ENSMUSG00000034653	3278	2264	2520	2492	3248
ENSG00000080709__ENSMUSG00000054477	910	637	101	98	126
ENSG00000152503__ENSMUSG00000033949	1220	970	171	204	260
ENSG00000164219__ENSMUSG00000024477	1791	1456	1332	1423	1800
ENSG00000164221__ENSMUSG00000071855	973	906	700	719	945
ENSG00000145780__ENSMUSG00000033319	2607	2109	5101	5303	6911
ENSG00000251201__ENSMUSG00000033184	0	2	7539	7508	9476
ENSG00000134970__ENSMUSG00000033184	4776	3879	7539	7508	9476
ENSG00000129596__ENSMUSG00000033022	1132	844	1052	1090	1424
ENSG00000145782__ENSMUSG00000032905	3094	2515	3600	3834	4851
ENSG00000177879__ENSMUSG00000024480	3131	2673	1756	1656	2124
ENSG00000172901__ENSMUSG00000024481	5	5	10	6	15
ENSG00000268223__ENSMUSG00000073568	1	0	4688	4975	6230
ENSG00000145781__ENSMUSG00000042705	2042	1811	3551	3737	4830
ENSG00000092421__ENSMUSG00000019647	27644	22313	242	225	292
ENSG00000169570__ENSMUSG00000024505	2064	1437	1397	1320	1728
ENSG00000172869__ENSMUSG00000037416	4700	3235	8320	8108	10410
ENSG00000145779__ENSMUSG00000062210	1075	936	644	611	781
ENSG00000133835__ENSMUSG00000024507	12186	9729	3529	3510	4225
ENSG00000164334__ENSMUSG00000035420	10	0	0	0	0
ENSG00000184838__ENSMUSG00000073565	10	16	10	6	6
ENSG00000181867__ENSMUSG00000024510	0	0	0	0	0
ENSG00000151304__ENSMUSG00000024528	1768	1254	2941	3004	3928
ENSG00000113083__ENSMUSG00000024529	215	216	32	44	86
ENSG00000164185__ENSMUSG00000046886	4	0	0	0	0
ENSG00000250803__ENSMUSG00000024532	0	2	0	0	0
ENSG00000064692__ENSMUSG00000024534	447	383	4	14	8
ENSG00000205302__ENSMUSG00000034484	4690	3860	7560	7677	9655
ENSG00000064652__ENSMUSG00000024535	868	730	280	282	313
ENSG00000168938__ENSMUSG00000024538	177	118	3219	3337	4079
ENSG00000061455__ENSMUSG00000069378	12	6	2	5	4
ENSG00000168944__ENSMUSG00000048799	1828	1523	4623	4635	6068
ENSG00000151292__ENSMUSG00000073563	4116	3092	2185	2214	2921
ENSG00000168916__ENSMUSG00000052713	4744	3986	62	86	100
ENSG00000155324__ENSMUSG00000001700	460	306	163	148	200
ENSG00000164904__ENSMUSG00000053644	7367	5829	6703	7471	9333
ENSG00000164902__ENSMUSG00000008301	3756	2748	2936	3100	3695
ENSG00000196900__ENSMUSG00000032900	1	0	0	2	2
ENSG00000113368__ENSMUSG00000024590	22322	16236	30410	32542	42372
ENSG00000173926__ENSMUSG00000032656	452	265	53	41	85
ENSG00000164241__ENSMUSG00000024592	13	17	271	298	328
ENSG00000145794__ENSMUSG00000024593	2227	1251	2	2	2
ENSG00000164244__ENSMUSG00000024594	6244	4346	12624	13168	17151
ENSG00000205279__ENSMUSG00000069372	0	0	2	3	2
ENSG00000230561__ENSMUSG00000058925	7	8	0	0	0
ENSG00000064651__ENSMUSG00000024597	1935	1451	8463	8681	10756
ENSG00000138829__ENSMUSG00000024598	8449	7661	118	124	173
ENSG00000113396__ENSMUSG00000024600	187	124	0	0	0
ENSG00000066583__ENSMUSG00000024601	1732	1311	3358	3633	4599
ENSG00000145808__ENSMUSG00000053441	2751	2223	9	17	28
ENSG00000186367__ENSMUSG00000050875	10	4	2	2	7
ENSG00000198108__ENSMUSG00000058152	133	123	8	0	4
ENSG00000169567__ENSMUSG00000020267	11916	8363	9286	9776	12559
ENSG00000186687__ENSMUSG00000020268	1472	1397	280	258	342
ENSG00000158985__ENSMUSG00000052298	3268	2409	5911	6599	8103
ENSG00000158987__ENSMUSG00000037533	555	466	3663	3715	5014
ENSG00000273217__ENSMUSG00000037533	0	0	3663	3715	5014
ENSG00000217128__ENSMUSG00000035992	1295	1112	4282	4460	5627
ENSG00000239642__ENSMUSG00000020332	0	0	0	2	0
ENSG00000281938__ENSMUSG00000020333	0	0	118	176	178
ENSG00000164398__ENSMUSG00000020333	60	45	118	176	178
ENSG00000164399__ENSMUSG00000018914	0	0	0	0	0
ENSG00000164400__ENSMUSG00000018916	0	0	0	0	0
ENSG00000072682__ENSMUSG00000018906	298	352	257	252	320
ENSG00000131435__ENSMUSG00000020388	419	494	184	159	216
ENSG00000197208__ENSMUSG00000020334	30	7	8	0	2
ENSG00000197375__ENSMUSG00000063652	193	164	33	32	41
ENSG00000197375__ENSMUSG00000018900	193	164	325	380	516
ENSG00000125347__ENSMUSG00000018899	277	217	1618	1788	2266
ENSG00000113525__ENSMUSG00000036117	0	0	0	0	0
ENSG00000113522__ENSMUSG00000020380	4545	3871	2685	2725	3325
ENSG00000169194__ENSMUSG00000020383	0	0	0	0	0
ENSG00000113520__ENSMUSG00000000869	2	2	12	10	16
ENSG00000131437__ENSMUSG00000018395	1475	1156	755	904	1151
ENSG00000164402__ENSMUSG00000018398	3303	2720	1029	1085	1416
ENSG00000198944__ENSMUSG00000044352	8	11	1	0	8
ENSG00000164403__ENSMUSG00000018387	199	152	26	21	43
ENSG00000164404__ENSMUSG00000018238	8	12	2	9	4
ENSG00000164405__ENSMUSG00000044894	3289	2229	3167	3788	4720
ENSG00000164406__ENSMUSG00000036216	72	25	0	3	0
ENSG00000072364__ENSMUSG00000049470	10070	7384	17405	17870	22947
ENSG00000155329__ENSMUSG00000018239	1381	1078	2248	2318	2787
ENSG00000170606__ENSMUSG00000020361	27951	21176	48417	49790	63890
ENSG00000053108__ENSMUSG00000036264	224	207	27	18	22
ENSG00000113583__ENSMUSG00000036275	3481	2931	2492	2530	3484
ENSG00000213585__ENSMUSG00000020402	11839	9189	47546	50224	64643
ENSG00000081059__ENSMUSG00000000782	1321	1003	3133	3101	4160
ENSG00000113558__ENSMUSG00000036309	9122	7289	26910	26293	34398
ENSG00000113575__ENSMUSG00000020349	12874	9124	14076	14668	18809
ENSG00000006837__ENSMUSG00000020389	21	34	217	221	300
ENSG00000119048__ENSMUSG00000020390	1666	1290	3530	3691	4625
ENSG00000237190__ENSMUSG00000020392	3101	2203	4847	4814	6361
ENSG00000043143__ENSMUSG00000020387	4777	2422	1697	1834	2291
ENSG00000152700__ENSMUSG00000020386	1504	1230	2129	1929	2655
ENSG00000113615__ENSMUSG00000036391	4216	2635	2637	2633	3504
ENSG00000164615__ENSMUSG00000021501	1907	1607	1195	1287	1721
ENSG00000145833__ENSMUSG00000021500	8647	6032	13324	13564	17664
ENSG00000181904__ENSMUSG00000045767	2360	2301	5537	5751	7570
ENSG00000113621__ENSMUSG00000021497	1473	1137	1666	1702	2221
ENSG00000132570__ENSMUSG00000021496	389	234	219	221	319
ENSG00000152705__ENSMUSG00000021499	8	5	3	5	4
ENSG00000069011__ENSMUSG00000021506	82	65	12	20	30
ENSG00000113648__ENSMUSG00000015937	8532	6151	11517	11762	15054
ENSG00000255833__ENSMUSG00000049625	0	0	68	88	71
ENSG00000181965__ENSMUSG00000048904	6	2	23	26	26
ENSG00000145824__ENSMUSG00000021508	133	101	120	131	229
ENSG00000145832__ENSMUSG00000021509	23	13	241	267	307
ENSG00000145839__ENSMUSG00000021538	0	0	0	0	0
ENSG00000145826__ENSMUSG00000021539	2	0	0	2	2
ENSG00000120708__ENSMUSG00000035493	1390	1485	537	462	640
ENSG00000113658__ENSMUSG00000021540	7281	5560	2852	2885	3945
ENSG00000271824__ENSMUSG00000110086	39	29	0	0	0
ENSG00000069018__ENSMUSG00000021541	6	14	0	0	0
ENSG00000152377__ENSMUSG00000056222	841	816	11	11	10
ENSG00000146021__ENSMUSG00000014164	855	704	39	36	51
ENSG00000177733__ENSMUSG00000007836	24315	17618	15552	16159	21525
ENSG00000120729__ENSMUSG00000024471	4	2	8	8	2
ENSG00000078795__ENSMUSG00000014503	15	13	131	154	141
ENSG00000031003__ENSMUSG00000036501	2362	1359	1014	1102	1512
ENSG00000061492__ENSMUSG00000012282	389	254	10	4	5
ENSG00000112981__ENSMUSG00000035984	105	97	2	7	2
ENSG00000112983__ENSMUSG00000003778	4033	2972	9670	9988	13285
ENSG00000112984__ENSMUSG00000003779	5614	4664	12415	13267	16782
ENSG00000094880__ENSMUSG00000024370	3220	2619	10432	10845	13762
ENSG00000146013__ENSMUSG00000024366	115	95	31	32	50
ENSG00000158402__ENSMUSG00000044201	1408	1146	1235	1359	1771
ENSG00000120709__ENSMUSG00000034300	5439	3796	2713	2844	3614
ENSG00000120733__ENSMUSG00000038773	9698	7591	12479	13209	17224
ENSG00000132563__ENSMUSG00000038555	1816	1726	109	191	182
ENSG00000120738__ENSMUSG00000038418	1449	757	28	35	40
ENSG00000120705__ENSMUSG00000024360	16565	10607	30690	31317	40256
ENSG00000113013__ENSMUSG00000024359	28542	18365	56576	57676	75333
ENSG00000044115__ENSMUSG00000037815	24748	18594	30646	31606	40157
ENSG00000146006__ENSMUSG00000071862	26	40	30	18	21
ENSG00000120725__ENSMUSG00000024357	463	302	670	724	856
ENSG00000120727__ENSMUSG00000037058	4180	3498	8025	7967	10371
ENSG00000170482__ENSMUSG00000024354	26	26	53	49	57
ENSG00000170476__ENSMUSG00000024353	6	13	0	2	1
ENSG00000228672__ENSMUSG00000073600	264	235	66	56	55
ENSG00000170464__ENSMUSG00000024350	1797	1585	1280	1446	1700
ENSG00000249751__ENSMUSG00000073599	76	69	96	89	146
ENSG00000283288__ENSMUSG00000073598	0	0	49	59	73
ENSG00000184584__ENSMUSG00000024349	12	13	325	316	394
ENSG00000131508__ENSMUSG00000091896	10048	7273	7449	8041	10141
ENSG00000171604__ENSMUSG00000046668	7147	5620	3420	3535	4544
ENSG00000146005__ENSMUSG00000024347	14	41	24	40	41
ENSG00000158458__ENSMUSG00000060275	40	28	52	86	114
ENSG00000185129__ENSMUSG00000043991	602	509	1830	2018	2384
ENSG00000182700__ENSMUSG00000110185	17	18	122	127	179
ENSG00000120306__ENSMUSG00000046727	577	615	557	699	883
ENSG00000113068__ENSMUSG00000024346	2528	1874	6012	6063	7702
ENSG00000113070__ENSMUSG00000024486	141	152	265	324	394
ENSG00000113073__ENSMUSG00000024485	1	6	16	20	8
ENSG00000213523__ENSMUSG00000006050	1650	1116	2562	2847	3748
ENSG00000243056__ENSMUSG00000090264	12	12	14	17	14
ENSG00000176087__ENSMUSG00000033272	6022	4026	3232	3517	4605
ENSG00000170458__ENSMUSG00000051439	12	4	2	2	14
ENSG00000131495__ENSMUSG00000014294	1548	1108	2327	2413	3137
ENSG00000113119__ENSMUSG00000006850	785	638	664	723	947
ENSG00000113141__ENSMUSG00000024474	4347	3320	8321	8895	10833
ENSG00000120314__ENSMUSG00000042660	1642	992	2397	2490	3282
ENSG00000256453__ENSMUSG00000044595	0	0	323	325	437
ENSG00000170445__ENSMUSG00000001380	2809	1755	5861	5913	7794
ENSG00000112855__ENSMUSG00000019143	1035	807	1502	1549	2103
ENSG00000146007__ENSMUSG00000001383	3939	3031	6195	6511	8329
ENSG00000204970__ENSMUSG00000103442	21	23	0	0	0
ENSG00000204969__ENSMUSG00000104148	70	82	0	0	0
ENSG00000255408__ENSMUSG00000102312	79	66	2	0	0
ENSG00000204967__ENSMUSG00000103458	400	291	0	0	0
ENSG00000204967__ENSMUSG00000007440	400	291	0	2	0
ENSG00000204967__ENSMUSG00000104252	400	291	0	0	0
ENSG00000204965__ENSMUSG00000103092	26	33	0	0	0
ENSG00000204965__ENSMUSG00000103125	26	33	0	0	0
ENSG00000081842__ENSMUSG00000103707	13	12	2	0	2
ENSG00000204962__ENSMUSG00000103707	26	16	2	0	2
ENSG00000250120__ENSMUSG00000103770	273	201	0	0	0
ENSG00000249158__ENSMUSG00000102206	1165	694	0	0	0
ENSG00000239389__ENSMUSG00000103310	59	34	4	4	6
ENSG00000248383__ENSMUSG00000103255	263	244	0	0	2
ENSG00000243232__ENSMUSG00000102697	368	267	4	4	13
ENSG00000171815__ENSMUSG00000051663	21	18	0	0	0
ENSG00000112852__ENSMUSG00000051599	988	734	5	2	5
ENSG00000113205__ENSMUSG00000045498	97	67	2	2	0
ENSG00000081818__ENSMUSG00000063687	32	39	1	2	4
ENSG00000081818__ENSMUSG00000051242	32	39	0	0	2
ENSG00000081818__ENSMUSG00000045062	32	39	0	0	0
ENSG00000113209__ENSMUSG00000051486	14	21	0	0	2
ENSG00000113209__ENSMUSG00000045876	14	21	0	2	0
ENSG00000113209__ENSMUSG00000045657	14	21	0	0	0
ENSG00000113209__ENSMUSG00000051678	14	21	0	2	0
ENSG00000113209__ENSMUSG00000043458	14	21	2	0	4
ENSG00000113209__ENSMUSG00000045689	14	21	0	0	2
ENSG00000113211__ENSMUSG00000047307	9	11	0	0	2
ENSG00000113212__ENSMUSG00000047033	19	22	0	0	2
ENSG00000272674__ENSMUSG00000046387	73	90	8	2	7
ENSG00000177839__ENSMUSG00000048347	85	73	2	2	2
ENSG00000120324__ENSMUSG00000048347	199	171	2	2	2
ENSG00000197479__ENSMUSG00000043313	71	70	1	0	8
ENSG00000120328__ENSMUSG00000043313	32	46	1	0	8
ENSG00000187372__ENSMUSG00000047910	87	96	2	2	4
ENSG00000120327__ENSMUSG00000046191	229	141	4	0	4
ENSG00000113248__ENSMUSG00000073591	49	43	25	22	36
ENSG00000178913__ENSMUSG00000051316	6303	4987	11932	11666	14888
ENSG00000120329__ENSMUSG00000050304	0	2	11	22	26
ENSG00000204956__ENSMUSG00000103144	51	25	192	276	345
ENSG00000081853__ENSMUSG00000103332	56	44	48	80	111
ENSG00000254245__ENSMUSG00000104346	233	137	34	39	58
ENSG00000254221__ENSMUSG00000103037	66	45	13	10	8
ENSG00000262576__ENSMUSG00000103677	53	29	31	32	38
ENSG00000253910__ENSMUSG00000102748	111	76	40	40	51
ENSG00000253485__ENSMUSG00000103567	36	24	15	32	26
ENSG00000253731__ENSMUSG00000103793	51	34	0	0	8
ENSG00000253537__ENSMUSG00000103472	14	10	70	70	77
ENSG00000253953__ENSMUSG00000103585	310	279	60	49	44
ENSG00000253767__ENSMUSG00000103897	25	16	67	56	80
ENSG00000276547__ENSMUSG00000103749	34	52	111	81	123
ENSG00000261934__ENSMUSG00000102440	39	45	16	6	22
ENSG00000253305__ENSMUSG00000103088	1326	1366	23	16	18
ENSG00000253846__ENSMUSG00000102222	956	705	0	0	0
ENSG00000254122__ENSMUSG00000104063	498	417	52	69	70
ENSG00000253873__ENSMUSG00000102742	100	95	106	74	118
ENSG00000253159__ENSMUSG00000102428	4	14	336	326	444
ENSG00000240184__ENSMUSG00000102918	1602	1481	412	360	450
ENSG00000242419__ENSMUSG00000023036	1649	1373	11	16	15
ENSG00000240764__ENSMUSG00000102543	129	83	26	42	35
ENSG00000131504__ENSMUSG00000024456	10829	7472	15145	15731	20414
ENSG00000171720__ENSMUSG00000024454	5355	3502	4113	4258	5641
ENSG00000164620__ENSMUSG00000044024	432	229	23	34	24
ENSG00000197948__ENSMUSG00000038524	839	752	215	220	281
ENSG00000120318__ENSMUSG00000024451	4533	3852	4	2	11
ENSG00000156453__ENSMUSG00000051375	11719	7075	71	55	75
ENSG00000081791__ENSMUSG00000024442	3354	2565	2110	2354	3149
ENSG00000113555__ENSMUSG00000024440	52	71	2	0	0
ENSG00000013561__ENSMUSG00000060450	1191	1011	2654	2844	3525
ENSG00000113552__ENSMUSG00000052102	6203	4755	8885	9534	12401
ENSG00000131507__ENSMUSG00000024425	3785	2689	2206	2193	2805
ENSG00000187678__ENSMUSG00000024427	10684	9266	98	110	173
ENSG00000113578__ENSMUSG00000036585	18	40	2	2	2
ENSG00000145819__ENSMUSG00000036452	1755	1228	364	412	468
ENSG00000113580__ENSMUSG00000024431	981	415	760	901	1090
ENSG00000145817__ENSMUSG00000024487	2532	2165	2780	2916	3861
ENSG00000183775__ENSMUSG00000051401	60	95	0	4	4
ENSG00000186314__ENSMUSG00000056671	213	280	938	826	1084
ENSG00000204928__ENSMUSG00000073574	0	0	0	0	0
ENSG00000156463__ENSMUSG00000057719	115	86	199	259	352
ENSG00000173261__ENSMUSG00000059455	17	11	0	0	1
ENSG00000133706__ENSMUSG00000024493	16772	12714	23986	25128	32017
ENSG00000275740__ENSMUSG00000024491	1	0	8145	8496	11062
ENSG00000091009__ENSMUSG00000024491	2538	1936	8145	8496	11062
ENSG00000091010__ENSMUSG00000024497	4	2	8	3	16
ENSG00000113649__ENSMUSG00000024498	9115	7396	13666	13792	17696
ENSG00000173250__ENSMUSG00000042816	2	9	2	2	3
ENSG00000156475__ENSMUSG00000024500	1997	1291	2	4	4
ENSG00000169302__ENSMUSG00000039954	100	105	35	40	49
ENSG00000113657__ENSMUSG00000024501	48444	32045	6628	7064	9322
ENSG00000176049__ENSMUSG00000024502	1277	1481	9	4	2
ENSG00000164266__ENSMUSG00000024503	24	29	11	16	17
ENSG00000164265__ENSMUSG00000038791	2689	2127	0	0	0
ENSG00000178776__ENSMUSG00000071858	14	1	0	0	0
ENSG00000133710__ENSMUSG00000055561	281	217	2	2	0
ENSG00000196800__ENSMUSG00000051050	0	0	0	0	0
ENSG00000178172__ENSMUSG00000055095	0	0	0	0	0
ENSG00000248109__ENSMUSG00000110628	0	0	0	0	0
ENSG00000214510__ENSMUSG00000073551	2	0	0	2	0
ENSG00000145879__ENSMUSG00000060201	0	0	0	0	0
ENSG00000145868__ENSMUSG00000042211	2328	1548	5974	6425	7991
ENSG00000164270__ENSMUSG00000026322	0	2	0	0	0
ENSG00000169252__ENSMUSG00000045730	40	57	232	234	313
ENSG00000169247__ENSMUSG00000045629	44	44	76	106	109
ENSG00000173210__ENSMUSG00000032735	27	13	4	6	4
ENSG00000157510__ENSMUSG00000033032	328	347	140	167	202
ENSG00000164284__ENSMUSG00000024580	2719	1766	2157	2227	2884
ENSG00000145882__ENSMUSG00000024579	861	790	1358	1388	1648
ENSG00000127743__ENSMUSG00000024578	1	5	17	11	17
ENSG00000113712__ENSMUSG00000024576	7926	5552	25854	27091	34472
ENSG00000183111__ENSMUSG00000045094	90	93	8	10	12
ENSG00000155846__ENSMUSG00000033871	1311	785	561	569	816
ENSG00000132915__ENSMUSG00000024575	26	21	3	14	18
ENSG00000155850__ENSMUSG00000034320	2070	1976	2209	2257	2980
ENSG00000113716__ENSMUSG00000024622	2726	1995	2920	3093	4138
ENSG00000182578__ENSMUSG00000024621	4	4	0	0	2
ENSG00000113721__ENSMUSG00000024620	1614	1815	18	11	29
ENSG00000113722__ENSMUSG00000024619	231	108	75	101	118
ENSG00000011083__ENSMUSG00000052026	9	4	443	500	655
ENSG00000070808__ENSMUSG00000024617	30	44	94	142	128
ENSG00000183876__ENSMUSG00000036412	243	171	4	3	9
ENSG00000070814__ENSMUSG00000024613	14727	9787	19628	20801	27725
ENSG00000019582__ENSMUSG00000024610	594	647	33	24	12
ENSG00000164587__ENSMUSG00000024608	33053	24996	38639	42369	53979
ENSG00000070614__ENSMUSG00000054008	9516	6322	2225	2088	2725
ENSG00000171992__ENSMUSG00000043079	215	276	6	7	20
ENSG00000164591__ENSMUSG00000049173	967	549	5	7	7
ENSG00000086589__ENSMUSG00000024604	3221	2241	3985	4217	5493
ENSG00000132912__ENSMUSG00000024603	4825	3744	2840	3084	3888
ENSG00000256235__ENSMUSG00000038059	10	3	335	384	439
ENSG00000237693__ENSMUSG00000069874	7	15	72	87	142
ENSG00000237693__ENSMUSG00000046879	7	15	309	290	432
ENSG00000237693__ENSMUSG00000078853	7	15	27	32	42
ENSG00000211445__ENSMUSG00000018339	2567	1667	405	379	554
ENSG00000145901__ENSMUSG00000020400	2163	1904	5137	5422	7114
ENSG00000197043__ENSMUSG00000018340	7659	6163	7316	7828	10161
ENSG00000198624__ENSMUSG00000049588	743	474	4	8	14
ENSG00000196743__ENSMUSG00000000594	2816	2242	2878	2958	3746
ENSG00000186334__ENSMUSG00000049491	2	3	21	12	11
ENSG00000186335__ENSMUSG00000020264	30	16	0	2	10
ENSG00000123643__ENSMUSG00000020261	1559	1112	1210	1325	1697
ENSG00000086570__ENSMUSG00000055333	131	103	72	75	81
ENSG00000113140__ENSMUSG00000018593	15740	11558	52849	54864	70989
ENSG00000177556__ENSMUSG00000018585	1057	891	2921	3024	4039
ENSG00000145907__ENSMUSG00000018583	31379	22901	42631	44561	58509
ENSG00000145888__ENSMUSG00000000263	86	104	2	0	0
ENSG00000132911__ENSMUSG00000037393	3	20	1	4	0
ENSG00000155511__ENSMUSG00000020524	79	68	0	0	0
ENSG00000055147__ENSMUSG00000020523	1015	779	4312	4526	5764
ENSG00000037749__ENSMUSG00000020522	1687	1297	3560	3627	4571
ENSG00000164574__ENSMUSG00000020520	2298	1834	1356	1494	1786
ENSG00000164576__ENSMUSG00000020519	1310	956	674	807	972
ENSG00000113196__ENSMUSG00000037335	393	257	2	6	5
ENSG00000155506__ENSMUSG00000037331	27594	17940	17665	18832	24363
ENSG00000170271__ENSMUSG00000086962	259	449	21	23	34
ENSG00000155508__ENSMUSG00000020515	3718	2932	4716	4910	6459
ENSG00000082516__ENSMUSG00000037275	5942	3322	9609	10334	13521
ENSG00000082515__ENSMUSG00000020514	1880	1417	1459	1493	2067
ENSG00000170624__ENSMUSG00000020354	23	24	20	17	51
ENSG00000231989__ENSMUSG00000047714	1	2	3147	3271	4143
ENSG00000145850__ENSMUSG00000055546	0	0	0	0	0
ENSG00000113249__ENSMUSG00000040413	6	1	0	0	0
ENSG00000113249__ENSMUSG00000040405	6	1	0	0	0
ENSG00000113249__ENSMUSG00000046974	6	1	12	8	12
ENSG00000113249__ENSMUSG00000078924	6	1	0	0	0
ENSG00000135077__ENSMUSG00000020399	4	6	10	6	14
ENSG00000155868__ENSMUSG00000020397	754	669	955	963	1325
ENSG00000113263__ENSMUSG00000020395	13	10	0	0	0
ENSG00000170613__ENSMUSG00000020401	0	0	0	0	0
ENSG00000055163__ENSMUSG00000020340	6188	5234	1009	1067	1339
ENSG00000172568__ENSMUSG00000048721	2	7	97	93	126
ENSG00000172548__ENSMUSG00000020411	16	25	27	39	49
ENSG00000039600__ENSMUSG00000040489	29	21	17	12	26
ENSG00000187658__ENSMUSG00000020434	0	0	57	43	65
ENSG00000113272__ENSMUSG00000011254	706	602	1489	1683	1968
ENSG00000155858__ENSMUSG00000044847	669	637	666	762	977
ENSG00000113282__ENSMUSG00000006169	7444	4940	5547	5940	7328
ENSG00000164330__ENSMUSG00000057098	53	139	725	713	954
ENSG00000145860__ENSMUSG00000019189	7047	5052	4365	4440	5912
ENSG00000164332__ENSMUSG00000041231	3931	3257	2376	2489	3130
ENSG00000113302__ENSMUSG00000004296	5	0	0	0	0
ENSG00000170214__ENSMUSG00000050541	8	16	1	1	2
ENSG00000113312__ENSMUSG00000041278	3640	2620	2902	3023	3957
ENSG00000170234__ENSMUSG00000044950	3857	2322	2730	2807	3617
ENSG00000170231__ENSMUSG00000020405	95	78	0	0	0
ENSG00000135083__ENSMUSG00000044707	2762	2174	256	270	417
ENSG00000145861__ENSMUSG00000046491	60	51	6	6	8
ENSG00000164609__ENSMUSG00000020409	2110	1778	3606	3859	4694
ENSG00000164611__ENSMUSG00000020415	4628	4290	2413	2413	3212
ENSG00000118322__ENSMUSG00000055415	18	17	2	0	3
ENSG00000145864__ENSMUSG00000007653	871	499	45	46	74
ENSG00000145863__ENSMUSG00000020428	0	0	0	0	0
ENSG00000022355__ENSMUSG00000010803	65	49	12	15	4
ENSG00000113327__ENSMUSG00000020436	58	70	4	2	6
ENSG00000113328__ENSMUSG00000020326	26704	22595	18563	18495	23058
ENSG00000170584__ENSMUSG00000020328	2005	1668	8692	8959	11182
ENSG00000072571__ENSMUSG00000020330	6199	5708	11179	11444	14387
ENSG00000038274__ENSMUSG00000042032	4008	3281	8037	8045	10808
ENSG00000145934__ENSMUSG00000049336	359	534	2	0	2
ENSG00000113645__ENSMUSG00000018849	2621	1908	3758	3993	5064
ENSG00000113643__ENSMUSG00000018848	7800	4559	11526	11799	15133
ENSG00000188573__ENSMUSG00000051062	118	94	0	0	0
ENSG00000120137__ENSMUSG00000018846	11872	9383	5778	5791	7246
ENSG00000184347__ENSMUSG00000056427	272	335	90	91	110
ENSG00000040275__ENSMUSG00000069910	3705	3021	1897	2050	2713
ENSG00000134516__ENSMUSG00000020143	287	213	40	49	47
ENSG00000204767__ENSMUSG00000069911	4	8	101	91	160
ENSG00000168269__ENSMUSG00000047861	0	2	0	0	0
ENSG00000043462__ENSMUSG00000002699	16	14	0	1	0
ENSG00000182132__ENSMUSG00000053519	56	81	0	1	1
ENSG00000145936__ENSMUSG00000020155	31	36	2	0	1
