orth_id	hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000110583__ENSMUSG00000024764	3795	2243	8603	9015	11943
ENSG00000176340__ENSMUSG00000035885	4273	2973	9720	11284	15200
ENSG00000167770__ENSMUSG00000024767	7485	4992	4918	5234	6883
ENSG00000133315__ENSMUSG00000036278	274	454	66	101	123
ENSG00000126500__ENSMUSG00000047787	64	68	15	24	43
ENSG00000168439__ENSMUSG00000024966	20555	13846	31355	32716	43025
ENSG00000149781__ENSMUSG00000024965	73	52	153	154	205
ENSG00000149743__ENSMUSG00000047656	701	629	173	182	208
ENSG00000149761__ENSMUSG00000037349	456	322	521	591	705
ENSG00000110011__ENSMUSG00000024963	496	517	580	690	830
ENSG00000173511__ENSMUSG00000024962	1104	1037	1171	1321	1758
ENSG00000173486__ENSMUSG00000056629	1528	1262	691	794	1066
ENSG00000173457__ENSMUSG00000073730	11299	7155	0	0	0
ENSG00000149782__ENSMUSG00000024960	7682	5024	6063	6306	8167
ENSG00000002330__ENSMUSG00000024959	330	235	715	781	1043
ENSG00000173264__ENSMUSG00000024958	1339	947	498	587	746
ENSG00000182450__ENSMUSG00000024957	0	0	50	26	60
ENSG00000219435__ENSMUSG00000050623	1	0	56	60	75
ENSG00000173153__ENSMUSG00000024955	1517	877	609	764	865
ENSG00000173113__ENSMUSG00000038812	4761	3144	1209	1418	1902
ENSG00000126432__ENSMUSG00000024953	5023	3860	1374	1450	1997
ENSG00000168071__ENSMUSG00000047810	210	220	26	29	55
ENSG00000162302__ENSMUSG00000024952	833	729	389	440	574
ENSG00000197891__ENSMUSG00000061742	0	0	0	0	2
ENSG00000110076__ENSMUSG00000033768	728	788	177	193	264
ENSG00000068831__ENSMUSG00000032946	805	466	3617	3986	5300
ENSG00000068976__ENSMUSG00000032648	250	203	167	127	206
ENSG00000168066__ENSMUSG00000024949	21968	15498	20775	21968	28410
ENSG00000168067__ENSMUSG00000024948	1347	1290	799	887	1202
ENSG00000133895__ENSMUSG00000024947	3452	2731	3923	4266	5483
ENSG00000171219__ENSMUSG00000024769	1052	612	3562	3847	4910
ENSG00000110047__ENSMUSG00000024772	2820	1929	9564	10254	13082
ENSG00000110046__ENSMUSG00000024773	1751	1201	4799	5070	7067
ENSG00000068971__ENSMUSG00000024777	320	389	781	909	1292
ENSG00000149735__ENSMUSG00000024784	16	8	28	22	35
ENSG00000168070__ENSMUSG00000024786	0	2	53	67	90
ENSG00000168062__ENSMUSG00000039699	46	52	6	8	17
ENSG00000213465__ENSMUSG00000024944	2888	2489	1190	1196	1654
ENSG00000273003__ENSMUSG00000024944	0	0	1190	1196	1654
ENSG00000110025__ENSMUSG00000024787	51	13	810	884	1127
ENSG00000168061__ENSMUSG00000024790	1027	663	889	882	1329
ENSG00000168060__ENSMUSG00000054999	20	31	157	146	195
ENSG00000146670__ENSMUSG00000024791	6468	4092	6209	6500	8663
ENSG00000162300__ENSMUSG00000024792	192	153	1102	1152	1592
ENSG00000187066__ENSMUSG00000047733	27	24	0	3	4
ENSG00000149823__ENSMUSG00000024797	4314	2957	1141	1152	1633
ENSG00000149809__ENSMUSG00000024799	3284	2500	947	1140	1355
ENSG00000174276__ENSMUSG00000075227	442	254	566	635	773
ENSG00000149806__ENSMUSG00000038274	10206	6963	15881	17260	23611
ENSG00000162298__ENSMUSG00000024807	2048	1603	2036	2185	2780
ENSG00000149792__ENSMUSG00000007338	3425	2011	4514	4712	6258
ENSG00000014216__ENSMUSG00000024942	8881	5906	6339	6811	9077
ENSG00000014138__ENSMUSG00000024833	3609	2583	5672	6208	8122
ENSG00000149798__ENSMUSG00000045664	722	602	158	178	177
ENSG00000133884__ENSMUSG00000024826	5076	3709	7806	8331	11022
ENSG00000173825__ENSMUSG00000044390	55	43	110	107	164
ENSG00000162241__ENSMUSG00000024818	69	66	45	60	67
ENSG00000126391__ENSMUSG00000024816	1600	1238	3297	3285	4357
ENSG00000142186__ENSMUSG00000024941	3450	2385	2333	2413	3057
ENSG00000168056__ENSMUSG00000024940	363	390	34	38	45
ENSG00000173465__ENSMUSG00000079478	1398	837	1201	1356	1912
ENSG00000176973__ENSMUSG00000024939	196	213	1	0	0
ENSG00000173442__ENSMUSG00000024937	281	279	167	193	183
ENSG00000173338__ENSMUSG00000024936	7	14	4	12	6
ENSG00000173327__ENSMUSG00000004054	3308	2607	1644	1738	2401
ENSG00000197136__ENSMUSG00000054874	5057	3260	5189	5434	6950
ENSG00000213445__ENSMUSG00000056917	1460	1084	474	555	779
ENSG00000173039__ENSMUSG00000024927	1778	1481	1675	1711	2223
ENSG00000172977__ENSMUSG00000024926	1029	800	1956	2110	2773
ENSG00000172922__ENSMUSG00000024925	1073	717	921	1156	1416
ENSG00000254470__ENSMUSG00000049562	335	383	96	98	143
ENSG00000172818__ENSMUSG00000024922	87	78	2	0	0
ENSG00000172757__ENSMUSG00000056201	39709	29680	41445	44489	58844
ENSG00000172803__ENSMUSG00000056185	88	105	37	49	59
ENSG00000172732__ENSMUSG00000024906	1705	1102	677	733	934
ENSG00000172638__ENSMUSG00000024909	781	708	420	488	684
ENSG00000172543__ENSMUSG00000024910	16	14	241	236	336
ENSG00000172500__ENSMUSG00000024911	2839	1834	1398	1399	1849
ENSG00000175602__ENSMUSG00000095098	1476	1114	216	271	334
ENSG00000175592__ENSMUSG00000024912	823	497	46	49	65
ENSG00000175573__ENSMUSG00000047423	1054	811	1267	1429	1675
ENSG00000175550__ENSMUSG00000024914	2572	1927	3059	3387	4344
ENSG00000175513__ENSMUSG00000039330	145	121	72	66	88
ENSG00000175467__ENSMUSG00000039148	3949	2688	5787	6326	8321
ENSG00000175376__ENSMUSG00000024841	1763	1222	4554	5159	6324
ENSG00000175334__ENSMUSG00000024844	5969	4935	13339	13983	18087
ENSG00000175315__ENSMUSG00000024846	2	4	4	3	5
ENSG00000175294__ENSMUSG00000038498	0	0	0	0	0
ENSG00000175229__ENSMUSG00000047658	1174	972	523	451	637
ENSG00000087365__ENSMUSG00000024853	16264	11903	24312	26159	33723
ENSG00000175115__ENSMUSG00000024855	2445	2040	995	961	1275
ENSG00000174996__ENSMUSG00000024862	2303	1859	1109	1116	1371
ENSG00000174903__ENSMUSG00000024870	3165	2442	5373	5770	7792
ENSG00000174871__ENSMUSG00000024873	1057	991	55	56	78
ENSG00000174851__ENSMUSG00000024875	2042	1297	1573	1641	2130
ENSG00000179292__ENSMUSG00000061451	74	39	79	61	101
ENSG00000174807__ENSMUSG00000056481	208	204	51	72	87
ENSG00000174791__ENSMUSG00000024883	211	203	398	410	530
ENSG00000174744__ENSMUSG00000080268	2094	1277	2050	2250	2880
ENSG00000174684__ENSMUSG00000047379	1624	1331	701	921	1059
ENSG00000174669__ENSMUSG00000024891	2324	1769	981	1099	1352
ENSG00000174576__ENSMUSG00000045903	47	16	0	0	0
ENSG00000174547__ENSMUSG00000024902	4023	2725	2807	3034	4060
ENSG00000174516__ENSMUSG00000024901	376	315	145	138	227
ENSG00000254986__ENSMUSG00000063904	3884	2505	10907	11218	14856
ENSG00000256349__ENSMUSG00000006464	0	0	343	330	476
ENSG00000174483__ENSMUSG00000006464	54	34	343	330	476
ENSG00000174165__ENSMUSG00000006463	467	307	528	528	645
ENSG00000248746__ENSMUSG00000006457	869	812	181	217	235
ENSG00000174080__ENSMUSG00000083282	408	373	309	376	497
ENSG00000182791__ENSMUSG00000067872	40	40	26	30	40
ENSG00000173992__ENSMUSG00000034108	1113	861	2140	2354	3090
ENSG00000239306__ENSMUSG00000006456	4855	3295	6281	6535	8776
ENSG00000173933__ENSMUSG00000096370	455	429	42	49	66
ENSG00000173933__ENSMUSG00000094936	455	429	291	342	492
ENSG00000173914__ENSMUSG00000033760	1749	1137	1259	1243	1712
ENSG00000173898__ENSMUSG00000067889	5324	3221	1365	1313	1625
ENSG00000173715__ENSMUSG00000071691	681	493	2	10	9
ENSG00000173653__ENSMUSG00000024889	1621	980	1366	1329	1849
ENSG00000173599__ENSMUSG00000024892	1436	958	700	785	912
ENSG00000173621__ENSMUSG00000045045	1704	1038	747	747	887
ENSG00000173237__ENSMUSG00000042041	16	14	0	0	0
ENSG00000173227__ENSMUSG00000049303	144	164	22	36	55
ENSG00000173156__ENSMUSG00000041845	373	292	276	290	392
ENSG00000173120__ENSMUSG00000054611	6128	4606	6844	7000	9595
ENSG00000173020__ENSMUSG00000024858	4040	3031	3151	3371	4335
ENSG00000172932__ENSMUSG00000005986	951	701	156	172	268
ENSG00000172830__ENSMUSG00000034616	839	733	92	100	112
ENSG00000172613__ENSMUSG00000024824	936	691	2340	2573	3240
ENSG00000175505__ENSMUSG00000040663	121	75	4	15	14
ENSG00000172531__ENSMUSG00000040385	8454	5825	18825	19050	25319
ENSG00000175463__ENSMUSG00000040247	87	62	70	81	68
ENSG00000172508__ENSMUSG00000075289	60	58	61	61	81
ENSG00000175634__ENSMUSG00000024830	1615	1064	813	858	1297
ENSG00000213402__ENSMUSG00000045826	0	0	90	83	106
ENSG00000172725__ENSMUSG00000024835	3947	2982	5866	6261	8415
ENSG00000175514__ENSMUSG00000044724	0	0	0	0	0
ENSG00000175544__ENSMUSG00000024842	3	6	124	78	116
ENSG00000110711__ENSMUSG00000024847	886	751	1652	1783	2388
ENSG00000110697__ENSMUSG00000024851	2909	2296	91	109	120
ENSG00000167797__ENSMUSG00000024856	1759	1387	1578	1750	2358
ENSG00000167791__ENSMUSG00000024857	0	0	2	0	0
ENSG00000084207__ENSMUSG00000060803	24478	17342	1851	2066	2867
ENSG00000084207__ENSMUSG00000038155	24478	17342	2107	2221	3122
ENSG00000167792__ENSMUSG00000037916	3807	2632	7835	8287	11004
ENSG00000132744__ENSMUSG00000024866	2	2	146	158	170
ENSG00000132746__ENSMUSG00000037263	3	1	0	0	0
ENSG00000132746__ENSMUSG00000075296	3	1	6	10	4
ENSG00000110057__ENSMUSG00000036908	739	585	63	77	78
ENSG00000006534__ENSMUSG00000024885	58	51	28	42	37
ENSG00000110717__ENSMUSG00000059734	3529	2575	2696	2928	3838
ENSG00000110719__ENSMUSG00000001750	698	569	1025	1167	1389
ENSG00000110721__ENSMUSG00000024843	2215	1482	2813	3022	3786
ENSG00000110066__ENSMUSG00000045098	3195	2336	3294	3541	4412
ENSG00000171067__ENSMUSG00000035372	2202	1695	1522	1698	2206
ENSG00000162337__ENSMUSG00000024913	2721	2292	4196	4502	5839
ENSG00000110075__ENSMUSG00000024908	11748	8163	18145	18132	23304
ENSG00000069482__ENSMUSG00000024907	6256	4370	0	0	0
ENSG00000132749__ENSMUSG00000024905	1141	1059	76	75	92
ENSG00000110090__ENSMUSG00000024900	1115	800	5857	6551	7974
ENSG00000197345__ENSMUSG00000024829	2163	1353	2620	2890	3628
ENSG00000132740__ENSMUSG00000024831	1078	784	1056	1261	1586
ENSG00000172938__ENSMUSG00000051207	0	0	28	36	40
ENSG00000172935__ENSMUSG00000031070	467	277	16	24	29
ENSG00000162341__ENSMUSG00000048677	1281	898	852	950	1107
ENSG00000110092__ENSMUSG00000070348	14515	12722	5326	5688	7484
ENSG00000149716__ENSMUSG00000031072	733	479	527	555	748
ENSG00000162344__ENSMUSG00000031073	1102	912	40	39	35
ENSG00000075388__ENSMUSG00000050917	350	211	21201	22248	28477
ENSG00000186895__ENSMUSG00000031074	47	25	123	157	190
ENSG00000131620__ENSMUSG00000031075	309	191	103	104	113
ENSG00000168040__ENSMUSG00000031077	894	601	235	302	363
ENSG00000131626__ENSMUSG00000037519	5161	3677	4624	4888	6143
ENSG00000085733__ENSMUSG00000031078	10193	7130	9185	10056	13024
ENSG00000162105__ENSMUSG00000037541	2703	2069	12	19	33
ENSG00000172893__ENSMUSG00000058454	14439	10188	5006	5188	6655
ENSG00000172890__ENSMUSG00000031090	1996	1462	414	520	669
ENSG00000158483__ENSMUSG00000022544	585	415	1731	1717	2223
ENSG00000254469__ENSMUSG00000099481	110	89	577	674	801
ENSG00000225805__ENSMUSG00000075572	2	7	0	0	0
ENSG00000137522__ENSMUSG00000070426	1729	1112	1350	1355	1875
ENSG00000137496__ENSMUSG00000070427	394	229	128	139	165
ENSG00000137497__ENSMUSG00000066306	6771	5145	13279	13913	18257
ENSG00000184154__ENSMUSG00000078630	330	280	30	31	23
ENSG00000149357__ENSMUSG00000030842	5113	3463	4472	4708	6366
ENSG00000110200__ENSMUSG00000074780	508	311	20	23	27
ENSG00000110195__ENSMUSG00000001827	51	48	810	914	1014
ENSG00000165457__ENSMUSG00000032725	0	2	1	5	5
ENSG00000165458__ENSMUSG00000032737	10557	7073	3183	3237	4445
ENSG00000165462__ENSMUSG00000007946	99	163	61	67	49
ENSG00000162129__ENSMUSG00000001829	1176	890	3368	3595	4515
ENSG00000186642__ENSMUSG00000030653	241	211	1	0	1
ENSG00000186642__ENSMUSG00000110195	241	211	0	3	0
ENSG00000186635__ENSMUSG00000032812	4525	3140	2138	2278	3002
ENSG00000214530__ENSMUSG00000030688	522	539	254	227	332
ENSG00000168010__ENSMUSG00000047767	708	626	395	306	486
ENSG00000137478__ENSMUSG00000030691	1059	921	1183	1410	1852
ENSG00000175591__ENSMUSG00000032860	39	42	1583	1865	2233
ENSG00000171631__ENSMUSG00000048779	22	13	11	25	39
ENSG00000110237__ENSMUSG00000032875	1574	1759	2145	2201	3031
ENSG00000054967__ENSMUSG00000008318	435	366	191	250	289
ENSG00000054965__ENSMUSG00000029461	3369	2514	1936	2069	2651
ENSG00000021300__ENSMUSG00000030701	540	626	89	107	148
ENSG00000175582__ENSMUSG00000030704	4810	4137	6141	6188	7746
ENSG00000175581__ENSMUSG00000030706	1190	909	955	1159	1396
ENSG00000181924__ENSMUSG00000044881	3009	2100	281	367	392
ENSG00000187726__ENSMUSG00000030708	3	5	196	215	250
ENSG00000175567__ENSMUSG00000033685	3797	3375	7370	7562	10238
ENSG00000175564__ENSMUSG00000032942	36	14	0	0	0
ENSG00000168014__ENSMUSG00000047248	2904	2114	3213	3181	4183
ENSG00000214517__ENSMUSG00000030718	2637	2227	2200	2305	3063
ENSG00000149380__ENSMUSG00000051048	13	9	1	4	8
ENSG00000165434__ENSMUSG00000030729	2804	2259	1017	932	1268
ENSG00000175538__ENSMUSG00000035165	287	261	0	0	1
ENSG00000175536__ENSMUSG00000030725	178	163	277	286	400
ENSG00000077514__ENSMUSG00000030726	3757	2544	6899	7143	9269
ENSG00000054938__ENSMUSG00000030732	12	5	0	0	1
ENSG00000166439__ENSMUSG00000058761	1258	901	3771	4222	5385
ENSG00000166435__ENSMUSG00000035211	398	349	10	8	5
ENSG00000118363__ENSMUSG00000035227	4494	3191	5115	4990	6698
ENSG00000162139__ENSMUSG00000035239	1736	1351	196	173	231
ENSG00000171561__ENSMUSG00000073998	0	0	0	0	0
ENSG00000137491__ENSMUSG00000030737	15	32	12	8	16
ENSG00000261594__ENSMUSG00000096606	26	53	2	4	2
ENSG00000137486__ENSMUSG00000018909	2464	2013	340	404	457
ENSG00000149273__ENSMUSG00000030744	60993	47790	89564	96285	123166
ENSG00000149243__ENSMUSG00000035298	43	48	2	0	4
ENSG00000158555__ENSMUSG00000035314	534	332	80	77	82
ENSG00000149257__ENSMUSG00000070436	30337	23611	4655	5349	6495
ENSG00000171533__ENSMUSG00000055407	467	579	620	869	1034
ENSG00000166391__ENSMUSG00000052396	0	2	12	15	20
ENSG00000062282__ENSMUSG00000030747	172	135	116	121	177
ENSG00000198382__ENSMUSG00000035354	972	1017	1286	1368	1718
ENSG00000085741__ENSMUSG00000015957	4	11	29	28	54
ENSG00000137492__ENSMUSG00000030753	4180	3118	3324	3291	4642
ENSG00000158636__ENSMUSG00000035401	3241	2616	4203	4484	5848
ENSG00000137507__ENSMUSG00000090958	113	143	4	12	4
ENSG00000182704__ENSMUSG00000049580	3212	2226	1277	1335	1898
ENSG00000078124__ENSMUSG00000030760	1427	1189	676	682	839
ENSG00000198488__ENSMUSG00000074004	1	0	6	12	6
ENSG00000149260__ENSMUSG00000035547	2469	1844	2894	3276	4258
ENSG00000254550__ENSMUSG00000074006	3	0	38	47	67
ENSG00000137474__ENSMUSG00000030761	291	189	1461	1425	2014
ENSG00000178795__ENSMUSG00000035582	0	4	4	3	4
ENSG00000149269__ENSMUSG00000030774	10711	8490	2138	2354	2948
ENSG00000074201__ENSMUSG00000025439	5880	4537	6866	7337	9730
ENSG00000178301__ENSMUSG00000042797	129	81	121	164	170
ENSG00000048649__ENSMUSG00000035623	6817	5545	6138	6444	7765
ENSG00000087884__ENSMUSG00000035642	124	95	527	537	710
ENSG00000149262__ENSMUSG00000025133	1911	1245	7329	7700	9613
ENSG00000151364__ENSMUSG00000051727	299	191	17	22	36
ENSG00000259112__ENSMUSG00000030647	0	0	3084	3307	4264
ENSG00000151365__ENSMUSG00000035686	5	0	17	12	32
ENSG00000151366__ENSMUSG00000030647	1031	792	3084	3307	4264
ENSG00000159063__ENSMUSG00000035704	3366	2428	1222	1140	1580
ENSG00000188997__ENSMUSG00000044952	243	162	123	118	166
ENSG00000118369__ENSMUSG00000035713	552	423	222	253	379
ENSG00000033327__ENSMUSG00000004508	988	1031	48	50	76
ENSG00000137513__ENSMUSG00000018995	1933	1647	708	717	873
ENSG00000149256__ENSMUSG00000048078	1812	1523	5493	5541	7770
ENSG00000182103__ENSMUSG00000051515	127	118	24	28	48
ENSG00000137509__ENSMUSG00000061119	4159	3473	1679	1785	2212
ENSG00000165490__ENSMUSG00000030641	3009	2050	3719	3672	4546
ENSG00000137502__ENSMUSG00000030643	822	559	574	529	686
ENSG00000165494__ENSMUSG00000041328	4227	3147	8265	8149	10667
ENSG00000137494__ENSMUSG00000041343	354	221	119	106	138
ENSG00000137500__ENSMUSG00000030613	3041	2792	666	703	858
ENSG00000150672__ENSMUSG00000052572	400	341	0	0	4
ENSG00000171204__ENSMUSG00000030614	2958	2112	1769	1704	2366
ENSG00000171202__ENSMUSG00000030615	948	614	1780	1777	2385
ENSG00000137504__ENSMUSG00000051451	3766	2427	2551	2796	3835
ENSG00000179071__ENSMUSG00000044362	2	6	57	60	92
ENSG00000137501__ENSMUSG00000030616	491	535	12	10	17
ENSG00000150676__ENSMUSG00000030617	4	0	0	0	2
ENSG00000073921__ENSMUSG00000039361	7298	5821	13264	13179	17078
ENSG00000074266__ENSMUSG00000030619	2200	1466	14551	15096	19341
ENSG00000149196__ENSMUSG00000062797	2810	1942	2416	2259	2982
ENSG00000149201__ENSMUSG00000039391	40	50	5	12	2
ENSG00000151376__ENSMUSG00000030621	170	96	6	7	21
ENSG00000150687__ENSMUSG00000039405	982	894	6	8	2
ENSG00000174804__ENSMUSG00000049791	954	835	168	178	246
ENSG00000166575__ENSMUSG00000039428	3197	2408	1988	2063	2565
ENSG00000123892__ENSMUSG00000030559	598	559	394	480	600
ENSG00000109861__ENSMUSG00000030560	20305	13944	1203	1254	1582
ENSG00000168959__ENSMUSG00000049583	15	2	2	0	0
ENSG00000077498__ENSMUSG00000004651	0	0	26	30	35
ENSG00000086991__ENSMUSG00000030562	134	95	84	51	118
ENSG00000255009__ENSMUSG00000074502	0	0	5	6	11
ENSG00000077616__ENSMUSG00000043943	612	578	61	68	82
ENSG00000110172__ENSMUSG00000001774	3245	2323	7021	7182	8623
ENSG00000165323__ENSMUSG00000074505	3548	3249	11	14	20
ENSG00000134640__ENSMUSG00000050901	2	4	0	0	0
ENSG00000180773__ENSMUSG00000043885	2379	1994	62	98	113
ENSG00000165325__ENSMUSG00000039977	23	35	3	2	2
ENSG00000166002__ENSMUSG00000058173	709	625	110	100	156
ENSG00000166004__ENSMUSG00000046111	1573	1402	4886	4927	6190
ENSG00000166012__ENSMUSG00000031939	5644	3842	7821	7887	10155
ENSG00000182919__ENSMUSG00000031938	1636	1465	1092	1151	1335
ENSG00000042429__ENSMUSG00000031935	2546	1716	5756	6042	7485
ENSG00000214376__ENSMUSG00000031937	20	8	76	76	77
ENSG00000181333__ENSMUSG00000031936	63	39	2	0	0
ENSG00000110218__ENSMUSG00000031934	3086	2269	540	593	793
ENSG00000183560__ENSMUSG00000031933	0	0	0	0	0
ENSG00000123901__ENSMUSG00000031932	59	49	82	58	78
ENSG00000020922__ENSMUSG00000031928	2799	2473	4575	4641	5893
ENSG00000168876__ENSMUSG00000031931	597	542	1760	1688	2329
ENSG00000257057__ENSMUSG00000031927	0	0	0	0	0
ENSG00000196371__ENSMUSG00000049307	380	285	9	2	2
ENSG00000134627__ENSMUSG00000036912	15	31	3	2	11
ENSG00000166025__ENSMUSG00000013076	6885	5333	1551	1618	2034
ENSG00000150316__ENSMUSG00000004096	2755	2039	4917	5338	6723
ENSG00000186280__ENSMUSG00000053914	190	199	2	0	11
ENSG00000149218__ENSMUSG00000037419	281	316	307	307	372
ENSG00000149212__ENSMUSG00000032009	5116	5527	3553	3537	4656
ENSG00000077458__ENSMUSG00000037808	2169	1555	3597	3620	4477
ENSG00000166037__ENSMUSG00000031922	4304	3600	5745	5754	7450
ENSG00000087053__ENSMUSG00000031918	6665	4759	4473	4613	6188
ENSG00000184384__ENSMUSG00000031925	1036	1102	609	663	917
ENSG00000149231__ENSMUSG00000079084	1611	1395	259	291	352
ENSG00000183340__ENSMUSG00000079083	406	372	786	728	998
ENSG00000149972__ENSMUSG00000039488	6	10	0	0	0
ENSG00000165895__ENSMUSG00000050730	2722	1994	1550	1538	1990
ENSG00000082175__ENSMUSG00000031870	8	12	30	38	59
ENSG00000137672__ENSMUSG00000031997	71	70	35	33	65
ENSG00000110318__ENSMUSG00000040729	247	307	488	555	690
ENSG00000137691__ENSMUSG00000053070	62	90	89	104	117
ENSG00000137693__ENSMUSG00000053110	14060	10834	10030	10280	13068
ENSG00000023445__ENSMUSG00000032000	14	15	296	285	397
ENSG00000110330__ENSMUSG00000057367	2326	1980	3690	3963	5107
ENSG00000152558__ENSMUSG00000050912	10815	10008	2442	2450	3135
ENSG00000137673__ENSMUSG00000018623	0	0	0	0	0
ENSG00000137674__ENSMUSG00000018620	0	0	0	0	2
ENSG00000137675__ENSMUSG00000070323	0	0	0	0	0
ENSG00000118113__ENSMUSG00000005800	0	0	0	0	0
ENSG00000196611__ENSMUSG00000043089	0	1	0	0	0
ENSG00000196611__ENSMUSG00000041620	0	1	0	0	2
ENSG00000149968__ENSMUSG00000043613	0	0	0	0	0
ENSG00000262406__ENSMUSG00000049723	0	0	40	27	49
ENSG00000137745__ENSMUSG00000050578	0	0	2	0	0
ENSG00000137692__ENSMUSG00000032002	3796	2561	3008	2910	3888
ENSG00000187240__ENSMUSG00000047193	2174	1623	1172	1328	1564
ENSG00000170962__ENSMUSG00000032006	449	345	12	6	26
ENSG00000170967__ENSMUSG00000047619	4	0	2	0	0
ENSG00000204403__ENSMUSG00000025887	0	0	0	0	0
ENSG00000137752__ENSMUSG00000025888	0	0	0	0	0
ENSG00000204397__ENSMUSG00000025888	0	0	0	0	0
ENSG00000255221__ENSMUSG00000025888	0	0	0	0	0
ENSG00000152578__ENSMUSG00000025892	373	430	21	24	68
ENSG00000170903__ENSMUSG00000041124	1580	1234	3518	3685	4675
ENSG00000182359__ENSMUSG00000025893	197	173	102	139	109
ENSG00000149313__ENSMUSG00000025894	2899	2431	3740	3748	4659
ENSG00000152402__ENSMUSG00000041624	260	274	230	220	279
ENSG00000152404__ENSMUSG00000025898	1494	1097	4219	4301	5252
ENSG00000137760__ENSMUSG00000025899	1118	614	2658	2914	3392
ENSG00000110675__ENSMUSG00000041986	144	47	0	7	5
ENSG00000110660__ENSMUSG00000042195	1392	903	3590	3921	4836
ENSG00000179331__ENSMUSG00000055069	702	369	169	180	204
ENSG00000166266__ENSMUSG00000032030	3307	2674	7247	7174	9350
ENSG00000075239__ENSMUSG00000032047	1553	1247	653	670	899
ENSG00000149308__ENSMUSG00000033054	2855	2226	5067	5173	6332
ENSG00000149311__ENSMUSG00000034218	4599	3744	6295	6480	8348
ENSG00000166323__ENSMUSG00000005131	23	29	8	18	12
ENSG00000178202__ENSMUSG00000034487	2346	2160	538	590	788
ENSG00000110723__ENSMUSG00000034584	293	206	57	34	59
ENSG00000178105__ENSMUSG00000053289	3352	2510	6495	6530	7960
ENSG00000185742__ENSMUSG00000078307	273	134	0	0	2
ENSG00000149289__ENSMUSG00000035164	963	830	508	489	511
ENSG00000137710__ENSMUSG00000032050	11127	8655	14506	15149	19097
ENSG00000137714__ENSMUSG00000032051	1476	1085	271	297	356
ENSG00000137727__ENSMUSG00000053199	30	16	81	60	100
ENSG00000150750__ENSMUSG00000036027	0	0	0	0	0
ENSG00000214290__ENSMUSG00000079559	36	43	3	0	2
ENSG00000110777__ENSMUSG00000032053	2	11	0	0	0
ENSG00000137707__ENSMUSG00000032056	3	0	0	0	0
ENSG00000183644__ENSMUSG00000032057	6	5	0	6	0
ENSG00000204381__ENSMUSG00000060594	135	114	34	21	43
ENSG00000170145__ENSMUSG00000037112	2647	2445	890	930	1212
ENSG00000137713__ENSMUSG00000032058	8419	5094	6364	6842	8901
ENSG00000086848__ENSMUSG00000032059	401	340	1180	1363	1654
ENSG00000258529__ENSMUSG00000032059	0	0	1180	1363	1654
ENSG00000255561__ENSMUSG00000037845	151	124	310	376	471
ENSG00000137720__ENSMUSG00000037971	777	643	162	155	230
ENSG00000109846__ENSMUSG00000032060	51	92	51	87	97
ENSG00000170276__ENSMUSG00000038086	3	0	1	12	11
ENSG00000254445__ENSMUSG00000038086	0	0	1	12	11
ENSG00000149300__ENSMUSG00000032062	2	1	269	294	367
ENSG00000150764__ENSMUSG00000032064	1912	1750	370	388	442
ENSG00000150768__ENSMUSG00000000168	6471	4522	5042	5022	6711
ENSG00000150773__ENSMUSG00000000167	67	63	83	70	79
ENSG00000150776__ENSMUSG00000059820	2580	1949	2299	2452	3134
ENSG00000150779__ENSMUSG00000039016	3080	1807	1777	1885	2535
ENSG00000204370__ENSMUSG00000000171	3188	2302	8466	9071	11581
ENSG00000255292__ENSMUSG00000000171	0	0	8466	9071	11581
ENSG00000150782__ENSMUSG00000039217	36	31	2	8	15
ENSG00000150783__ENSMUSG00000032065	9	1	2	6	4
ENSG00000197580__ENSMUSG00000032066	10	14	9	9	22
ENSG00000150787__ENSMUSG00000032067	817	638	472	459	569
ENSG00000188771__ENSMUSG00000032068	0	2	986	1104	1500
ENSG00000149294__ENSMUSG00000039542	1370	1422	3829	4110	5165
ENSG00000149292__ENSMUSG00000040219	510	415	846	963	1148
ENSG00000170209__ENSMUSG00000032257	9	0	0	2	0
ENSG00000149295__ENSMUSG00000032259	71	38	2	2	12
ENSG00000166682__ENSMUSG00000032268	25	35	14	30	23
ENSG00000086827__ENSMUSG00000032264	3069	1954	3515	3627	4427
ENSG00000048028__ENSMUSG00000032267	7184	5364	9453	9778	12408
ENSG00000149305__ENSMUSG00000008590	0	1	0	0	2
ENSG00000166736__ENSMUSG00000032269	262	185	14	12	8
ENSG00000109906__ENSMUSG00000066687	252	267	58	56	66
ENSG00000166741__ENSMUSG00000032271	19	40	114	132	175
ENSG00000180425__ENSMUSG00000042293	184	174	129	164	214
ENSG00000076053__ENSMUSG00000042396	2741	2004	3406	3368	4535
ENSG00000255663__ENSMUSG00000042396	2	1	3406	3368	4535
ENSG00000076043__ENSMUSG00000032026	3025	1946	2047	2378	2886
ENSG00000137634__ENSMUSG00000044229	0	2	49	52	50
ENSG00000204361__ENSMUSG00000032028	4	5	2	8	2
ENSG00000182985__ENSMUSG00000032076	2947	3088	4615	4597	5985
ENSG00000137656__ENSMUSG00000032077	2106	1580	1843	2117	2875
ENSG00000109917__ENSMUSG00000032078	3755	2205	3714	4046	5218
ENSG00000110243__ENSMUSG00000032079	2	2	0	0	1
ENSG00000110244__ENSMUSG00000032080	251	483	0	0	0
ENSG00000110245__ENSMUSG00000032081	14	45	0	0	0
